rel_time,ID,date,time,dimension,state,substate,controllerleftclick,controllerrightclick,coloredcube,stimulus,2d_x,2d_y,playerlocationX,playerlocationY,playerlocationZ,playerrotationRoll,playerrotationPitch,playerrotationYaw,raydistance,raylocationX,raylocationY,raylocationZ,rayimpactpointX,rayimpactpointY,rayimpactpointZ,rayhitcomponent,rayscreenlocationX,rayscreenlocationX.1,combined.convergence_distance_mm,combined.convergence_distance_validity,combined.eye_data.eye_openness,combined.gaze_direction_normalized.X,combined.gaze_direction_normalized.Y,combined.gaze_direction_normalized.Z,combined.gaze_origin_mm.X,combined.gaze_origin_mm.Y,combined.gaze_origin_mm.Z,combined.pupil_diameter_mm,combined.pupil_position_in_sensor_area.X,combined.pupil_position_in_sensor_area.Y,left.eye_openness,left.gaze_direction_normalized.X,left.gaze_direction_normalized.Y,left.gaze_direction_normalized.Z,left.gaze_origin_mm.X,left.gaze_origin_mm.Y,left.gaze_origin_mm.Z,left.pupil_diameter_mm,left.pupil_position_in_sensor_area.X,left.pupil_position_in_sensor_area.Y,right.eye_openness,right.gaze_direction_normalized.X,right.gaze_direction_normalized.Y,right.gaze_direction_normalized.Z,right.gaze_origin_mm.X,right.gaze_origin_mm.Y,right.gaze_origin_mm.Z,right.pupil_diameter_mm,right.pupil_position_in_sensor_area.X,right.pupil_position_in_sensor_area.Y,left.eye_wide,right.eye_wide
13.874,189,2021.11.29,11.19.15.662,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,799.661255,465.512939,5.14362,-4.614556,116.304489,4.426355,6.546695,5.229951,83.895058,84.639267,22.148012,117.913147,84.639275,22.148014,117.913147,A_StateManager_2.ScreenWidget,2615.98999,2615.98999,0.0,0,0.0,-0.177322,-0.159286,0.971161,1.745682,5.369263,-32.782364,0.0,0.0,0.0,1.0,-0.203598,-0.162979,0.965378,30.455338,3.975067,-31.950882,2.264191,0.588513,0.505279,1.0,-0.147125,-0.154938,0.976898,-31.08342,6.963516,-33.733139,2.319962,0.561957,0.400816,0.340978,0.340978
13.897,189,2021.11.29,11.19.15.685,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,805.889465,465.770935,5.133839,-4.591012,116.303207,4.396396,6.553054,5.436331,82.692047,84.639267,17.837429,112.584862,84.639275,17.837433,112.584862,A_StateManager_2.ScreenWidget,2510.802246,2510.802246,0.0,0,0.0,-0.114563,-0.238235,0.964417,13.159668,4.468307,-32.471634,0.0,0.0,0.0,1.0,-0.133057,-0.243942,0.960602,30.832169,3.619095,-31.964493,2.370682,0.564638,0.529954,1.0,-0.068771,-0.22374,0.972214,-30.438751,6.563324,-33.722794,2.199142,0.527274,0.425522,0.164453,0.164453
13.918,189,2021.11.29,11.19.15.706,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,744.309692,389.652588,5.118235,-4.578054,116.30864,4.380805,6.577233,5.508193,82.022812,84.639282,12.744635,106.107246,84.639282,12.744635,106.107246,A_StateManager_2.ScreenWidget,2387.687744,2387.687744,0.0,0,0.0,-0.101913,-0.24968,0.962936,13.714615,4.454727,-32.452072,0.0,0.0,0.0,0.965617,-0.116547,-0.255646,0.959717,31.002457,3.62442,-31.956543,2.257645,0.556354,0.531448,0.898656,-0.064468,-0.234161,0.970047,-30.386215,6.572815,-33.716125,2.1689,0.52476,0.426837,0.0,0.0
13.94,189,2021.11.29,11.19.15.728,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,671.55542,297.115204,5.120426,-4.580271,116.319443,4.365952,6.621752,5.44947,81.902306,84.639282,11.605085,105.239159,84.639282,11.605085,105.239159,A_StateManager_2.ScreenWidget,2357.030518,2357.030518,0.0,0,0.0,-0.086624,-0.245911,0.965408,3.183609,4.940857,-32.749771,0.0,0.0,0.0,0.959898,-0.116684,-0.256042,0.959579,31.103928,3.587357,-31.95192,2.285187,0.552799,0.532739,0.921659,-0.050369,-0.233398,0.971069,-30.381378,6.567993,-33.708923,2.172501,0.522386,0.426743,0.0,0.0
13.962,189,2021.11.29,11.19.15.750,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,655.276184,284.713959,5.119683,-4.597187,116.322777,4.378134,6.635365,5.322773,81.568977,84.639282,10.084339,105.618393,84.639282,10.084338,105.618393,A_StateManager_2.ScreenWidget,2318.842773,2318.842773,0.0,0,0.0,-0.079056,-0.238754,0.96785,-3.401642,5.250763,-32.942291,0.0,0.0,0.0,0.984768,-0.110565,-0.247162,0.962631,31.158356,3.59082,-31.948013,2.245392,0.550027,0.531142,0.920495,-0.054352,-0.23201,0.971176,-30.407913,6.547897,-33.719238,2.216995,0.523966,0.427327,0.0,0.0
13.985,189,2021.11.29,11.19.15.773,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,633.551208,290.131592,5.113645,-4.623234,116.324104,4.368309,6.647693,5.132308,81.330742,84.639275,9.123259,106.254478,84.639282,9.12326,106.254478,A_StateManager_2.ScreenWidget,2297.602051,2297.602051,0.0,0,0.0,-0.083527,-0.238861,0.967453,-1.184036,5.131516,-32.883133,0.0,0.0,0.0,0.987067,-0.113312,-0.254868,0.960297,31.154984,3.572525,-31.953522,2.23465,0.550569,0.533059,0.923896,-0.056503,-0.224121,0.972916,-30.425262,6.541168,-33.723694,2.206238,0.524896,0.426297,0.0,0.0
14.007,189,2021.11.29,11.19.15.795,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,619.821472,299.218536,5.114219,-4.65101,116.324547,4.328442,6.649243,4.921143,81.344727,84.639282,9.171865,106.242058,84.639282,9.171864,106.242058,A_StateManager_2.ScreenWidget,2306.653809,2306.653809,0.0,0,0.0,-0.085846,-0.245575,0.965561,0.694672,5.053024,-32.82637,0.0,0.0,0.0,1.0,-0.11705,-0.256973,0.95929,31.166946,3.590042,-31.948425,2.265274,0.550676,0.532745,1.0,-0.053864,-0.233627,0.970825,-30.445999,6.54808,-33.723572,2.20961,0.525214,0.427625,0.040874,0.040874
14.029,189,2021.11.29,11.19.15.817,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,620.515869,299.041077,5.113837,-4.673123,116.328728,4.332947,6.659939,4.704001,81.39975,84.639282,9.053855,105.689484,84.639282,9.053856,105.689484,A_StateManager_2.ScreenWidget,2313.152344,2313.152344,0.0,0,0.0,-0.010437,-0.234634,0.972015,1.688965,5.098831,-32.776474,0.0,0.0,0.0,0.960235,-0.041672,-0.236481,0.970734,31.488495,3.692429,-31.933853,2.231064,0.528259,0.525606,0.912245,0.022919,-0.232422,0.972336,-30.128357,6.600464,-33.676163,2.217041,0.502121,0.424943,0.0,0.0
14.052,189,2021.11.29,11.19.15.840,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,618.830078,291.147186,5.118574,-4.681969,116.344643,4.357265,6.73445,4.594891,80.415604,84.63929,2.569873,106.829552,84.63929,2.569872,106.829552,A_StateManager_2.ScreenWidget,2148.368896,2148.368896,0.0,0,0.0,0.014297,-0.233154,0.972321,3.422012,5.093109,-32.718536,0.0,0.0,0.0,0.923519,-0.014221,-0.237701,0.971222,31.626038,3.758362,-31.919128,2.176239,0.519445,0.523337,0.909466,0.04805,-0.227524,0.97258,-29.931946,6.67157,-33.663895,2.221268,0.491335,0.421524,0.0,0.0
14.073,189,2021.11.29,11.19.15.861,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,526.201721,307.433868,5.127834,-4.665101,116.376205,4.416419,6.885131,4.645133,80.211334,84.63929,0.615261,107.216316,84.63929,0.615262,107.216316,A_StateManager_2.ScreenWidget,2100.352051,2100.352051,0.0,0,0.0,0.014389,-0.229797,0.973129,2.367599,5.171799,-32.747253,0.0,0.0,0.0,0.925164,-0.006927,-0.241257,0.970428,31.578659,3.81189,-31.903336,2.178146,0.520011,0.521911,0.925439,0.03801,-0.216934,0.975433,-30.00087,6.678696,-33.682373,2.325562,0.49539,0.419734,0.0,0.0
14.097,189,2021.11.29,11.19.15.885,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,498.278687,312.959076,5.118549,-4.634809,116.384254,4.445389,6.963371,4.863578,80.19635,84.639282,0.939206,107.618561,84.63929,0.939206,107.618561,A_StateManager_2.ScreenWidget,2106.858398,2106.858398,0.0,0,0.0,0.017151,-0.234863,0.971863,1.375153,5.192795,-32.76651,0.0,0.0,0.0,0.942365,-0.012589,-0.244247,0.96962,31.558136,3.799652,-31.9039,2.197449,0.521548,0.522809,0.93654,0.048141,-0.224838,0.97319,-30.09523,6.64537,-33.665909,2.273514,0.49705,0.422012,0.0,0.0
14.118,189,2021.11.29,11.19.15.906,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,502.906464,318.705414,5.109309,-4.596829,116.376831,4.466301,6.928926,5.2062,80.275711,84.63929,1.231807,107.146507,84.63929,1.231807,107.146507,A_StateManager_2.ScreenWidget,2107.178223,2107.178223,0.0,0,0.0,0.011047,-0.23082,0.972931,1.62323,5.161697,-32.772797,0.0,0.0,0.0,0.942583,-0.018402,-0.239853,0.970627,31.558792,3.78833,-31.907455,2.18692,0.522401,0.522541,0.940889,0.042236,-0.221024,0.97435,-30.078766,6.616089,-33.689194,2.284912,0.497418,0.422614,0.0,0.0
14.14,189,2021.11.29,11.19.15.928,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,507.086517,311.961792,5.096579,-4.556143,116.365753,4.464418,6.882201,5.550132,80.334747,84.63929,2.255075,107.408279,84.63929,2.255075,107.408279,A_StateManager_2.ScreenWidget,2120.143311,2120.143311,0.0,0,0.0,0.014999,-0.233139,0.972321,1.463318,5.177536,-32.781998,0.0,0.0,0.0,0.93676,-0.014114,-0.240295,0.970581,31.598816,3.786163,-31.9104,2.192841,0.520363,0.522704,0.938088,0.045471,-0.225433,0.97319,-30.060791,6.633026,-33.693756,2.285034,0.496289,0.422793,0.0,0.0
14.162,189,2021.11.29,11.19.15.950,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,521.70459,315.701385,5.089136,-4.527855,116.357841,4.4708,6.843555,5.812102,80.373024,84.63929,2.327006,107.159698,84.63929,2.327007,107.159698,A_StateManager_2.ScreenWidget,2108.499512,2108.499512,0.0,0,0.0,-0.025406,-0.232773,0.972183,1.044388,5.201172,-32.791946,0.0,0.0,0.0,0.921264,-0.050385,-0.238235,0.969894,31.459518,3.791245,-31.921158,2.225998,0.530575,0.522358,0.922788,0.000244,-0.22699,0.973892,-30.193634,6.649246,-33.686295,2.234818,0.507948,0.4225,0.0,0.0
14.185,189,2021.11.29,11.19.15.973,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,522.732239,312.150238,5.088757,-4.510558,116.346756,4.477583,6.814022,5.993514,80.766266,84.639282,5.944921,107.095352,84.639282,5.944922,107.095352,A_StateManager_2.ScreenWidget,2193.709229,2193.709229,0.0,0,0.0,-0.097473,-0.225143,0.969421,-0.33934,5.277893,-32.847031,0.0,0.0,0.0,0.93869,-0.121948,-0.225372,0.966599,30.990585,3.814896,-31.933014,2.139618,0.557707,0.519855,0.878537,-0.073822,-0.224808,0.971588,-30.548126,6.688538,-33.728333,2.183609,0.531854,0.421417,0.0,0.0
14.207,189,2021.11.29,11.19.15.995,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,574.416687,311.231018,5.086592,-4.502332,116.340927,4.448591,6.770213,6.086656,81.750336,84.639282,12.147669,107.550873,84.639282,12.147669,107.550873,A_StateManager_2.ScreenWidget,2347.199219,2347.199219,0.0,0,0.0,-0.103821,-0.220779,0.969772,-3.023895,5.401581,-32.929306,0.0,0.0,0.0,0.96448,-0.131485,-0.224411,0.965576,30.967819,3.816254,-31.93837,2.200806,0.55986,0.51976,0.893252,-0.081314,-0.217712,0.97261,-30.597519,6.687592,-33.733124,2.249054,0.534777,0.420365,0.0,0.0
14.229,189,2021.11.29,11.19.16.017,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,663.027405,317.738434,5.087946,-4.504275,116.33699,4.429534,6.71605,6.088137,81.83017,84.639275,12.680715,107.825928,84.639282,12.680713,107.825928,A_StateManager_2.ScreenWidget,2356.163086,2356.163086,0.0,0,0.0,-0.110077,-0.220215,0.969208,2.741409,5.125259,-32.761826,0.0,0.0,0.0,0.98166,-0.133621,-0.223099,0.965576,31.016464,3.799774,-31.937225,2.183609,0.558502,0.52012,0.88631,-0.082245,-0.21666,0.972763,-30.591431,6.687836,-33.733932,2.242432,0.534706,0.420194,0.0,0.0
14.251,189,2021.11.29,11.19.16.039,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,670.642273,321.667816,5.092454,-4.523778,116.329666,4.447525,6.667788,6.022742,81.923332,84.639275,13.103101,107.783974,84.639282,13.103103,107.783974,A_StateManager_2.ScreenWidget,2366.790527,2366.790527,0.0,0,0.0,-0.103546,-0.219589,0.970078,0.565491,5.226807,-32.826004,0.0,0.0,0.0,0.977842,-0.12381,-0.222153,0.967102,31.042847,3.797501,-31.937668,2.201935,0.556089,0.520006,0.893353,-0.082779,-0.216873,0.972672,-30.588486,6.687836,-33.734055,2.263763,0.534697,0.420243,0.0,0.0
14.273,189,2021.11.29,11.19.16.061,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,676.676392,321.068451,5.100956,-4.542756,116.320076,4.473403,6.614724,5.872621,81.751358,84.639282,12.303254,107.767159,84.639282,12.303254,107.767159,A_StateManager_2.ScreenWidget,2349.116211,2349.116211,0.0,0,0.0,-0.104538,-0.219681,0.96994,-0.407501,5.272949,-32.855728,0.0,0.0,0.0,0.985786,-0.128983,-0.222168,0.966431,31.055435,3.79747,-31.940125,2.204773,0.556423,0.520052,0.887964,-0.081039,-0.217148,0.972763,-30.587326,6.688263,-33.733994,2.244568,0.534375,0.420262,0.0,0.0
14.295,189,2021.11.29,11.19.16.083,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,665.25,320.828247,5.104926,-4.562986,116.316154,4.487679,6.582068,5.708058,81.72245,84.639282,12.130341,107.703461,84.639282,12.130339,107.703461,A_StateManager_2.ScreenWidget,2350.953613,2350.953613,0.0,0,0.0,-0.1064,-0.21965,0.969742,-0.032486,5.252579,-32.842941,0.0,0.0,0.0,0.991044,-0.132813,-0.221832,0.965988,31.051208,3.789276,-31.936661,2.160873,0.557196,0.520264,0.907882,-0.080383,-0.217361,0.972763,-30.588486,6.691025,-33.733826,2.232773,0.534307,0.420194,0.0,0.0
14.318,189,2021.11.29,11.19.16.106,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,662.779846,319.918274,5.107513,-4.581904,116.315605,4.480279,6.570881,5.560417,81.71067,84.639282,12.056878,107.685272,84.639282,12.056878,107.685272,A_StateManager_2.ScreenWidget,2355.799805,2355.799805,0.0,0,0.0,-0.104752,-0.221985,0.969391,0.191513,5.2603,-32.837219,0.0,0.0,0.0,0.985439,-0.128464,-0.224182,0.966034,31.079544,3.809586,-31.939285,2.184784,0.55553,0.519935,0.896452,-0.081039,-0.219666,0.972198,-30.590439,6.706039,-33.732056,2.203644,0.534463,0.420028,0.0,0.0
14.34,189,2021.11.29,11.19.16.128,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,661.730347,319.658447,5.112424,-4.59671,116.315292,4.483767,6.584309,5.466111,81.66935,84.639282,11.77013,107.512581,84.639282,11.77013,107.512581,A_StateManager_2.ScreenWidget,2354.741699,2354.741699,0.0,0,0.0,0.028854,-0.24884,0.968109,2.898041,5.039108,-32.773117,0.0,0.0,0.0,0.957636,0.003311,-0.258102,0.966095,31.73204,3.70575,-31.948257,2.116745,0.513171,0.528646,0.89944,0.057846,-0.238098,0.969513,-29.848068,6.553375,-33.7099,2.208939,0.486894,0.427762,0.0,0.0
14.362,189,2021.11.29,11.19.16.150,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,657.633972,317.191406,5.120397,-4.611373,116.317131,4.460313,6.612545,5.400808,80.417152,84.63929,0.540598,105.494827,84.63929,0.540598,105.494827,A_StateManager_2.ScreenWidget,2067.836426,2067.836426,0.0,0,0.0,0.110764,-0.272964,0.955612,10.092529,4.627121,-32.627274,0.0,0.0,0.0,0.82623,0.091446,-0.282608,0.954865,32.161545,3.607788,-31.998901,2.212387,0.484966,0.536598,0.890374,0.145126,-0.255447,0.955856,-29.325333,6.447784,-33.749634,2.261459,0.454979,0.43474,0.0,0.0
14.384,189,2021.11.29,11.19.16.172,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,497.212097,288.366364,5.119665,-4.624295,116.321037,4.437642,6.612333,5.383543,80.564735,84.63929,-6.282528,103.493073,84.63929,-6.282528,103.493073,A_StateManager_2.ScreenWidget,1890.360962,1890.360962,0.0,0,0.0,0.109756,-0.274796,0.9552,11.390686,4.561569,-32.597275,0.0,0.0,0.0,0.82702,0.090744,-0.28331,0.954712,32.187057,3.597519,-32.007599,2.21875,0.484172,0.53714,0.896994,0.146851,-0.257782,0.954971,-29.352158,6.450302,-33.752548,2.285858,0.45567,0.43508,0.0,0.0
14.407,189,2021.11.29,11.19.16.195,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,399.738861,259.769867,5.119421,-4.632723,116.32328,4.378367,6.652754,5.36728,80.579575,84.639297,-6.233956,103.39679,84.63929,-6.233955,103.39679,A_StateManager_2.ScreenWidget,1892.625366,1892.625366,0.0,0,0.0,0.122467,-0.272461,0.95433,3.632507,4.914215,-32.823151,0.0,0.0,0.0,0.82982,0.093338,-0.281525,0.954987,32.186264,3.587936,-32.015579,2.245163,0.483797,0.537285,0.899395,0.156021,-0.261642,0.952454,-29.391785,6.448151,-33.757187,2.320679,0.455643,0.435871,0.0,0.0
14.429,189,2021.11.29,11.19.16.217,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,400.432739,258.394409,5.116771,-4.633522,116.323769,4.344372,6.667398,5.409471,80.573669,84.63929,-7.232041,103.61425,84.639297,-7.23204,103.61425,A_StateManager_2.ScreenWidget,1865.320801,1865.320801,0.0,0,0.0,0.126663,-0.272491,0.953766,0.80217,5.041458,-32.904999,0.0,0.0,0.0,0.860217,0.093521,-0.28186,0.95488,32.187057,3.583374,-32.018539,2.240524,0.483743,0.537526,0.920906,0.158447,-0.263168,0.951645,-29.429337,6.445969,-33.758865,2.277191,0.456515,0.436212,0.0,0.0
14.452,189,2021.11.29,11.19.16.240,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,386.174377,261.500977,5.117358,-4.624248,116.322151,4.303378,6.700142,5.449412,80.576614,84.63929,-7.51842,103.654243,84.639297,-7.518419,103.654243,A_StateManager_2.ScreenWidget,1855.518066,1855.518066,0.0,0,0.0,0.123901,-0.273193,0.953934,1.986923,4.984482,-32.872177,0.0,0.0,0.0,0.87554,0.093246,-0.282883,0.954605,32.188766,3.581329,-32.019485,2.227219,0.48373,0.537769,0.91668,0.155655,-0.262817,0.952194,-29.433487,6.44426,-33.759277,2.277039,0.457104,0.436212,0.0,0.0
14.474,189,2021.11.29,11.19.16.262,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,382.083221,262.072327,5.115247,-4.615092,116.330627,4.312752,6.72331,5.502915,80.571709,84.63929,-7.206177,103.641502,84.639297,-7.206177,103.641502,A_StateManager_2.ScreenWidget,1861.911011,1861.911011,0.0,0,0.0,0.123062,-0.273743,0.953888,1.568512,4.999374,-32.885742,0.0,0.0,0.0,0.872044,0.093185,-0.283844,0.954315,32.196243,3.581635,-32.019852,2.22496,0.483477,0.537911,0.928018,0.153183,-0.263245,0.952484,-29.432358,6.434387,-33.762177,2.258743,0.457436,0.43664,0.0,0.0
14.496,189,2021.11.29,11.19.16.284,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,386.543884,261.890289,5.11782,-4.613864,116.327477,4.352912,6.735331,5.537674,80.569588,84.63929,-7.087705,103.612335,84.639297,-7.087705,103.612335,A_StateManager_2.ScreenWidget,1863.069214,1863.069214,0.0,0,0.0,0.122299,-0.273621,0.954025,1.625519,4.993195,-32.88562,0.0,0.0,0.0,0.868188,0.092545,-0.284378,0.954224,32.200531,3.581635,-32.020096,2.226974,0.483422,0.537992,0.937115,0.15239,-0.262436,0.952835,-29.433029,6.427078,-33.764832,2.251862,0.457575,0.436782,0.0,0.0
14.518,189,2021.11.29,11.19.16.306,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,388.236328,261.473633,5.122434,-4.609799,116.318604,4.363956,6.732353,5.596825,80.558937,84.63929,-6.936911,103.614426,84.639297,-6.93691,103.614426,A_StateManager_2.ScreenWidget,1866.275146,1866.275146,0.0,0,0.0,0.120056,-0.277756,0.95311,1.568481,4.996536,-32.889664,0.0,0.0,0.0,0.870334,0.094406,-0.288223,0.952881,32.215164,3.580902,-32.024872,2.286942,0.482594,0.538692,0.927857,0.145905,-0.266953,0.952591,-29.45607,6.429611,-33.765137,2.264664,0.459424,0.437438,0.0,0.0
14.54,189,2021.11.29,11.19.16.328,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,390.390533,261.503479,5.123495,-4.594922,116.307518,4.381915,6.730755,5.651481,80.606781,84.63929,-6.665421,103.253609,84.63929,-6.665421,103.253609,A_StateManager_2.ScreenWidget,1872.050659,1872.050659,0.0,0,0.0,-0.009308,-0.265427,0.964081,2.674103,4.980286,-32.792191,0.0,0.0,0.0,0.888871,-0.039246,-0.274002,0.960922,31.522766,3.624603,-31.95961,2.130814,0.526784,0.534121,0.893268,0.024734,-0.255356,0.966522,-30.132263,6.521957,-33.738968,2.116806,0.501933,0.431999,0.0,0.0
14.563,189,2021.11.29,11.19.16.351,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,394.268951,256.348969,5.13223,-4.576719,116.304901,4.439123,6.734478,5.709071,80.894142,84.63929,4.18294,104.231827,84.639282,4.18294,104.231827,A_StateManager_2.ScreenWidget,2159.958008,2159.958008,0.0,0,0.0,-0.042709,-0.259598,0.964767,-3.274948,5.282349,-32.967682,0.0,0.0,0.0,0.934306,-0.075378,-0.272568,0.959167,31.289413,3.694138,-31.95845,2.137527,0.540317,0.531567,0.862146,-0.01712,-0.249237,0.968277,-30.305557,6.524399,-33.756958,2.178482,0.514585,0.43118,0.0,0.0
14.584,189,2021.11.29,11.19.16.372,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,549.245544,270.323517,5.146585,-4.560387,116.314674,4.531221,6.727442,5.780987,81.180344,84.639275,7.087265,104.674561,84.639282,7.087267,104.674561,A_StateManager_2.ScreenWidget,2233.730469,2233.730469,0.0,0,0.0,-0.04541,-0.256851,0.965378,-2.676422,5.253784,-32.950882,0.0,0.0,0.0,0.933055,-0.075729,-0.272583,0.959137,31.317108,3.692352,-31.955978,2.152573,0.539389,0.531601,0.855666,-0.020706,-0.243851,0.969589,-30.305557,6.522873,-33.759506,2.178482,0.515143,0.430371,0.0,0.0
14.607,189,2021.11.29,11.19.16.395,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,590.735901,276.648285,5.159235,-4.550624,116.316727,4.561964,6.685915,5.873122,81.195045,84.639282,7.449071,104.846558,84.639282,7.44907,104.846558,A_StateManager_2.ScreenWidget,2240.67749,2240.67749,0.0,0,0.0,-0.049942,-0.254883,0.965668,0.973465,5.068283,-32.844879,0.0,0.0,0.0,0.933676,-0.077789,-0.264282,0.961288,31.344894,3.658463,-31.956055,2.24794,0.538626,0.531465,0.890421,-0.021194,-0.244965,0.969284,-30.312836,6.520554,-33.760483,2.166183,0.515467,0.430644,0.0,0.0
14.629,189,2021.11.29,11.19.16.417,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,595.904541,279.105377,5.176461,-4.536688,116.316864,4.535907,6.643233,5.918741,81.230919,84.63929,7.904159,104.94381,84.639282,7.90416,104.94381,A_StateManager_2.ScreenWidget,2248.910645,2248.910645,0.0,0,0.0,-0.049103,-0.257675,0.964966,0.421387,5.08551,-32.866165,0.0,0.0,0.0,0.938182,-0.078842,-0.269928,0.959641,31.359283,3.641602,-31.964127,2.181137,0.53835,0.533023,0.879602,-0.019501,-0.245239,0.969254,-30.316177,6.520065,-33.76236,2.167801,0.51532,0.430719,0.0,0.0
14.652,189,2021.11.29,11.19.16.440,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,602.405823,280.49469,5.192828,-4.535747,116.306686,4.548995,6.598598,5.95248,81.254425,84.639282,7.888236,104.63678,84.639282,7.888237,104.636787,A_StateManager_2.ScreenWidget,2246.811768,2246.811768,0.0,0,0.0,-0.04837,-0.251694,0.966583,0.310425,5.085281,-32.869873,0.0,0.0,0.0,0.930627,-0.078125,-0.257416,0.963135,31.383499,3.632446,-31.963684,2.18837,0.537391,0.531341,0.864103,-0.019012,-0.245819,0.969116,-30.313324,6.517136,-33.762955,2.166977,0.515143,0.430917,0.0,0.0
14.673,189,2021.11.29,11.19.16.461,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,602.178345,276.108551,5.206361,-4.533434,116.299774,4.573753,6.579323,5.938349,81.1586,84.639275,7.793274,105.111275,84.639282,7.793274,105.111275,A_StateManager_2.ScreenWidget,2241.941895,2241.941895,0.0,0,0.0,-0.045197,-0.252365,0.966568,0.215698,5.090469,-32.873398,0.0,0.0,0.0,0.950904,-0.071808,-0.259583,0.963043,31.393921,3.633911,-31.964279,2.196884,0.536076,0.531622,0.885758,-0.019104,-0.245102,0.969299,-30.310379,6.516541,-33.763504,2.163239,0.515053,0.430826,0.0,0.0
14.696,189,2021.11.29,11.19.16.484,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,600.821716,282.887054,5.215158,-4.537642,116.295204,4.621949,6.549939,5.935816,81.121956,84.639282,7.519785,105.016983,84.639282,7.519786,105.016983,A_StateManager_2.ScreenWidget,2235.647949,2235.647949,0.0,0,0.0,-0.083069,-0.20636,0.97493,-0.252045,5.405838,-32.843094,0.0,0.0,0.0,0.964915,-0.106842,-0.214996,0.970749,31.153809,3.925278,-31.929749,2.21904,0.549664,0.514332,0.894894,-0.060165,-0.197937,0.978363,-30.434937,6.828735,-33.720871,2.280319,0.525784,0.412005,0.0,0.0
14.718,189,2021.11.29,11.19.16.506,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,596.914795,281.540009,5.229555,-4.539764,116.296127,4.615233,6.540998,5.95671,81.193504,84.63929,10.627853,108.784645,84.639282,10.627853,108.784645,A_StateManager_2.ScreenWidget,2308.377197,2308.377197,0.0,0,0.0,-0.125671,-0.12001,0.984772,-1.625443,5.9142,-32.875214,0.0,0.0,0.0,0.968913,-0.159912,-0.124069,0.979294,30.798782,4.381149,-32.075317,2.205856,0.570067,0.486116,0.880891,-0.094955,-0.116257,0.988663,-30.578613,7.283142,-33.589462,2.211136,0.536018,0.381839,0.0,0.0
14.74,189,2021.11.29,11.19.16.528,2,BP_TutorialState_C_2147482161,TutText1,0,1,,Pause,641.315735,335.36377,5.241583,-4.526818,116.290352,4.636033,6.528137,5.985937,81.560318,84.639275,14.124363,115.814598,84.639282,14.124363,115.814598,A_StateManager_2.ScreenWidget,2380.246826,2380.246826,0.0,0,0.0,-0.168274,-0.083832,0.982162,-4.095093,6.166245,-32.953384,0.0,0.0,0.0,1.0,-0.202744,-0.088425,0.97522,30.541718,4.508072,-31.988174,2.271622,0.585383,0.475782,1.0,-0.141464,-0.0802,0.986679,-30.894226,7.449203,-33.70018,2.273331,0.55437,0.371363,0.044663,0.044663
