rel_time,ID,date,time,dimension,state,substate,controllerleftclick,controllerrightclick,coloredcube,stimulus,2d_x,2d_y,playerlocationX,playerlocationY,playerlocationZ,playerrotationRoll,playerrotationPitch,playerrotationYaw,raydistance,raylocationX,raylocationY,raylocationZ,rayimpactpointX,rayimpactpointY,rayimpactpointZ,rayhitcomponent,rayscreenlocationX,rayscreenlocationX.1,combined.convergence_distance_mm,combined.convergence_distance_validity,combined.eye_data.eye_openness,combined.gaze_direction_normalized.X,combined.gaze_direction_normalized.Y,combined.gaze_direction_normalized.Z,combined.gaze_origin_mm.X,combined.gaze_origin_mm.Y,combined.gaze_origin_mm.Z,combined.pupil_diameter_mm,combined.pupil_position_in_sensor_area.X,combined.pupil_position_in_sensor_area.Y,left.eye_openness,left.gaze_direction_normalized.X,left.gaze_direction_normalized.Y,left.gaze_direction_normalized.Z,left.gaze_origin_mm.X,left.gaze_origin_mm.Y,left.gaze_origin_mm.Z,left.pupil_diameter_mm,left.pupil_position_in_sensor_area.X,left.pupil_position_in_sensor_area.Y,right.eye_openness,right.gaze_direction_normalized.X,right.gaze_direction_normalized.Y,right.gaze_direction_normalized.Z,right.gaze_origin_mm.X,right.gaze_origin_mm.Y,right.gaze_origin_mm.Z,right.pupil_diameter_mm,right.pupil_position_in_sensor_area.X,right.pupil_position_in_sensor_area.Y,left.eye_wide,right.eye_wide
0.222,161,2021.11.24,13.29.13.388,2,0,0,0,0,,0,723.952209,728.545349,0.411545,-0.750971,117.648636,-0.969395,11.300363,0.758528,87.954018,84.639282,16.41263,136.27681,84.639275,16.412628,136.27681,A_StateManager_2.ScreenWidget,2590.870361,2590.870361,0.0,0,0.0,-0.185242,0.012711,0.982605,2.399475,1.379791,-26.967148,0.0,0.0,0.0,1.0,-0.210709,0.035141,0.976913,31.94342,1.880859,-32.612335,4.02095,0.552745,0.561002,1.0,-0.164719,-0.005219,0.986313,-21.219437,0.979218,-22.454086,4.141006,0.223797,0.480237,0.171297,0.184953
0.245,161,2021.11.24,13.29.13.411,2,0,0,0,0,,0,723.955444,728.108948,0.413121,-0.75289,117.654922,-0.968151,11.302644,0.690035,87.849205,84.639275,16.181238,136.003601,84.639275,16.181236,136.003601,A_StateManager_2.ScreenWidget,2589.062988,2589.062988,0.0,0,0.0,-0.18602,0.012665,0.982452,1.983765,1.369659,-26.88356,0.0,0.0,0.0,1.0,-0.209839,0.03595,0.977066,31.935547,1.87384,-32.600723,4.021027,0.552894,0.561002,1.0,-0.167419,-0.005386,0.98587,-21.221909,0.979034,-22.454086,4.138458,0.224322,0.480299,0.207495,0.228491
0.268,161,2021.11.24,13.29.13.434,2,0,0,0,0,,0,720.649841,724.205994,0.418092,-0.766194,117.660332,-0.958782,11.29496,0.608155,87.837959,84.639282,16.11095,136.030441,84.639275,16.11095,136.030441,A_StateManager_2.ScreenWidget,2589.975098,2589.975098,0.0,0,0.0,-0.182861,0.01062,0.983078,1.297272,1.359116,-26.767822,0.0,0.0,0.0,1.0,-0.211441,0.035721,0.97673,31.932739,1.873047,-32.600723,4.029617,0.553213,0.561082,1.0,-0.161652,-0.007858,0.986801,-21.254761,0.980804,-22.473984,4.133514,0.224436,0.480759,0.206537,0.217383
0.303,161,2021.11.24,13.29.13.469,2,0,0,0,0,,0,719.645691,724.589417,0.423631,-0.777996,117.658524,-1.010374,11.297692,0.475236,87.687729,84.639282,15.612307,135.775375,84.639275,15.612306,135.775375,A_StateManager_2.ScreenWidget,2581.015137,2581.015137,0.0,0,0.0,-0.18309,0.009949,0.983032,2.263962,1.378906,-26.961182,0.0,0.0,0.0,1.0,-0.211792,0.034515,0.9767,31.929764,1.880859,-32.612335,4.026535,0.553375,0.561096,1.0,-0.160126,-0.009537,0.987045,-21.265137,0.980804,-22.479019,4.131866,0.224513,0.481059,0.22541,0.222128
0.344,161,2021.11.24,13.29.13.510,2,0,0,0,0,,0,712.522217,720.945618,0.433645,-0.789499,117.654442,-1.049585,11.305431,0.355808,87.653603,84.639275,15.436781,135.800323,84.639275,15.43678,135.800323,A_StateManager_2.ScreenWidget,2582.032227,2582.032227,0.0,0,0.0,-0.146515,-0.060516,0.98735,-17.131378,0.580521,-23.291824,0.0,0.0,0.0,1.0,-0.184906,-0.065262,0.980576,31.922043,1.552231,-32.887314,3.998505,0.549703,0.589748,1.0,-0.143494,-0.060135,0.987808,-20.986115,0.504166,-22.537781,4.103424,0.212055,0.504978,0.182043,0.181779
0.368,161,2021.11.24,13.29.13.534,2,0,0,0,0,,0,710.014648,721.302002,0.436336,-0.80694,117.645645,-1.08016,11.271901,0.207383,85.965698,84.639282,11.996599,129.309021,84.639282,11.996597,129.309021,A_StateManager_2.ScreenWidget,2501.455322,2501.455322,0.0,0,0.0,-0.086899,-0.196564,0.976624,-13.305801,-0.062729,-23.971344,0.0,0.0,0.0,1.0,-0.121353,-0.214081,0.969238,32.025772,0.931854,-32.764526,4.056244,0.536655,0.632514,0.589871,-0.081375,-0.193726,0.977661,-20.560898,-0.221909,-22.564041,4.401657,0.186068,0.550815,0.061675,0.0
0.401,161,2021.11.24,13.29.13.567,2,0,0,0,0,,0,660.869263,628.569153,0.43938,-0.82581,117.630859,-1.129202,11.154627,0.056667,84.540344,84.63929,6.748569,117.359245,84.639282,6.748568,117.359245,A_StateManager_2.ScreenWidget,2371.781738,2371.781738,0.0,0,0.0,-0.072281,-0.279648,0.957367,14.27652,0.174042,-29.332581,0.0,0.0,0.0,0.92341,-0.083923,-0.289124,0.953598,32.232208,0.600922,-32.80809,3.931717,0.524022,0.656277,0.0,-0.049896,-0.261261,0.963959,-20.198654,-0.645569,-22.659531,4.433762,0.166922,0.577148,0.0,0.0
0.435,161,2021.11.24,13.29.13.601,2,0,0,0,0,,0,585.8974,457.858063,0.461534,-0.838518,117.609299,-1.135596,10.984153,-0.056257,84.767792,84.63929,5.434917,109.842186,84.639282,5.434917,109.842186,A_StateManager_2.ScreenWidget,2341.88916,2341.88916,0.0,0,0.0,-0.075394,-0.290359,0.953934,11.309326,0.118912,-28.744156,0.0,0.0,0.0,0.895436,-0.099121,-0.28775,0.952545,32.318192,0.580231,-32.808945,3.980804,0.52309,0.656871,0.0,-0.039673,-0.293961,0.954987,-20.272064,-0.574539,-22.633804,4.516861,0.167651,0.580257,0.0,0.0
0.468,161,2021.11.24,13.29.13.634,2,0,0,0,0,,0,567.13092,350.471497,0.494811,-0.836968,117.577431,-1.111909,10.743464,-0.143225,84.87719,84.639282,5.604194,108.502396,84.639282,5.604194,108.502396,A_StateManager_2.ScreenWidget,2351.071289,2351.071289,0.0,0,0.0,-0.061325,-0.291229,0.954681,4.308731,-0.037048,-27.390732,0.0,0.0,0.0,0.91735,-0.088013,-0.287872,0.953598,32.334381,0.575211,-32.80574,3.923447,0.520981,0.656973,0.1,-0.037872,-0.293991,0.955048,-20.293106,-0.574539,-22.637253,4.450317,0.168118,0.580257,0.0,0.0
0.501,161,2021.11.24,13.29.13.667,2,0,0,0,0,,0,569.549194,331.331635,0.534017,-0.829649,117.532776,-1.129542,10.441371,-0.234676,84.800949,84.63929,4.230661,107.946419,84.639282,4.230661,107.946419,A_StateManager_2.ScreenWidget,2317.58374,2317.58374,0.0,0,0.0,-0.064301,-0.28064,0.957642,3.686218,-0.078018,-27.273071,0.0,0.0,0.0,0.919983,-0.088043,-0.279083,0.956207,32.358444,0.570709,-32.80304,3.899612,0.520168,0.655692,0.1,-0.044373,-0.28183,0.958435,-20.357208,-0.622025,-22.635834,4.406158,0.171596,0.579637,0.0,0.0
0.534,161,2021.11.24,13.29.13.700,2,0,0,0,0,,0,549.927307,323.389099,0.588019,-0.82773,117.471191,-1.189834,10.056749,-0.335908,84.711708,84.639282,4.325692,108.256989,84.639282,4.325692,108.256989,A_StateManager_2.ScreenWidget,2323.544434,2323.544434,0.0,0,0.0,-0.07135,-0.276871,0.958237,4.233353,-0.011963,-27.366516,0.0,0.0,0.0,0.936882,-0.08551,-0.288757,0.953568,32.398193,0.620911,-32.788177,3.986206,0.518275,0.655276,0.1,-0.058914,-0.266388,0.962051,-20.431931,-0.566223,-22.618515,4.383041,0.176931,0.574949,0.0,0.0
0.569,161,2021.11.24,13.29.13.735,2,0,0,0,0,,0,551.284851,327.825806,0.652191,-0.832617,117.445465,-1.15717,9.784471,-0.457398,84.682762,84.639282,4.752934,108.164268,84.639282,4.752934,108.164268,A_StateManager_2.ScreenWidget,2338.462646,2338.462646,0.0,0,0.0,0.00589,-0.107025,0.994232,26.215668,1.247391,-31.450302,0.0,0.0,0.0,0.929594,0.002945,-0.113922,0.993484,32.563812,1.349426,-32.514404,3.915176,0.500049,0.599646,0.1,0.027252,-0.056824,0.998001,-19.865295,0.506668,-23.725922,4.409653,0.139952,0.514037,0.0,0.0
0.601,161,2021.11.24,13.29.13.767,2,0,0,0,0,,0,557.388306,326.501251,0.714312,-0.831413,117.424965,-1.160225,9.623845,-0.574033,84.090263,84.639297,-2.159733,122.524406,84.63929,-2.159733,122.524406,A_StateManager_2.ScreenWidget,2165.929199,2165.929199,0.0,0,0.0,0.04097,-0.081741,0.995804,32.55278,1.215637,-31.662918,0.0,0.0,0.0,0.952677,0.040909,-0.081924,0.995789,32.718796,1.217331,-31.687057,4.017014,0.489299,0.591314,0.051306,0.060226,-0.025726,0.997849,-19.808868,0.68396,-24.051025,4.290451,0.129553,0.505309,0.0,0.0
0.635,161,2021.11.24,13.29.13.801,2,0,0,0,0,,0,458.635925,531.646057,0.772782,-0.83642,117.394112,-1.229484,9.444184,-0.733753,84.277557,84.639297,-5.352502,124.374084,84.63929,-5.352502,124.374084,A_StateManager_2.ScreenWidget,2088.309326,2088.309326,0.0,0,0.0,0.063004,-0.035538,0.997375,-19.650131,0.699554,-24.188934,0.0,0.0,0.0,0.980765,0.012817,-0.076767,0.996964,32.958939,1.508804,-32.78479,4.004822,0.484582,0.591303,0.424903,0.063278,-0.035309,0.99736,-19.938385,0.695114,-24.14183,4.163101,0.13348,0.507244,0.0,0.0
0.668,161,2021.11.24,13.29.13.834,2,0,0,0,0,,0,413.024963,558.070068,0.832856,-0.843918,117.370018,-1.245007,9.273463,-0.871903,84.737106,84.639297,-7.413062,128.033234,84.639297,-7.413061,128.033234,A_StateManager_2.ScreenWidget,2043.831055,2043.831055,0.0,0,0.0,0.047791,-0.035629,0.998215,-19.911484,0.798035,-24.476151,0.0,0.0,0.0,0.998839,0.009277,-0.079529,0.99678,32.970413,1.448334,-32.556549,4.01767,0.484732,0.591537,0.520024,0.047821,-0.035599,0.998215,-19.951691,0.797531,-24.470001,4.099228,0.135947,0.506808,0.0,0.0
0.701,161,2021.11.24,13.29.13.867,2,0,0,0,0,,0,383.588379,610.343628,0.876741,-0.85634,117.347931,-1.304391,9.14201,-1.028189,84.590302,84.639297,-6.36684,127.787659,84.63929,-6.36684,127.787659,A_StateManager_2.ScreenWidget,2076.187744,2076.187744,0.0,0,0.0,0.015488,-0.063385,0.997864,19.545334,1.243713,-30.355362,0.0,0.0,0.0,1.0,0.006012,-0.073959,0.997238,32.975494,1.432968,-32.498886,4.028366,0.485029,0.590682,0.560394,0.04335,-0.032196,0.998535,-19.992355,0.686539,-24.044922,4.007446,0.139558,0.506061,0.034743,0.0
0.734,161,2021.11.24,13.29.13.900,2,0,0,0,0,,0,398.534393,606.835388,0.918928,-0.882089,117.327522,-1.369332,8.988973,-1.253322,84.145096,84.639297,-3.999472,125.174698,84.63929,-3.999472,125.174698,A_StateManager_2.ScreenWidget,2141.98291,2141.98291,0.0,0,0.0,0.003052,-0.071915,0.997391,32.248444,1.429626,-32.410034,0.0,0.0,0.0,1.0,0.002655,-0.072433,0.99736,32.980835,1.439346,-32.525467,4.037018,0.485304,0.590504,0.609349,0.031326,-0.034805,0.998901,-19.988113,0.736328,-24.176682,4.053772,0.141405,0.506141,0.035656,0.0
0.768,161,2021.11.24,13.29.13.934,2,0,0,0,0,,0,432.353943,569.507385,0.961657,-0.918555,117.308517,-1.443261,8.797406,-1.584865,83.994492,84.63929,-3.469481,124.13649,84.63929,-3.469481,124.13649,A_StateManager_2.ScreenWidget,2164.306641,2164.306641,0.0,0,0.0,0.000793,-0.072311,0.997375,32.616043,1.442596,-32.474579,0.0,0.0,0.0,1.0,0.000626,-0.072571,0.99736,32.986908,1.446732,-32.53038,4.038223,0.485378,0.590318,0.534212,0.024567,-0.034668,0.999084,-20.0009,0.857773,-24.557114,3.982895,0.141558,0.505318,0.042485,0.0
0.801,161,2021.11.24,13.29.13.967,2,0,0,0,0,,0,439.925232,554.675842,0.995341,-0.960565,117.285583,-1.624909,8.595711,-1.970235,83.947716,84.63929,-3.885036,123.793732,84.63929,-3.885036,123.793732,A_StateManager_2.ScreenWidget,2166.784424,2166.784424,0.0,0,0.0,0.06427,-0.065506,0.995773,30.025803,1.517548,-32.596405,0.0,0.0,0.0,0.995891,0.062408,-0.065765,0.99588,33.485458,1.589981,-33.22757,3.844696,0.458782,0.591111,0.601529,0.090805,-0.061722,0.993942,-19.412827,0.482529,-23.576889,4.069427,0.109781,0.513397,0.0,0.0
0.834,161,2021.11.24,13.29.14.000,2,0,0,0,0,,0,433.988739,549.779297,1.048815,-1.031256,117.253685,-1.71434,8.404021,-2.53932,84.361565,84.63929,-10.131676,124.086472,84.639297,-10.131676,124.086472,A_StateManager_2.ScreenWidget,2019.898315,2019.898315,0.0,0,0.0,0.157059,-0.084274,0.983978,33.926941,1.433731,-32.719894,0.0,0.0,0.0,0.968826,0.157059,-0.084274,0.983978,33.926941,1.433731,-32.719894,3.977676,0.429608,0.594688,0.350548,0.0,0.0,0.0,-19.053665,0.468567,-23.916641,-1.0,-1.0,-1.0,0.0,0.0
0.869,161,2021.11.24,13.29.14.035,2,0,0,0,0,,0,344.751038,553.961304,1.099883,-1.099038,117.22171,-1.754072,8.155108,-3.119973,85.601425,84.639305,-19.103554,122.182236,84.639305,-19.103554,122.182236,A_StateManager_2.ScreenWidget,1809.112671,1809.112671,0.0,0,0.0,0.155151,-0.078018,0.984802,33.889771,1.434357,-32.694962,0.0,0.0,0.0,0.986229,0.155106,-0.077866,0.984818,33.925781,1.435074,-32.701004,3.972015,0.429957,0.593477,0.430293,0.233047,-0.302246,0.924286,-19.018555,0.384109,-23.818512,3.851547,0.06349,0.562317,0.0,0.0
0.901,161,2021.11.24,13.29.14.067,2,0,0,0,0,,0,216.581345,526.757935,1.139019,-1.158202,117.185951,-1.820737,7.890118,-3.688957,85.7183,84.639305,-19.843586,122.303276,84.639305,-19.843586,122.303276,A_StateManager_2.ScreenWidget,1814.884521,1814.884521,0.0,0,0.0,0.150833,-0.072678,0.98587,33.889496,1.464676,-32.688339,0.0,0.0,0.0,0.98417,0.150833,-0.072678,0.98587,33.889496,1.464676,-32.688339,4.02478,0.431855,0.591565,0.340634,0.140564,-0.071426,0.987488,-19.36235,0.162338,-22.663116,3.512054,0.085087,0.513787,0.0,0.0
0.936,161,2021.11.24,13.29.14.102,2,0,0,0,0,,0,206.00946,528.487061,1.170842,-1.218915,117.157448,-1.803207,7.698982,-4.226635,85.790871,84.639305,-20.328033,122.44236,84.639305,-20.328035,122.44236,A_StateManager_2.ScreenWidget,1826.600464,1826.600464,0.0,0,0.0,0.131973,-0.044739,0.990234,33.862991,1.500885,-32.685043,0.0,0.0,0.0,0.998884,0.131973,-0.044739,0.990234,33.862991,1.500885,-32.685043,3.92337,0.435621,0.585952,0.427368,0.0,0.0,0.0,-19.44278,0.276031,-22.98761,-1.0,-1.0,-1.0,0.0,0.0
0.968,161,2021.11.24,13.29.14.134,2,0,0,0,0,,0,199.088776,530.473999,1.197207,-1.272762,117.144325,-1.730309,7.528473,-4.657602,85.699677,84.639313,-19.353403,124.556419,84.639305,-19.353405,124.556419,A_StateManager_2.ScreenWidget,1877.026611,1877.026611,0.0,0,0.0,0.122269,-0.047775,0.991333,33.821533,1.493042,-32.577011,0.0,0.0,0.0,1.0,0.122269,-0.047775,0.991333,33.821533,1.493042,-32.577011,4.029099,0.438496,0.585654,0.670737,0.0,0.0,0.0,-19.175125,0.376373,-23.411072,-1.0,-1.0,-1.0,0.009294,0.0
1.002,161,2021.11.24,13.29.14.168,2,0,0,0,0,,0,213.01207,560.674805,1.220922,-1.304317,117.131927,-1.661839,7.43104,-4.974561,85.561943,84.639297,-19.005733,124.123413,84.639305,-19.005733,124.123413,A_StateManager_2.ScreenWidget,1903.643433,1903.643433,0.0,0,0.0,0.020233,-0.004852,0.999771,33.220078,2.195389,-33.864548,0.0,0.0,0.0,0.990599,0.020233,-0.004852,0.999771,33.2202,2.195389,-33.864578,3.950119,0.474084,0.567213,0.477812,0.092407,0.015945,0.99559,-19.489365,0.836288,-23.243484,4.425995,0.115546,0.486414,0.0,0.0
1.036,161,2021.11.24,13.29.14.202,2,0,0,0,0,,0,217.978775,554.489014,1.24889,-1.322329,117.125786,-1.664332,7.394321,-5.135238,84.525093,84.639297,-10.514002,127.423592,84.639297,-10.514,127.423592,A_StateManager_2.ScreenWidget,2137.280762,2137.280762,0.0,0,0.0,0.003036,-0.003403,0.999985,32.849503,2.045624,-33.019089,0.0,0.0,0.0,0.98989,0.003036,-0.003403,0.999985,32.850266,2.045639,-33.019226,3.998077,0.489893,0.564025,0.659694,0.008194,0.005173,0.999939,-19.718918,0.81189,-22.99411,3.94339,0.140123,0.486627,0.0,0.0
1.068,161,2021.11.24,13.29.14.234,2,0,0,0,0,,0,339.289215,601.634399,1.269944,-1.326096,117.121033,-1.68786,7.384479,-5.12739,84.377983,84.63929,-9.05707,127.581848,84.639297,-9.057068,127.581848,A_StateManager_2.ScreenWidget,2181.480469,2181.480469,0.0,0,0.0,0.015198,0.036133,0.999222,-18.90004,1.007065,-23.859436,0.0,0.0,0.0,1.0,-0.01506,-0.002335,0.999878,32.887405,2.047668,-33.058304,4.04686,0.491123,0.564226,0.861115,0.015747,0.03685,0.999191,-19.849609,0.987976,-23.690765,4.104935,0.141512,0.481794,0.042726,0.0
1.102,161,2021.11.24,13.29.14.268,2,0,0,0,0,,0,360.102539,603.895264,1.287894,-1.325631,117.113586,-1.734096,7.35694,-5.130859,84.964363,84.639297,-10.130047,131.040863,84.639297,-10.130047,131.040863,A_StateManager_2.ScreenWidget,2156.355225,2156.355225,0.0,0,0.0,-0.012009,0.001877,0.999924,30.691528,2.02832,-32.749435,0.0,0.0,0.0,1.0,-0.013504,0.000504,0.999908,32.905396,2.078232,-33.170517,3.98175,0.490307,0.563769,0.89425,0.022079,0.033127,0.999207,-19.86998,0.888351,-23.132416,4.250519,0.142372,0.480932,0.064348,0.0
1.135,161,2021.11.24,13.29.14.301,2,0,0,0,0,,0,344.774292,653.309753,1.294844,-1.328361,117.107964,-1.763238,7.294177,-5.215908,84.319138,84.639305,-7.931634,128.054001,84.639297,-7.931634,128.054001,A_StateManager_2.ScreenWidget,2210.798828,2210.798828,0.0,0,0.0,-0.013489,-0.000824,0.999908,32.862732,2.066528,-33.127731,0.0,0.0,0.0,1.0,-0.013519,-0.000854,0.999893,32.910172,2.067627,-33.136902,4.008331,0.490121,0.56404,0.983525,0.017929,0.03331,0.999283,-19.84816,0.844818,-22.941101,4.254608,0.143152,0.480779,0.083935,0.0
1.168,161,2021.11.24,13.29.14.334,2,0,0,0,0,,0,376.180206,610.640259,1.306345,-1.33158,117.088928,-1.728342,7.180878,-5.36125,84.250824,84.639297,-8.018488,127.534248,84.639297,-8.018488,127.534248,A_StateManager_2.ScreenWidget,2211.515137,2211.515137,0.0,0,0.0,-0.017883,0.085632,0.996155,8.22261,1.861038,-28.577957,0.0,0.0,0.0,1.0,-0.06105,0.076187,0.995209,32.625381,2.341721,-33.11348,4.0867,0.50703,0.543237,0.886011,0.032013,0.096359,0.994827,-19.973007,1.305649,-23.337463,4.4487,0.14391,0.458851,0.027818,0.0
