ID,dimension,condition,stimulus,Number of Fixations,Relative Number of Fixations,Number of Saccades,Relative Number of Saccades,Mean fixation duration during head movement,Mean distance to figure,Mean angle around figure
109,3,first,16,10,2.256826901376673,10,2.256826901376673,0.1340000000000003,90.43637510670513,9.760451901178303
109,3,first,17,10,1.7482517482517486,18,3.1468531468531475,0.13266666666667012,90.20519162835328,9.988326381298672
109,3,first,18,16,3.140333660451424,17,3.3366045142296374,0.12240000000001028,90.63954184991005,9.51470169767061
109,3,first,19,4,1.5866719555731759,8,3.1733439111463517,,90.6122089732998,9.695620927505141
109,3,first,20,6,3.3351862145636604,5,2.7793218454697173,0.1769999999999996,91.70052300898713,9.25661961666041
109,3,first,21,15,2.120141342756179,14,1.9787985865724333,,90.34746957746331,9.791350639576523
109,3,first,22,11,1.8903591682419605,13,2.234060835195044,0.12333333333333481,90.2730702313985,9.80110032170463
109,3,first,23,9,2.703514568939627,7,2.10273355361971,,92.0955336404514,9.19165828496221
109,3,first,24,19,2.406281661600806,15,1.8996960486322152,0.12149999999999744,90.72620038854915,9.627844629945525
109,3,first,25,11,1.966392563460853,10,1.78762960314623,0.1339999999999861,90.14470474825822,9.805591826359018
109,3,first,26,5,1.2866700977869288,13,3.3453422542460145,0.1340000000000145,90.38341591065128,9.820733861367016
109,3,first,27,3,1.4822134387351773,8,3.9525691699604724,,90.72590192119802,9.61872386668391
109,3,first,28,5,1.9661816751867824,9,3.539127015336208,,90.68247826002901,9.676913091063595
109,3,first,29,14,2.599331600445602,10,1.8566654288897155,0.1403333333333402,90.55370588500007,9.563972036561582
109,3,first,30,3,1.1764705882352886,7,2.7450980392156734,,90.41905454052107,9.734838191455548
110,2,first,1,16,2.2002200220021986,12,1.6501650165016488,0.132000000000005,90.61934883628754,8.263035748676186
110,2,first,2,44,2.0926471987063624,36,1.7121658898506602,0.2886666666666737,90.60429326867418,8.141956414370712
110,2,first,3,27,2.5702046644455034,22,2.094240837696336,0.11649999999999845,90.85079035038919,8.050775629068363
110,2,first,4,11,2.338435374149656,8,1.7006802721088408,,90.49873136688441,8.340844521521076
110,2,first,5,14,2.543142597638512,12,2.179836512261582,0.12000000000000449,90.81537278517915,8.118490841085073
110,2,first,6,20,2.4289531212047666,22,2.671848433325243,0.1554999999999893,90.72540418055546,8.12116635307949
110,2,first,7,16,2.208724461623404,17,2.3467697404748664,0.2220000000000084,91.06532592492592,7.972122469598418
110,2,first,8,18,2.4982650936849464,15,2.0818875780707886,0.14640000000000264,90.94860642746538,8.016664854781872
110,2,first,9,25,2.4267132595612457,24,2.329644729178796,0.16099999999999565,91.14537753257461,7.967068745763554
110,2,first,10,25,2.655901412939548,19,2.0184850738340567,0.1659999999999968,90.69816219495577,8.18877522160043
110,2,first,11,19,2.6275757156686512,17,2.350988798229846,0.18250000000000094,90.77568936982506,8.138114856988585
110,2,first,12,17,2.3236741388736917,15,2.0503007107709044,0.1370000000000004,90.83409061126756,8.060693001114982
110,2,first,13,14,2.7354435326299362,9,1.7584994138335304,,90.51172772483402,8.24368449216607
110,2,first,14,14,2.5031289111389285,14,2.5031289111389285,0.12250000000000225,90.6502201037929,8.153986815259199
110,2,first,15,11,1.8443997317236758,16,2.6827632461435282,0.1100000000000136,91.05226852716068,8.036679534708925
110,2,first,16,10,1.7427675148135238,15,2.6141512722202855,,90.6490472914137,8.108926486788013
110,2,first,17,32,2.7033876826898737,15,1.2672129762608784,0.1800000000000068,90.69782446424405,8.082943388227706
110,2,first,18,24,2.646085997794931,18,1.984564498346198,0.1000000000000227,90.44385103255244,8.326506689608273
110,2,first,19,51,2.3331350930966606,29,1.326684660780454,0.17711111111110409,90.49435475123593,8.281300885897567
110,2,first,20,14,2.336448598130834,7,1.168224299065417,,90.80579557614902,8.115806720816371
110,2,first,21,67,2.2837275887926904,48,1.6361033471947632,0.130200000000002,91.02237780521102,8.206064927408292
110,2,first,22,47,2.4366219088599737,30,1.5552905801233874,0.13844444444443754,90.7805152431038,8.115396668590165
110,2,first,23,51,2.4486268484732054,28,1.3443441521029362,0.145799999999997,90.68647450890845,8.181165907961573
110,2,first,24,24,2.5698682942499196,16,1.7132455294999465,0.1383333333333401,90.69215658045037,8.173284719527095
110,2,first,25,59,2.328610332715003,40,1.57871886963729,0.16166666666667118,90.60671046047615,8.220376023461688
110,2,first,26,86,2.3557771325261583,45,1.2326740809729897,0.15740000000000687,90.95415757131182,8.004256411901423
110,2,first,27,33,2.4005237506365003,23,1.6730923110496818,0.23580000000000037,90.66925120891014,8.159717511666328
110,2,first,28,33,2.5250593006350983,15,1.1477542275614083,0.14950000000007435,90.60409431999128,8.12146744604738
110,2,first,29,36,2.0094892548144023,27,1.5071169411108016,0.18325000000000455,90.71943804491167,8.04841637046973
110,2,first,30,16,2.704530087897229,9,1.5212981744421914,0.1329999999999813,90.66510756257054,8.16838186743496
110,3,second,1,43,2.6018031100623245,34,2.0572396684213725,0.12225000000000105,89.67660483572492,8.663567845352922
110,3,second,2,25,2.518130539887189,19,1.9137792103142635,0.1894999999999953,89.5309816072561,8.882771178452405
110,3,second,3,37,2.734663710273472,19,1.4042867701404316,0.14050000000001717,87.98315985370355,9.890453752821173
110,3,second,4,22,2.859370938393547,13,1.689628281778005,0.1200000000000045,88.34586677927567,9.366867904685504
110,3,second,5,12,1.9604639764744203,13,2.123835974513955,0.16200000000000608,86.44953069910197,10.31903206439006
110,3,second,6,12,2.193383293730578,10,1.8278194114421482,0.12850000000000245,88.36808460922154,9.226698553844304
110,3,second,7,85,2.6155455720352028,49,1.5077850944673523,0.16879999999999737,89.8853857933779,8.726127388526109
110,3,second,8,20,2.3593252329833576,19,2.24135897133419,0.1479999999999961,87.71428546182575,9.659167763232768
110,3,second,9,29,2.3270743058899077,27,2.1665864227250866,0.13216666666666768,89.22356642894877,8.969185136785498
110,3,second,10,12,2.034587995930823,16,2.7127839945744303,0.15599999999999636,90.1168773319932,8.438245369347062
110,3,second,11,26,2.538071065989855,14,1.3666536509176141,0.1000000000000227,88.39509346153989,9.27399120122464
110,3,second,12,13,2.7783714468903424,6,1.2823252831801581,0.2080000000000268,88.20549611200248,9.503814941732378
110,3,second,13,16,2.537266095781802,14,2.2201078338090765,,88.35649962633354,9.381915804211113
110,3,second,14,14,3.0030030030030175,8,1.7160017160017242,,89.7105899587835,8.588785689877241
110,3,second,15,18,2.2627278441231815,11,1.3827781269641664,0.18250000000003294,88.27614452441296,9.336293456997826
110,3,second,16,19,2.588203242065121,8,1.0897697861326825,0.39750000000000796,88.2811871032464,9.38042867884307
110,3,second,17,12,2.3961661341853127,13,2.5958466453674216,0.11049999999998761,87.0328078796306,10.779385388462384
110,3,second,18,35,2.6497085320614726,24,1.8169429934135812,0.12499999999999993,87.98666638721177,9.621047149503351
110,3,second,19,24,2.8208744710860336,15,1.7630465444287708,0.14900000000001037,88.2591728688289,9.3211886917598
110,3,second,20,12,3.2724297791109884,5,1.363512407962912,0.1109999999999971,89.7584535699334,8.705282665670568
110,3,second,21,16,2.2352612461581396,11,1.536742106733721,0.1330000000000097,87.52179791532791,11.875123555822883
110,3,second,22,21,2.1959636097458985,11,1.150266652724042,0.12224999999999395,88.65246300732053,9.188019571200279
110,3,second,23,62,2.3329319686935572,18,0.6773028296207102,0.1423999999999978,88.35841269228283,10.623720655052724
110,3,second,24,33,2.6790063321967827,21,1.7048222113979525,0.16233333333333155,89.75253086533657,8.670175925905252
110,3,second,25,34,1.6654420769042355,26,1.2735733529267683,0.12799999999998585,88.252931114814,9.397803259185897
110,3,second,26,26,2.5860354087925197,14,1.3924806047344338,0.11099999999999947,88.5112332584969,9.121957746525872
110,3,second,27,12,2.934702861335291,4,0.9782342871117636,0.1110000000000184,90.2135799145815,8.418299125924191
110,3,second,28,25,1.9429548457293868,19,1.476645682754334,0.14876923076923274,84.45719231953383,11.72148377391166
110,3,second,29,130,2.7612574341546314,51,1.083262531860663,0.18446153846154473,87.40526974520175,9.748368866061913
110,3,second,30,14,2.839756592292085,7,1.4198782961460426,0.14599999999995816,88.27303846557474,9.461280225436134
111,2,second,1,3,1.344688480502016,4,1.7929179740026882,,90.65434513275484,8.26063124204238
111,2,second,2,13,2.4542193694544028,11,2.07664715876911,0.1670000000000016,90.5547674677708,8.378750423045755
111,2,second,3,14,2.0976925382079736,10,1.4983518130056954,0.23299999999999935,90.40277161865257,8.424250250893932
111,2,second,4,10,2.530364372469637,5,1.2651821862348185,,90.61619505149709,8.227358354735502
111,2,second,5,8,1.9166267369429772,10,2.3957834211787215,,90.69273320367425,8.228809290349204
111,2,second,6,7,2.4146257330113823,4,1.3797861331493615,0.1329999999999955,90.65125892668196,8.232316315930687
111,2,second,7,18,1.8272256623693024,16,1.6242005887727133,0.1340000000000003,90.6773892824537,8.286387839946023
111,2,second,8,11,2.0892687559354224,11,2.0892687559354224,0.12750000000000475,90.52913367459463,8.380681573753453
111,2,second,9,7,2.0402215097639274,10,2.91460215680561,0.100999999999999,90.70299848923828,8.251706202642456
111,2,second,10,7,1.3235016071090904,10,1.890716581584415,,90.61570541035432,8.26072029918387
111,2,second,11,14,2.486678507992897,10,1.7761989342806406,0.12199999999999984,90.62664832220904,8.28981662328126
111,2,second,12,4,1.156403584851112,7,2.023706273489446,,90.43505053254678,8.344896853709157
111,2,second,13,3,1.529831718510976,6,3.059663437021952,0.1340000000000145,90.62142363700427,8.203127024360086
111,2,second,14,3,1.5797788309636642,6,3.1595576619273285,,90.44164012257272,8.352029490831258
111,2,second,15,5,2.0567667626491177,6,2.4681201151789414,,90.58444397502305,8.302642430165005
111,2,second,16,10,2.541942043721405,11,2.7961362480935454,,91.03662978645679,8.102134511588176
111,2,second,17,9,1.9455252918287917,10,2.1616947686986574,,90.65360173564609,8.237145322505885
111,2,second,18,10,2.1834061135371257,9,1.965065502183413,0.2319999999999993,90.50819793780971,8.312227750970688
111,2,second,19,9,2.162421912542044,9,2.162421912542044,,90.60205435701975,8.248898578891096
111,2,second,20,9,1.8765638031692997,9,1.8765638031692997,0.1669999999999731,90.70161840294152,8.241380612122665
111,2,second,21,14,2.0464844321005677,13,1.9003069726648127,,90.71737136093307,8.21086008928678
111,2,second,22,11,1.7468635858345252,14,2.2232809274257592,,90.59633987420658,8.287641519368188
111,2,second,23,22,2.0069330414157966,13,1.1859149790184254,0.1330000000000097,90.84833429752554,8.186320926635828
111,2,second,24,13,2.282704126426693,9,1.5803336259877103,0.1490000000000009,90.78121529179711,8.210625460277166
111,2,second,25,10,1.974723538704573,9,1.7772511848341157,,90.65027543823541,8.254061657984558
111,2,second,26,18,2.0673021706672805,14,1.6079016882967738,0.1330000000000097,91.05082967588173,8.016166355688565
111,2,second,27,1,0.6527415143603087,4,2.6109660574412348,0.1000000000000085,90.66751520502359,8.254527418814359
111,2,second,28,3,1.8773466833541772,3,1.8773466833541772,,90.36791754890426,8.361990680130086
111,2,second,29,14,1.8842530282637955,16,2.1534320323014806,0.132000000000005,90.677085594398,8.264305157649034
111,2,second,30,5,2.8868360277136276,3,1.7321016166281764,0.1330000000000097,90.51583193869962,8.310297669052181
111,3,first,1,9,2.257336343115119,11,2.7589666415851455,0.1440000000000054,88.34996338115357,9.482865922297664
111,3,first,2,9,1.8288965657386682,14,2.844950213371262,0.1779999999999972,88.35052831036766,9.47111293898662
111,3,first,3,6,1.0197144799456177,15,2.549286199864044,,89.12509165563817,9.163410061823665
111,3,first,4,2,0.7320644216690994,6,2.196193265007298,0.1339999999999861,88.73235480979469,9.312292001332365
111,3,first,5,11,1.653389448369159,17,2.5552382383887,0.1659999999999968,88.08537223846548,11.519958694210338
111,3,first,6,5,1.1598237067965727,14,3.2475063790304035,0.15349999999999392,88.96277297841435,9.883134139691185
111,3,first,7,3,1.667593107281817,4,2.223457476375756,,88.6120113898161,9.280596346398253
111,3,first,8,5,0.9223390518354561,16,2.951484965873459,,87.98641139612765,9.511781282160376
111,3,first,9,8,1.7656146546016365,8,1.7656146546016365,,88.26993229629281,9.723649468414463
111,3,first,10,6,2.3391812865497097,5,1.9493177387914247,0.2000000000000037,89.02200248346858,9.067622140165472
111,3,first,11,7,1.4934926392148549,10,2.1335609131640783,0.1835000000000022,88.62798038721495,9.342611050174435
111,3,first,12,4,1.74825174825174,6,2.62237762237761,0.11650000000000199,89.02724850220082,9.17732541743351
111,3,first,13,6,2.4429967426709926,9,3.6644951140064888,0.1660000000000252,88.71724326977393,9.311630089834505
111,3,first,14,3,0.8441193021947164,10,2.8137310073157216,0.1329999999999813,89.91792475848798,8.67021779794621
111,3,first,15,9,1.265644775699622,25,3.51567993249895,0.12966666666666993,89.47328572216865,9.13179799032496
111,3,first,16,8,1.7877094972067062,8,1.7877094972067062,0.1659999999999968,88.51411201304288,9.377062504344561
111,3,first,17,14,1.1428571428571428,26,2.122448979591837,0.1500000000000021,87.40102406577037,10.993987189911186
111,3,first,18,9,1.3597220123885785,19,2.8705242483758875,,89.38423676851414,9.042821361679648
111,3,first,19,6,2.3696682464454875,6,2.3696682464454875,0.200000000000017,88.69010554422658,9.280140157598744
111,3,first,20,3,2.0174848688634714,5,3.362474781439119,0.12700000000000328,88.52002729003134,9.32009895765303
111,3,first,21,18,1.5997156061144673,24,2.132954141485956,0.14879999999999993,87.87308694711815,10.011481646639256
111,3,first,22,10,2.0048115477145148,8,1.6038492381716116,0.16400000000001566,88.76939733961224,9.308234558751321
111,3,first,23,7,2.573529411764707,5,1.8382352941176479,0.1559999999999934,88.69890750827379,9.275224735477638
111,3,first,24,9,1.7058377558756646,7,1.3267626990144057,0.1000000000000014,88.62319256831877,9.390594604151406
111,3,first,25,7,1.7513134851138292,10,2.5018764073054705,,89.57539305574645,8.853027242510016
111,3,first,26,21,2.4330900243309004,14,1.6220600162206,0.1444999999999936,88.60698770217293,9.354335445757371
111,3,first,27,6,2.308580223162751,10,3.847633705271252,0.1340000000000003,88.37417671552505,9.431805305175176
111,3,first,28,5,1.200480192076833,11,2.6410564225690325,0.2330000000000041,88.76290574229644,9.250003511863802
111,3,first,29,13,1.5483563601715076,17,2.0247737017627405,0.1000000000000227,89.11124317365397,9.213990272184128
111,3,first,30,6,1.9455252918287917,9,2.918287937743188,0.19999999999999804,88.9362521092333,9.240043594986497
112,2,first,1,5,2.224199288256223,7,3.1138790035587123,,91.94670771293876,7.404822687131555
112,2,first,2,9,2.224419179436485,14,3.4602076124567542,0.1329999999999955,91.8620593024209,7.447110242960947
112,2,first,3,9,2.190313944998786,14,3.407155025553667,0.1110000000000042,91.8184186443569,7.466662668656966
112,2,first,4,8,3.1031807602792827,8,3.1031807602792827,0.1580000000000154,93.11480494448573,6.759316474457443
112,2,first,5,6,2.80636108512628,7,3.2740879326473267,0.13850000000000762,93.55846462863995,6.5468063213523315
112,2,first,6,9,2.108716026241799,14,3.2802249297094654,,92.28621137776786,7.21544894836943
112,2,first,7,8,2.1316280309085984,13,3.4638955502264723,0.15800000000000125,91.652729847489,7.542861550562349
112,2,first,8,6,2.513615416841223,8,3.351487222454964,,91.85275511738219,7.449632346846606
112,2,first,9,3,1.3562386980108394,6,2.712477396021679,,91.75529092994367,7.501554128300094
112,2,first,10,6,1.8796992481202959,8,2.5062656641603946,0.1330000000000097,93.10202110288067,6.7958321699593265
112,2,first,11,17,2.598593702231733,17,2.598593702231733,0.1402000000000015,91.91134980074953,7.42345151893592
112,2,first,12,3,0.9693053311793218,8,2.5848142164781915,,93.00546411620105,6.825733504844068
112,2,first,13,3,1.716247139588082,5,2.8604118993134704,0.1329999999999813,92.47209809184147,7.0932009679288965
112,2,first,14,5,1.7661603673613457,9,3.179088661250422,,91.85205939060017,7.453810684652379
112,2,first,15,6,2.0979020979020984,7,2.447552447552448,,91.82546367297259,7.46401861853685
112,2,first,16,6,3.1729243786356576,5,2.644103648863048,,91.97639414119205,7.388890776461996
112,2,first,17,6,1.744693224774633,14,4.0709508578074765,0.15050000000000097,93.18494732988009,6.725613191812528
112,2,first,18,8,2.1756867011150436,5,1.3598041881969023,,92.96123373380787,6.846528268417946
112,2,first,19,6,2.551020408163292,6,2.551020408163292,0.1119999999999947,93.36261376925239,6.6341652624519725
112,2,first,20,3,1.630434782608692,5,2.71739130434782,0.100999999999999,93.28988927034193,6.681466447827988
112,2,first,21,5,2.220248667850818,6,2.6642984014209814,0.1724999999999994,91.62491273605086,7.5830832251353435
112,2,first,22,9,2.4704913532802726,9,2.4704913532802726,,91.80011104824229,7.473382545206276
112,2,first,23,11,2.4223739264479205,9,1.9819423034573895,,91.74502652272716,7.489812848018739
112,2,first,24,3,1.916932907348246,5,3.194888178913743,,91.72377266047508,7.500498706493581
112,2,first,25,4,1.699235344095168,2,0.849617672047584,,93.21939444271436,6.704390233591412
112,2,first,26,11,2.3809523809523787,12,2.5974025974025947,0.1550000000000011,91.67778650934552,7.527283161837776
112,2,first,27,1,0.6925207756232743,8,5.540166204986194,,92.58753145250215,7.063424536447655
112,2,first,28,8,2.289639381797367,4,1.1448196908986834,,92.87786440295456,6.8874298891156345
112,2,first,29,5,2.3798191337458365,7,3.331746787244171,,91.96137046424197,7.395610400709798
112,2,first,30,3,1.377410468319561,7,3.2139577594123088,0.1029999999999802,89.98439825757318,8.449975786181245
112,3,second,1,4,1.715265866209262,8,3.430531732418524,0.11166666666666693,74.00410502272786,17.17248801188636
112,3,second,2,7,2.4238227146814366,8,2.77008310249307,0.17749999999999486,73.73121717219395,17.310372091832942
112,3,second,3,4,1.8281535648994376,9,4.113345521023735,0.1110000000000042,74.75860167107486,16.780193830493126
112,3,second,4,3,1.2009607686148829,8,3.2025620496396874,0.14449999999999358,74.59963786571507,16.86381768661902
112,3,second,5,3,2.1276595744680904,2,1.4184397163120601,0.108000000000004,74.22864063869295,17.06740459544842
112,3,second,6,5,2.6178010471203845,5,2.6178010471203845,0.132000000000005,74.51149064219102,16.90782965300213
112,3,second,7,4,2.195389681668501,9,4.939626783754127,,73.20681933601048,17.60507285701026
112,3,second,8,2,1.1841326228537445,5,2.960331557134362,,74.25415278260877,17.05032806987621
112,3,second,9,6,1.832061068702291,12,3.664122137404582,,73.21171356722988,17.59660026126534
112,3,second,10,3,1.5527950310559047,7,3.623188405797111,0.14500000000000357,72.36856832483106,18.062420093847052
112,3,second,11,6,3.3575825405707778,5,2.797985450475648,,74.38017125145211,16.988701266777582
112,3,second,12,1,0.8658008658008649,5,4.3290043290043245,,74.18683355599886,17.075540952795322
112,3,second,13,1,1.0460251046024918,5,5.230125523012458,,74.31364019230016,17.006804144774883
112,3,second,14,2,1.2026458208057853,7,4.209260372820249,,74.96028741022472,16.67648571234431
112,3,second,15,8,2.573174654229672,9,2.894821486008381,0.12650000000001424,74.81244311949477,16.773600496423892
112,3,second,16,10,2.1968365553602847,12,2.636203866432342,0.11099999999999,74.4951232783759,16.932412124988733
112,3,second,17,9,2.5966532025389437,10,2.8851702250432707,0.13349999999999795,74.24428361789059,17.070794594159203
112,3,second,18,5,2.474022761009383,8,3.9584364176150126,0.1120000000000231,74.45324103792434,16.944271645210183
112,3,second,19,7,2.6148673888681295,7,2.6148673888681295,0.1109999999999971,74.26880303061878,17.049309778564506
112,3,second,20,2,1.682085786375105,3,2.5231286795626575,,73.08282375753525,17.670010057837114
112,3,second,21,9,1.9863164864268348,14,3.089825645552854,0.1275000000000119,73.15157059014855,19.563744161993917
112,3,second,22,6,2.0942408376963493,10,3.490401396160582,,74.59946181338387,16.86869464571767
112,3,second,23,9,3.1293463143254545,6,2.0862308762169697,0.30533333333333584,72.94947845954059,17.730904425156137
112,3,second,24,10,1.9786307874950526,16,3.165809259992084,0.1340000000000003,74.177003490955,17.107310919720877
112,3,second,25,0,0.0,0,0.0,,74.93193816168726,16.68161114868936
112,3,second,26,8,1.895285477375028,10,2.369106846718785,0.20600000000000301,74.42322677737823,16.990581113031965
112,3,second,27,4,2.402402402402414,7,4.204204204204224,0.15549999999999642,73.86566480800275,17.264707050167683
112,3,second,28,5,2.745744096650195,6,3.2948929159802343,0.132000000000005,74.29657811431426,17.03864284313822
112,3,second,29,16,2.6433173632909313,17,2.8085246984966146,0.1229999999999975,74.21294852379707,17.062339346376035
112,3,second,30,2,1.4673514306676454,5,3.6683785766691135,0.1330000000000097,74.59000029755036,16.884113636040293
158,2,first,1,11,1.8345563709139399,6,1.0006671114076036,,82.26466832514137,12.459790236758982
158,2,first,2,12,2.210351814330447,6,1.1051759071652234,0.18300000000000688,82.13106854305465,12.548141603794202
158,2,first,3,17,1.7666008521251186,14,1.4548477605736272,0.1000000000000227,81.94879617908093,12.608354403502547
158,2,first,4,27,1.9634935641044242,11,0.7999418224129136,0.13400000000001455,81.59370670996447,12.8371343793161
158,2,first,5,16,1.6990549007114844,11,1.1681002442391455,,81.28880445150797,13.0151702003858
158,2,first,6,9,1.7554125219426533,9,1.7554125219426533,,81.61399912705386,12.847093717643837
158,2,first,7,15,2.011802575107299,8,1.0729613733905596,,81.54822853803431,12.891023266035017
158,2,first,8,12,1.7408965617292904,11,1.5958218482518496,,81.98907010308652,12.627385319920817
158,2,first,9,23,2.159421650549242,7,0.6572152849497693,,81.59971048150396,12.8623805999224
158,2,first,10,10,1.8109380659181298,6,1.086562839550878,,81.39892012170232,12.945292794743585
158,2,first,11,22,2.231237322515213,15,1.5212981744421907,0.1670000000000016,82.28358319595384,12.458758174001991
158,2,first,12,12,1.9196928491441443,7,1.1198208286674174,0.799000000000035,81.25804675298099,13.021272320855093
158,2,first,13,14,2.003434459072696,10,1.4310246136233542,,81.4612447928701,12.907964695492732
158,2,first,14,8,2.8632784538296234,5,1.7895490336435147,,81.59360122458693,12.818220042342409
158,2,first,15,12,1.990710019907103,8,1.327140013271402,,82.07906645575524,12.573736560509703
158,2,first,16,13,1.8667432510051698,9,1.2923607122343483,0.1490000000000009,82.41927113043906,12.363737824219433
158,2,first,17,16,2.440512507626608,9,1.372788285539967,0.2669999999999959,81.70300258173825,12.788410190355282
158,2,first,18,8,2.2377622377622095,6,1.6783216783216572,,81.34880973840254,12.974217431866753
158,2,first,19,14,2.114803625377642,9,1.3595166163141985,0.3103333333333371,81.72157274911386,12.777433290898028
158,2,first,20,8,2.5388765471278876,5,1.5867978419549296,,81.36545200587399,12.962054923491829
158,2,first,21,8,1.780547518361887,9,2.0031159581571227,0.1000000000000227,81.624046215634,12.842120388811349
158,2,first,22,17,1.8175986314551464,13,1.389928365230406,,81.69802718314345,12.746734102948576
158,2,first,23,10,1.5812776723592632,11,1.7394054395951895,,81.87619949323249,12.677655670781931
158,2,first,24,18,1.6944365998305488,10,0.9413536665725271,,81.80088057061312,12.727876769930564
158,2,first,25,12,1.496259351620951,11,1.3715710723192052,0.6659999999999968,81.62926189064576,12.83169992035463
158,2,first,26,11,2.2490288284604416,5,1.0222858311183824,,81.55177451036673,12.892010450230963
158,2,first,27,29,2.1287528444542287,18,1.3212948689715902,0.2839999999999989,81.63881757296588,12.81845105648852
158,2,first,28,17,2.7494743651948923,6,0.9704027171276091,,81.29329552741487,13.005173147729888
158,2,first,29,13,1.951951951951953,8,1.2012012012012019,,82.39025597545765,12.382974902724404
158,2,first,30,12,2.2671452862270898,8,1.5114301908180598,0.1999999999999886,81.68922145619564,12.76764706317683
158,3,second,1,16,1.5009380863039385,12,1.1257035647279539,0.2330000000000041,81.7694732451387,12.727973806796225
158,3,second,2,11,2.4271844660194195,7,1.5445719329214487,0.4164999999999992,81.61877569829934,12.815133666697633
158,3,second,3,19,1.7989017231584907,9,0.8521113425487588,0.1670000000000016,81.08534125494776,13.10892931646733
158,3,second,4,5,1.1918951132300377,5,1.1918951132300377,,81.06265993626984,13.128734722157526
158,3,second,5,10,1.5966789078716257,11,1.7563467986587882,0.1339999999999861,81.14436114540817,13.064252795971765
158,3,second,6,9,1.915708812260545,6,1.2771392081736965,,81.13174705074482,13.079997714261905
158,3,second,7,25,2.149982800137599,17,1.4619883040935673,,81.59174813182891,12.845762196009495
158,3,second,8,7,2.122498483929653,6,1.8192844147968457,,81.17035849417869,13.048015255062046
158,3,second,9,9,2.328589909443729,8,2.0698576972833145,,82.04932571801592,12.55661140623186
158,3,second,10,9,2.6745913818722182,5,1.4858841010401211,,81.72863289458238,12.763061326237898
158,3,second,11,8,1.6789087093389345,6,1.2591815320042008,,81.44935687641221,12.9180841891844
158,3,second,12,11,1.875532821824388,7,1.1935208866155198,0.40050000000000807,81.06176740791086,13.127277586461114
158,3,second,13,13,1.6011824116270421,9,1.108510900357183,0.4994999999999976,81.02938675022875,13.149256053528203
158,3,second,14,5,2.2163120567375607,4,1.7730496453900484,,80.9947448913805,13.189298395818172
158,3,second,15,13,1.7978149633522351,7,0.9680542110358189,,81.1246142742597,13.082810322943127
158,3,second,16,12,1.7654847726938363,7,1.0298661174047379,0.1000000000000085,81.50167507182455,12.888749704748827
158,3,second,17,12,2.0942408376963284,7,1.2216404886561916,0.3000000000000113,81.1422756449343,13.064204446878769
158,3,second,18,9,2.7010804321728745,5,1.5006002400960412,,81.1282130417888,13.077949703057214
158,3,second,19,6,2.4671052631578783,4,1.6447368421052522,0.4339999999999975,81.5557731710239,12.858396814106802
158,3,second,20,8,2.3303233323623656,6,1.747742499271774,,81.6802447698225,12.792519239357471
158,3,second,21,17,2.2380200105318577,9,1.1848341232227482,0.6990000000000123,81.10022463463199,13.090289149145152
158,3,second,22,25,2.3016019149327884,13,1.1968329957650499,0.7169999999999845,81.01165385254104,13.168257794456036
158,3,second,23,7,1.9455252918287944,8,2.223457476375765,,81.74072702904263,12.756120733840127
158,3,second,24,18,2.4226110363391635,11,1.4804845222072665,0.4164999999999992,81.5618035058023,12.851900939892158
158,3,second,25,8,1.9685039370078636,8,1.9685039370078636,,80.9709018971223,13.206446778133731
158,3,second,26,10,2.08420175072947,7,1.4589412255106289,,81.50820230316762,12.889519492045855
158,3,second,27,7,2.727981293842554,3,1.1691348402182373,,81.57598054439387,12.840181335326935
158,3,second,28,6,1.8761726078799372,5,1.563477173233281,0.26600000000001006,81.57292643149039,12.848126139185698
158,3,second,29,16,2.137323002938814,9,1.2022441891530828,0.44950000000000045,81.12319544053007,13.076515903478626
158,3,second,30,8,2.3081361800346167,6,1.7311021350259626,,81.06881137134808,13.128340055715906
159,2,second,1,12,2.156334231805928,13,2.336028751123089,0.7999999999999972,84.56300137392057,13.230244936052115
159,2,second,2,13,2.2815022815022843,12,2.1060021060021086,0.2319999999999993,84.79273151275927,13.344592563413048
159,2,second,3,21,1.8427518427518426,12,1.053001053001053,0.4170000000000016,84.89069088168213,13.063459991290037
159,2,second,4,14,2.628614344723999,8,1.502065339842285,0.4660000000000082,84.74746869379919,13.450730509390857
159,2,second,5,6,2.439024390243923,4,1.6260162601626151,,84.8615011096159,13.334853079298588
159,2,second,6,12,2.500520941862885,9,1.8753907063971635,,84.66366958742753,13.384751746743223
159,2,second,7,12,2.0010005002501297,12,2.0010005002501297,0.7989999999999782,84.65037063976362,13.359070583912361
159,2,second,8,8,2.6675558519506546,6,2.000666888962991,0.1155000000000008,84.36929010915667,13.4249346628129
159,2,second,9,12,2.0583190394511206,12,2.0583190394511206,,85.01551880447359,13.177591737147013
159,2,second,10,11,1.9545131485430043,7,1.2437810945273664,,84.92962366956742,13.313949851883143
159,2,second,11,8,2.3774145616641937,8,2.3774145616641937,,84.81030543403615,13.27320379376984
159,2,second,12,5,1.5817779183802587,8,2.530844669408414,,84.94329987769977,13.300048666779338
159,2,second,13,13,2.121756161253465,9,1.4689081116370142,0.410333333333341,84.9596006568748,13.316864884666463
159,2,second,14,6,2.2246941045606206,8,2.9662588060808277,,84.8349788269096,13.180441122174132
159,2,second,15,7,1.7957927142124184,9,2.308876346844538,0.1340000000000003,84.79814111049215,13.029681135605383
159,2,second,16,4,1.3637913399249915,8,2.727582679849983,,84.48990118719803,13.530331278417986
