ID,dimension,condition,stimulus,Correct,RT,Response,Mean fixation duration,Mean regressive fixation duration,Equal fixation duration between figures,Equal fixation duration within figure,Mean saccade duration,Mean saccade amplitude,Mean saccade velocity,Mean pupil diameter,Pupil diameter amplitude,Mean head rotation,Mean head movement,Equal?,AngularDisp,DiffType
168,3,second,1,1,3.4869999999999948,1,0.23987500000000495,0.1659999999999968,0.75,0.8571428571428572,0.04444444444444584,15.416480976221761,212.0666805859264,-0.45528505607476616,0.8197859999999998,0.9225144004910633,0.3195037772836662,1,160,e
169,2,second,1,1,4.967999999999989,1,0.15880000000000105,0.1340000000000039,0.9333333333333333,1.0,0.04785714285714115,26.755213734369445,318.0885832706368,0.23424311999999986,0.23834950000000002,3.3388470198949087,0.9712826861394119,1,160,e
169,3,first,1,1,3.3430000000000035,1,0.2296000000000035,0.1775000000000055,1.0,0.6000000000000001,0.0502000000000002,28.124016668451066,328.4297955318353,-0.31966920357142886,0.6865919999999996,2.587218138814155,0.66197762881308,1,160,e
171,2,second,1,1,11.552000000000008,1,0.23952380952380953,0.1330000000000026,0.7619047619047619,0.8333333333333334,0.051869565217392714,19.738271896926797,214.9444239696121,0.10901596142857134,0.2163775000000001,4.346225567224573,0.9655956463503315,1,160,e
171,3,first,1,1,10.895999999999988,1,0.24350000000000271,0.24399999999999977,1.0,0.25,0.0875000000000003,24.875763028614408,252.16188099729393,-0.15629192987804888,0.6050179999999997,8.842189468477402,10.02773823797435,1,160,e
172,2,first,1,1,5.462999999999994,1,0.24562499999999948,0.0,0.5,0.6666666666666667,0.054545454545457235,21.27996453701338,226.28583883714103,-0.26161255151515167,0.3427579999999999,3.7201600444195484,0.7598566099500493,1,160,e
172,3,second,1,1,3.6199999999999903,1,0.2101111111111085,0.24999999999999284,0.8888888888888888,0.75,0.054499999999995864,24.956116299813324,341.52571784685426,-0.13145820634920657,0.4370350000000002,4.7695145416587685,1.1799171149780698,1,160,e
174,2,first,1,1,4.009999999999991,1,0.17866666666666234,0.0,0.4444444444444444,1.0,0.06216666666666681,28.749952033820964,275.5194569962413,0.13428389354838668,0.3344269999999998,7.16210222082648,1.5143495076134665,1,160,e
174,3,second,1,1,6.097000000000008,1,0.24081818181817868,0.27800000000000574,0.36363636363636365,0.9090909090909092,0.057571428571431375,25.579653089081294,340.3948040012778,-0.15271148684210537,0.4304355000000002,0.9110077711296741,0.3508546633400244,1,160,e
175,2,first,1,0,1.323999999999998,0,0.2489999999999981,0.0,0.6666666666666666,0.0,0.022250000000002275,9.351438055699115,237.6687824933337,-0.07418529508196695,0.24845899999999987,0.8980912816733897,0.3439428635559696,1,160,e
175,3,second,1,1,2.923000000000002,1,0.19671428571428504,0.0,0.8571428571428571,0.6666666666666666,0.04400000000000116,30.778118454496497,281.8475240103759,-0.3052756494845363,0.4943695000000004,1.5963055356851805,0.6153778674814643,1,160,e
177,2,second,1,0,4.537999999999997,0,0.18374999999999986,0.0,0.75,1.0,0.03642105263157815,11.011624084619777,242.08885551219785,0.20830185897435907,0.20161450000000028,0.7020317048994353,0.26991379221962875,1,160,e
177,3,first,1,0,2.588999999999998,0,0.17049999999999813,0.1999999999999957,0.6666666666666666,0.6666666666666666,0.03574999999999925,21.285716234286458,307.08058916868487,-0.34641128921568626,0.5285724999999997,0.783378305473972,0.28274236883694126,1,160,e
178,2,first,1,0,9.126999999999995,0,0.2459583333333346,0.21300000000000097,0.9166666666666666,0.47058823529411775,0.04580952380952393,20.511733190871322,245.33092987220144,0.14958662866449507,0.379547,0.9051397309546315,0.3593669673649173,1,160,e
178,3,second,1,1,6.278999999999996,1,0.2029999999999978,0.24549999999999272,0.7272727272727273,0.6,0.09066666666666967,25.121175868626903,226.72041209631539,0.04228206153846186,0.6116179999999999,20.983544005083868,6.141055197738809,1,160,e
180,2,first,1,1,5.542000000000002,1,0.32866666666666533,0.0,0.4444444444444444,1.0,0.05199999999999709,26.51492020167575,271.73606587643457,-0.010277114705882325,0.2995754999999999,1.443088573051761,0.929068713098016,1,160,e
180,3,second,1,1,5.121000000000009,1,0.2173333333333321,0.283499999999993,0.4444444444444444,0.75,0.049769230769231704,21.86911723796714,253.9504735271327,0.23971755095541414,0.5356899999999997,2.900615192429298,1.2214958609209525,1,160,e
183,2,second,1,1,3.963999999999999,1,0.218555555555557,0.0,0.6666666666666666,0.3999999999999999,0.04044444444444409,15.554974358040495,251.1682721643278,0.03189600833333329,0.1549379999999995,0.8733713930547066,0.34699645000500096,1,160,e
183,3,first,1,1,4.098000000000013,1,0.13549999999999948,0.12833333333333266,0.75,0.75,0.04771428571428205,20.23592037638581,307.19942890882777,-0.1770122296296294,0.2935029999999999,8.150437196075199,9.028209454587952,1,160,e
184,2,first,1,1,5.641999999999996,1,0.19775000000000156,0.0,0.5,0.33333333333333326,0.042000000000002584,19.053172914822454,298.8975884687068,-0.2235276428571429,0.4108280000000004,0.9475414218489763,0.38845147005064223,1,160,e
184,3,second,1,0,5.219999999999999,0,0.2044166666666681,0.2117500000000021,0.5,0.36363636363636354,0.04258823529411657,17.31864577344342,257.41815033764374,-0.0528478242574258,0.5310215000000004,0.8993141601158859,0.38711567358876864,1,160,e
186,2,first,1,0,6.304999999999993,0,0.20092857142857135,0.0,0.4285714285714286,0.8,0.038499999999993186,12.567527062365995,179.8287905381847,0.37515525917431164,0.5974120000000003,0.9584665183582148,0.3278498477888272,1,160,e
186,3,second,1,1,2.491,1,0.2352499999999997,0.1769999999999925,1.0,1.0,0.0479999999999994,20.53057623929619,261.89942793489087,-0.12802726106194692,0.5459744999999998,0.7847704248384184,0.3996689323927874,1,160,e
188,2,first,1,1,7.218999999999994,1,0.24208333333333254,0.4339999999999975,0.5,0.8,0.06306249999999998,20.86846930678304,251.42523250692435,-0.09826808760683778,0.3158945000000001,1.1583717989142257,0.4241477134125798,1,160,e
188,3,second,1,1,3.775999999999996,1,0.24142857142857005,0.0,0.5714285714285714,0.5714285714285714,0.038142857142857034,14.065128137884274,263.54939127862195,0.1671752988165677,0.7017979999999996,1.1847677746160195,0.4368978283406941,1,160,e
189,2,second,1,0,3.747,0,0.15922222222222435,0.0,0.6666666666666666,0.0,0.03840000000000016,16.807671269067974,227.30135066460963,0.04767903688524591,0.1275560000000001,1.019509553762213,0.30829830459892943,1,160,e
189,3,first,1,1,4.320999999999998,1,0.23550000000000076,0.3165000000000049,0.7142857142857143,0.5714285714285714,0.051333333333333876,24.567542415021975,255.74321777730952,-0.10291549324324346,0.19191749999999957,0.8152144409686324,0.29113977732341223,1,160,e
190,2,first,1,1,16.75500000000001,1,0.24661290322580814,0.1486666666666778,0.6451612903225806,0.9230769230769231,0.053291666666663816,22.18277337073305,217.0981343395474,0.06969209523809498,0.18766750000000032,7.002691165836754,1.3193276584546865,1,160,e
190,3,second,1,1,8.850999999999985,1,0.19312500000000196,0.19716666666666305,0.6666666666666666,0.5,0.040263157894735696,16.979148816710143,216.47507384475983,-0.11352057887323963,0.278954,1.6901935136821324,0.4968909781349855,1,160,e
191,2,second,1,1,3.802000000000007,1,0.1595714285714292,0.0,0.5714285714285714,0.0,0.047375000000000125,25.73061573252612,255.73648354143788,0.043326077160493776,0.47377,6.319096428539035,1.530466951271735,1,160,e
191,3,first,1,0,5.999000000000024,0,0.18599999999999575,0.34899999999999304,1.0,0.9090909090909091,0.04021052631579034,18.233468429088372,227.37808896691598,-0.30087057969432274,0.4553910000000002,8.087853756312088,2.810852500536756,1,160,e
192,2,first,1,0,15.527999999999992,0,0.25302777777777624,0.27339999999999376,1.0,0.736842105263158,0.03956249999999946,14.79926315429115,201.49192853150225,0.07122267539267026,0.3245919999999999,1.6796012464149972,0.5082303669722161,1,160,e
192,3,second,1,1,5.798000000000002,1,0.2034444444444432,0.0,0.8888888888888888,0.6666666666666666,0.05955555555556195,26.42448475295554,205.5880498532787,0.2217347388392856,0.44472549999999955,8.950601576546456,11.753036282449871,1,160,e
193,2,second,1,1,6.481000000000002,1,0.17629411764705813,0.0,0.8235294117647058,0.7272727272727273,0.03946153846153881,18.8304910443994,213.59881160746016,0.030440936329587987,0.1639405000000001,0.739203030848294,0.302567401274222,1,160,e
193,3,first,1,1,4.547000000000011,1,0.23316666666667152,0.1339999999999861,0.5,0.9090909090909091,0.04263636363636563,21.370272395974997,236.71138417903242,-0.007535257894736824,0.1889189999999994,0.8756616462836603,0.34807323270568724,1,160,e
194,2,first,1,1,5.533000000000001,1,0.24653333333333266,0.27924999999999667,0.8,0.0,0.05523076923077246,25.13663039873923,262.4434185204496,0.09143453033472769,0.46922349999999957,1.2618574181843916,0.37437397046820503,1,160,e
194,3,second,1,1,4.033999999999992,1,0.2283636363636351,0.25475000000000136,0.5454545454545454,0.18181818181818188,0.0347857142857164,14.729894645354259,224.11846743925722,0.006209865921787634,0.45956449999999993,0.9994858710781181,0.3348296131713911,1,160,e
196,2,first,1,1,22.52199999999999,1,0.3001333333333346,0.2005000000000123,0.6222222222222222,0.5,0.05255263157894714,26.89255972363847,266.3845771293445,0.10981588149522802,0.27223999999999987,1.425961530529395,0.44462121972153884,1,160,e
196,3,second,1,1,18.745000000000005,1,0.2200666666666668,0.24569230769231007,0.6666666666666666,0.7586206896551724,0.05395918367346828,23.970360690535195,248.25184629431362,0.06005777413127391,0.2662659999999998,6.782188723053006,1.8051052744396825,1,160,e
197,2,second,1,1,3.486000000000004,1,0.15999999999999712,0.0,0.6666666666666666,1.0,0.05549999999999739,19.69269180353688,242.6989917383336,0.051524819078947647,0.1759414999999994,0.8435424090055728,0.3046711132760162,1,160,e
197,3,first,1,1,3.582999999999984,1,0.24277777777777723,0.421999999999997,0.6666666666666666,0.75,0.049727272727271774,23.13303952517238,246.65622966303593,-0.10006917038216528,0.4196699999999999,1.1467990301852728,0.39991095227212176,1,160,e
199,2,second,1,1,8.432000000000002,1,0.1948095238095223,0.1110000000000077,0.9523809523809523,0.7692307692307692,0.04452941176470614,21.320470446012553,259.46790306029504,-0.15927239953271025,0.4269259999999998,1.6752797056113753,0.6888697106036692,1,160,e
199,3,first,1,1,10.441000000000004,1,0.21785000000000204,0.22859999999999867,0.7,0.9,0.05231818181818291,22.96484050395462,254.285416791568,-0.2081750680693076,0.37901300000000043,8.27380749165678,3.501871965370991,1,160,e
201,2,second,1,1,5.093999999999994,1,0.1837272727272728,0.2929999999999921,0.7272727272727273,1.0,0.0489230769230771,18.863380903320756,279.67430694535665,0.13943280357142857,0.19872250000000008,4.4665199603612,1.2267688520976585,1,160,e
201,3,first,1,1,3.1689999999999827,1,0.21749999999999492,0.2460000000000022,0.75,0.8571428571428571,0.045555555555558284,22.727821011944798,321.3196725933186,-0.17949493750000026,0.27998349999999966,1.3339849893460973,0.40196683967464675,1,160,e
202,2,first,1,0,14.375,0,0.19494285714285745,0.1183333333333358,0.9142857142857143,0.8695652173913044,0.049142857142856135,19.500753526975256,211.51932343055418,0.2176113763537906,0.37447350000000007,1.3322005266588235,0.35903493949980636,1,160,e
202,3,second,1,1,7.122999999999991,1,0.21084999999999562,0.17519999999999528,1.0,0.6,0.057583333333327574,27.447268688211068,256.3196593077316,0.17355167474048422,0.5145949999999998,0.9450198607952867,0.2965996421667437,1,160,e
204,2,first,1,1,7.799999999999997,1,0.21442857142857055,0.0,0.8571428571428571,0.8,0.0410454545454538,17.276637712075466,242.53771164657084,0.04614759193548358,0.3298955000000001,3.4431637451497026,0.6878559620701823,1,160,e
204,3,second,1,1,5.697999999999993,1,0.1779285714285714,0.1990000000000016,1.0,0.8571428571428571,0.04094117647058891,17.915985787260173,241.187633201248,-0.12547696138211298,0.38382,3.0174724029075106,0.6066504339781768,1,160,e
206,2,first,1,1,2.703000000000003,1,0.17549999999999952,0.0,1.0,1.0,0.02845454545454545,12.591495901957115,242.30006244115313,0.06935099999999969,0.2716365,0.6446533459700687,0.28763969807212386,1,160,e
206,3,second,1,1,4.964999999999989,1,0.16530000000000195,0.16666666666666904,0.6,0.8,0.05215384615384809,18.457169446720602,229.97796645876238,-0.029368484848484935,0.5237650000000008,0.7344980249251881,0.33036615488944504,1,160,e
207,2,second,1,1,4.3870000000000005,1,0.23025000000000292,0.6210000000000022,0.25,0.0,0.03974999999999999,14.71333910499107,190.869474518693,-0.016160299492385913,0.4595945,1.6701018200753193,0.5552939033701595,1,160,e
207,3,first,1,1,6.938000000000002,1,0.2949374999999983,0.27399999999999913,0.625,0.9333333333333333,0.05107692307691986,25.71020373351485,247.65233918037572,-0.03147543356643384,0.49411800000000017,1.8545094520857561,0.667752506622432,1,160,e
208,2,first,1,1,8.608999999999995,1,0.22193750000000254,0.15500000000000702,0.875,0.6000000000000001,0.044631578947367204,19.060638830334813,272.52232384661426,0.09867380188679205,0.36099250000000005,0.8265791721597963,0.36689340380852925,1,160,e
208,3,second,1,1,8.807000000000002,1,0.17964999999999912,0.1916000000000011,0.8,0.9473684210526315,0.04162499999999887,19.271048125977295,220.70903341961474,0.0723657248322149,0.4165879999999999,0.8796219398463152,0.44793112477394853,1,160,e
209,2,second,1,1,5.765000000000001,1,0.35490000000000244,0.4114999999999984,0.8,0.6666666666666667,0.03599999999999932,16.51412141662832,237.97718891258916,0.0573213521126762,0.2757259999999997,2.2335806716595155,0.6772800359683382,1,160,e
209,3,first,1,1,5.354000000000013,1,0.2388999999999981,0.2560000000000002,1.0,0.4444444444444444,0.04836363636363538,16.61382875834449,201.1758107909285,-0.09908708450704248,0.4140169999999998,5.059941337133382,1.2210393688739802,1,160,e
210,2,first,1,0,8.927999999999997,0,0.2334166666666662,0.3330000000000019,0.6666666666666666,0.6666666666666667,0.04631578947368336,19.656547716468207,214.35787289859238,-0.0016987913279136963,0.1529994999999999,2.0647624870154964,0.6871997693579143,1,160,e
210,3,second,1,1,5.24199999999999,1,0.25930769230769085,0.34349999999999875,0.6153846153846154,0.7692307692307692,0.04945454545454772,24.313557824735344,279.64266573152474,-0.11649664955357193,0.5491259999999998,1.3877378626670125,0.44591323776141284,1,160,e
212,2,first,1,0,4.629999999999996,0,0.2391818181818182,0.4329999999999927,0.9090909090909092,0.75,0.03774999999999813,14.042905126906719,234.79378253129516,0.0791369250000001,0.3485640000000001,0.8442853891351557,0.35633554833179504,1,160,e
212,3,second,1,1,3.0,1,0.20100000000000123,0.1340000000000003,0.8,0.4444444444444444,0.043125000000000704,20.97079845943346,270.3990451595874,-0.0359271165048544,0.4385454999999999,0.8946413030467129,0.3482154503248807,1,160,e
213,2,second,1,1,19.846000000000004,1,0.22378181818182116,0.23007692307692634,0.6909090909090909,0.42105263157894735,0.04493749999999781,17.573669800623335,240.44127401629032,0.18277957720105137,0.3016204999999999,1.6616187054404057,0.5785173561169166,1,160,e
213,3,first,1,1,10.383999999999986,1,0.21235000000000065,0.21483333333332644,0.7,0.7368421052631579,0.05168181818182076,17.454153020093546,222.30709743131604,0.01312978180661576,0.5286940000000002,3.9606576042177095,5.856415339213609,1,160,e
214,2,first,1,0,5.855000000000004,0,0.24999999999999878,0.7330000000000005,0.8333333333333334,0.6666666666666667,0.03750000000000035,18.112707448649314,262.8438476957693,-0.11986994979079509,0.2663494999999995,0.626760734413268,0.23890615907346363,1,160,e
214,3,second,1,1,2.9989999999999952,1,0.1608750000000007,0.1340000000000003,0.5,0.75,0.043500000000004264,17.75616914742962,201.48831978685175,-0.07546056617647041,0.2270579999999999,0.592198900731334,0.2626587866732262,1,160,e
215,2,second,1,0,3.1370000000000005,0,0.17000000000000068,0.0,0.5714285714285714,1.0,0.04877777777777853,18.4858477276618,223.7200002415423,0.044762971774193354,0.170624,0.6506631910571968,0.2853042747399641,1,160,e
215,3,first,1,1,3.384999999999991,1,0.2399999999999984,0.1779999999999972,1.0,0.8571428571428571,0.028555555555554488,14.276092949434078,259.41235898208265,0.043511927777777695,0.49518599999999946,0.8929019363634583,0.33282141452656266,1,160,e
216,2,first,1,1,7.917000000000002,1,0.17564999999999614,0.11149999999999771,0.9,0.5454545454545454,0.051588235294115437,18.459866391196066,215.7210972571307,-0.11911985060975581,0.2312775,0.8174965605064131,0.34309640963268484,1,160,e
216,3,second,1,1,4.164999999999992,1,0.1623749999999999,0.2106666666666683,0.75,0.5714285714285714,0.050562500000000246,22.281336390515374,228.58425635324363,-0.1881572401129945,0.2081599999999999,0.906570916457854,0.3396003555164634,1,160,e
217,2,second,1,1,6.331999999999994,1,0.14150000000000215,0.13300000000000267,0.8571428571428571,0.8571428571428572,0.04434999999999714,17.9335685564394,211.67036534050894,-0.01933272181818209,0.5170745000000001,1.9848955869642884,0.5072553652106233,1,160,e
217,3,first,1,1,5.435999999999993,1,0.13800000000000015,0.16933333333333186,1.0,0.7142857142857142,0.030882352941176347,11.662183716523096,254.00382987828337,-0.3416608760683763,0.7692715000000003,1.5846803777569973,0.4830778159018725,1,160,e
218,2,first,1,1,7.174000000000007,1,0.22295238095238035,0.13250000000000026,0.7619047619047619,0.6666666666666667,0.04419999999999855,22.225193485919515,244.21044292557013,-0.34665734641638246,0.2148519999999996,0.9882928949962153,0.3785396237152798,1,160,e
218,3,second,1,1,5.722999999999999,1,0.2491111111111124,0.2220000000000013,0.8888888888888888,0.8571428571428571,0.05808333333333293,27.676031445469523,270.8594201095305,-0.14178319878048742,0.2157439999999999,1.2965674188359158,0.5313290461439439,1,160,e
100,2,first,2,1,4.11999999999999,0,0.2788749999999989,0.0,0.75,0.3999999999999999,0.06400000000000101,16.129547198232785,202.5007495867379,0.014685127218934817,0.1134185000000003,1.5450657308948648,0.4690174167316566,0,40,m
100,3,second,2,1,2.909000000000006,0,0.22477777777777808,0.2890000000000015,0.8888888888888888,0.8888888888888888,0.04200000000000234,14.785798599648144,208.001203402485,-0.22695878787878776,0.2953265000000003,1.204582036782011,0.452772290057685,0,40,m
102,2,first,2,1,5.876999999999995,0,0.21175000000000432,0.0,0.5,0.0,0.050384615384617616,21.918182675212694,213.64474778104548,-0.0651556403162057,0.3324815000000001,0.978548988344279,0.4398883762396096,0,40,m
102,3,second,2,1,1.6669999999999874,0,0.21059999999999515,0.0,0.8,0.8,0.04440000000000022,18.355535090592006,211.1802372544568,-0.04033709868421075,0.293762,1.4845716240092648,1.4187228762439064,0,40,m
103,2,second,2,1,11.018,0,0.2918518518518525,0.321999999999998,0.8888888888888888,0.33333333333333326,0.05176470588235346,27.32357961973592,236.98968193224536,0.2489803950131231,0.5356139999999997,0.692113958281061,0.29730114075248965,0,40,m
103,3,first,2,1,3.26400000000001,0,0.21989999999999768,0.0,0.8,0.4,0.048999999999993736,22.53615323425175,236.14056419131293,-0.2693043445945943,0.6267924999999995,4.904575666619203,1.558050465877294,0,40,m
105,2,second,2,1,5.546000000000007,0,0.1644444444444421,0.0,1.0,0.4444444444444444,0.04792307692307887,23.9468571328459,245.10536515201858,0.026290367529880197,0.24639100000000042,0.9738120729908973,0.38005315014836116,0,40,m
105,3,first,2,0,2.7509999999999906,1,0.17145454545454505,0.0,0.7272727272727273,0.8,0.04416666666666908,20.67453303565287,271.2778476094533,-0.49448554000000006,0.6586685000000002,0.9599210192380963,0.35588005837240716,0,40,m
