ID,cond,time,rel_time,dimension,stimulus,onset,controllerleftclick,controllerrightclick,stimulus_ue,2d_x_pixel,2d_y_pixel,playerlocationX,playerlocationY,playerlocationZ,playerrotationRoll,playerrotationPitch,playerrotationYaw,raydistance,rayimpactpointX,rayimpactpointY,rayimpactpointZ,rayhitcomponent,combined.gaze_direction_normalized.X,combined.gaze_direction_normalized.Y,combined.gaze_direction_normalized.Z,combined.gaze_origin_mm.X,combined.gaze_origin_mm.Y,combined.gaze_origin_mm.Z,left.eye_openness,left.gaze_direction_normalized.X,left.gaze_direction_normalized.Y,left.gaze_direction_normalized.Z,left.gaze_origin_mm.X,left.gaze_origin_mm.Y,left.gaze_origin_mm.Z,left.pupil_diameter_mm,left.pupil_position_in_sensor_area.X,left.pupil_position_in_sensor_area.Y,right.eye_openness,right.gaze_direction_normalized.X,right.gaze_direction_normalized.Y,right.gaze_direction_normalized.Z,right.gaze_origin_mm.X,right.gaze_origin_mm.Y,right.gaze_origin_mm.Z,right.pupil_diameter_mm,right.pupil_position_in_sensor_area.X,right.pupil_position_in_sensor_area.Y,left.eye_wide,right.eye_wide,left.pupil_diameter_clean,right.pupil_diameter_clean,combined.pupil_diameter_clean,combined.pupil_diameter_corr,time_diff,hitobject,head_x,head_y,head_z,gaze_angle_velo,head_angle_velo,head_loc_velo,2d_x,2d_y,2Dside
168,first,61.24999999999999,-2.966000000000008,2,14.0,0.0,4,0,Pause,216.057632,413.702728,17.352057,-4.070377,119.063118,0.258696,-0.764448,3.892204,69.078064,84.639305,-18.956024,114.306686,A_StateManager_2.ScreenWidget,0.281403,-0.056961,0.957886,3.268646,2.526001,-34.207428,1.0,0.222656,-0.052414,0.97348,36.244614,3.148376,-34.325684,3.42981,0.298195,0.535764,1.0,0.33316,-0.060852,0.940887,-26.279129,1.968307,-34.101471,3.14827,0.334544,0.562136,0.240256,0.240256,3.42981,3.14827,3.28904,0.1016240000000001,0.033999999999991815,ScreenWidget,0.9976047244904633,0.06787349764270752,0.013341738719232658,11.732589587023831,1.9948962662562886,0.38810273360794756,-18.956024,114.306686,left
168,first,61.283,-2.9329999999999927,2,14.0,0.0,4,0,Pause,218.688904,414.250061,17.35689,-4.064763,119.066391,0.285222,-0.762597,3.958219,69.061356,84.639305,-18.862375,114.210747,A_StateManager_2.ScreenWidget,0.278214,-0.058044,0.958755,3.434097,2.528427,-34.208572,1.0,0.222122,-0.055466,0.973434,36.247894,3.152161,-34.327652,3.397659,0.298195,0.536066,1.0,0.328186,-0.060211,0.942688,-26.283524,1.963562,-34.100723,3.146408,0.335487,0.562128,0.249345,0.249345,3.397659,3.146408,3.2720335,0.0846175000000002,0.033000000000008356,ScreenWidget,0.9975262893836878,0.06902290137289414,0.013309435543219702,12.401549791460381,2.0010632097934598,0.24541229340779688,-18.862375,114.210747,left
168,first,61.31599999999999,-2.9000000000000057,2,14.0,0.0,4,0,Pause,220.026718,412.879517,17.359451,-4.07753,119.065948,0.343293,-0.781449,3.966378,69.013237,84.639305,-18.630737,114.121025,A_StateManager_2.ScreenWidget,0.277557,-0.057938,0.958954,3.594421,2.526031,-34.207596,1.0,0.22142,-0.055405,0.973587,36.258118,3.142883,-34.329391,3.359116,0.297976,0.536313,1.0,0.328094,-0.060074,0.942719,-26.283524,1.961777,-34.096207,3.134293,0.335487,0.562102,0.266849,0.266849,3.359116,3.134293,3.2467045,0.0592885,0.03299999999998704,ScreenWidget,0.9975120276077734,0.06916464316872113,0.013638435143819372,9.465684923291148,0.6224710805682544,0.3948140162635257,-18.630737,114.121025,left
168,first,61.35000000000001,-2.865999999999985,2,14.0,0.0,4,0,Pause,223.335861,411.597778,17.36508,-4.075885,119.077431,0.285856,-0.781544,3.905666,69.012451,84.639305,-18.654387,114.14138,A_StateManager_2.ScreenWidget,0.279175,-0.058594,0.958435,3.168152,2.512863,-34.209656,1.0,0.220093,-0.053986,0.973969,36.281647,3.136749,-34.337402,3.348297,0.297324,0.536326,1.0,0.330826,-0.0625,0.941605,-26.277161,1.958099,-34.096054,3.134201,0.33482,0.562641,0.254638,0.254638,3.348297,3.134201,3.241249,0.053833,0.034000000000020236,ScreenWidget,0.9975847335630941,0.06810761501750834,0.013640093052377277,11.461250316558287,1.785483145966365,0.37923041151401227,-18.654387,114.14138,left
168,first,61.383,-2.8329999999999984,2,14.0,0.0,4,0,Pause,222.998016,411.88855,17.359846,-4.08498,119.069527,0.289088,-0.7836,3.858813,69.059906,84.639305,-18.841963,114.07196,A_StateManager_2.ScreenWidget,0.258423,-0.055374,0.964432,3.057327,2.479294,-34.183304,1.0,0.206879,-0.056458,0.97673,36.184799,3.100525,-34.306412,3.39444,0.303139,0.537795,1.0,0.303604,-0.054276,0.951233,-26.371353,1.927414,-34.073944,3.120804,0.342501,0.561923,0.245544,0.245544,3.39444,3.120804,3.257622,0.0702060000000002,0.032999999999994145,ScreenWidget,0.9976396052832649,0.06729179529704568,0.013675973674708774,39.956257286803265,1.421021906852875,0.39809809206936814,-18.841963,114.07196,left
168,first,61.41600000000001,-2.799999999999983,2,14.0,0.0,4,0,Pause,220.318359,410.896729,17.355129,-4.084051,119.062401,0.301359,-0.803879,3.832596,68.746727,84.639297,-17.356302,114.287476,A_StateManager_2.ScreenWidget,-0.038544,-0.123001,0.991653,32.026215,3.274567,-34.992905,1.0,-0.040939,-0.123474,0.991501,34.422318,3.320663,-34.985367,3.253174,0.407035,0.547549,1.0,0.021011,-0.111084,0.993576,-27.772385,2.124222,-35.180984,2.967239,0.434808,0.573117,0.084241,0.084241,3.253174,2.967239,3.1102065000000003,-0.0772094999999994,0.033000000000008356,ScreenWidget,0.9976653996753038,0.06683496762453199,0.014029875029527404,533.0942980880272,1.0043235385530667,0.260488003562457,-17.356302,114.287476,left
168,first,61.45,-2.765999999999991,2,14.0,0.0,4,0,Pause,241.542084,413.975616,17.353308,-4.077041,119.058952,0.323958,-0.79696,3.843418,68.309647,84.63929,3.120089,109.731239,A_StateManager_2.ScreenWidget,-0.175552,-0.171463,0.969406,29.861053,2.952988,-34.525085,1.0,-0.181442,-0.172302,0.968185,33.574936,3.019989,-34.483444,3.233566,0.460214,0.562326,0.374064,-0.082184,-0.157593,0.98407,-28.423889,1.901474,-35.17865,2.884232,0.47362,0.588378,0.162398,0.0,3.233566,2.884232,3.0588990000000003,-0.1285169999999995,0.033999999999991815,ScreenWidget,0.9976544412755164,0.06702351808076515,0.013909127482138718,248.22544090541206,0.3777613330852848,0.23593981623663418,3.120089,109.731239,right
168,first,61.48299999999999,-2.733000000000004,2,14.0,0.0,4,0,Pause,534.061951,348.886536,17.348352,-4.077744,119.06562,0.337006,-0.793982,3.846823,70.621727,84.639282,12.922709,106.014053,A_StateManager_2.ScreenWidget,-0.08374,-0.158936,0.983719,-28.079773,1.858032,-35.074554,1.0,-0.193756,-0.171478,0.965942,33.623672,3.00267,-34.49588,3.131744,0.460686,0.562842,0.359638,-0.083038,-0.158844,0.983795,-28.476334,1.850677,-35.078278,2.859619,0.475611,0.589315,0.345612,0.0,3.131744,2.859619,2.9956815,-0.1917344999999999,0.03299999999998704,ScreenWidget,0.9976511763723731,0.06708285544135081,0.013857156586221971,163.38703150130587,0.13706980045202002,0.2526596250571148,12.922709,106.014053,right
168,first,61.516000000000005,-2.6999999999999886,2,14.0,0.0,4,0,Pause,674.099426,295.783875,17.340841,-4.065263,119.083893,0.306207,-0.773819,3.876847,69.130089,84.639282,6.354084,107.195801,A_StateManager_2.ScreenWidget,-0.179779,-0.172745,0.968414,31.378235,2.950287,-34.524979,1.0,-0.183517,-0.173065,0.967651,33.643555,2.988861,-34.494553,3.178772,0.45821,0.563572,0.384654,-0.080078,-0.16304,0.983353,-28.517197,1.930206,-35.329422,2.803772,0.476604,0.589635,0.40562,0.0,3.178772,2.803772,2.991272,-0.1961439999999998,0.03300000000001546,ScreenWidget,0.9976206903488362,0.0676059585598393,0.013505278787072703,170.9388971367867,1.0958718799838763,0.7081403956971555,6.354084,107.195801,right
168,first,61.55,-2.665999999999997,2,14.0,0.0,4,0,Pause,580.261963,312.665985,17.325846,-4.055989,119.081429,0.312401,-0.755795,3.85941,70.73645,84.639282,13.282362,105.969254,A_StateManager_2.ScreenWidget,-0.17247,-0.172806,0.969727,29.745316,2.914398,-34.545502,1.0,-0.178619,-0.173508,0.968491,33.657608,2.981567,-34.495026,3.128204,0.45703,0.563774,0.382512,-0.079956,-0.161423,0.983627,-28.526459,1.913895,-35.297302,2.808136,0.476918,0.589635,0.417249,0.0,3.128204,2.808136,2.96817,-0.2192459999999996,0.033999999999991815,ScreenWidget,0.9976454083456137,0.06730262910233581,0.013190728669308005,15.976399535405106,0.737560842089628,0.5236024379011078,13.282362,105.969254,right
168,first,61.58300000000001,-2.6329999999999814,2,14.0,0.0,4,0,Pause,679.237305,295.14389,17.318586,-4.052496,119.08181,0.328734,-0.743084,3.842689,70.60202,84.639282,12.726206,106.003357,A_StateManager_2.ScreenWidget,-0.141891,-0.169342,0.975281,8.461014,2.541885,-34.815002,1.0,-0.183411,-0.173782,0.967545,33.673309,2.976669,-34.496063,3.146545,0.457202,0.56407,0.441037,-0.080521,-0.162277,0.983444,-28.529984,1.903961,-35.282928,2.784653,0.477119,0.58995,0.47978,0.0,3.146545,2.784653,2.965599,-0.2218169999999997,0.03300000000001546,ScreenWidget,0.9976679024426914,0.06701167135887626,0.012968898846469817,55.367704680551654,0.6364455423825273,0.244411945831858,12.726206,106.003357,right
168,first,61.616,-2.5999999999999943,2,14.0,0.0,4,0,Pause,671.292236,295.631073,17.310715,-4.052436,119.084618,0.261972,-0.740474,3.806153,70.037209,84.639282,10.440768,106.355865,A_StateManager_2.ScreenWidget,-0.166946,-0.139847,0.975983,30.86528,3.143677,-34.464523,1.0,-0.171356,-0.14093,0.975067,33.714874,3.204254,-34.462128,3.266098,0.453642,0.550325,0.482702,-0.074295,-0.116486,0.990402,-28.469513,1.88237,-34.514328,2.929108,0.474041,0.575876,0.465681,0.0,3.266098,2.929108,3.097603,-0.0898129999999999,0.03299999999998704,ScreenWidget,0.9977110196021741,0.06637551054618838,0.012923349570554464,68.23727308834515,1.1098803572041627,0.2532454266071117,10.440768,106.355865,right
168,first,61.64999999999999,-2.5660000000000025,2,14.0,0.0,4,0,Pause,638.643066,300.666901,17.316341,-4.067004,119.089149,0.283781,-0.697615,3.8192,70.0672,84.639282,12.18339,108.460892,A_StateManager_2.ScreenWidget,-0.127945,0.103455,0.986359,33.622574,4.377518,-34.677734,1.0,-0.128174,0.103409,0.986343,33.782959,4.381073,-34.67804,3.241821,0.444874,0.47112,0.548555,-0.039993,0.121307,0.991806,-28.047211,3.013565,-34.557236,2.895248,0.453909,0.500503,0.273814,0.0,3.241821,2.895248,3.0685345,-0.1188814999999996,0.033999999999991815,ScreenWidget,0.9977052456232499,0.06660332597236814,0.0121753778285849,416.8473673968483,1.317663890210331,0.4782541608681262,12.18339,108.460892,right
168,first,61.68300000000001,-2.532999999999987,2,14.0,0.0,4,0,Pause,663.53772,330.738708,17.321718,-4.060817,119.095779,0.304325,-0.659065,3.837159,68.926598,84.639282,9.322223,125.42942,A_StateManager_2.ScreenWidget,-0.11644,0.199524,0.972946,32.407928,4.653641,-34.551239,1.0,-0.118896,0.199158,0.972717,33.993271,4.684464,-34.542435,3.238297,0.436187,0.443999,1.0,-0.022232,0.212952,0.976807,-28.042297,3.478073,-34.886871,2.926331,0.451033,0.473928,0.127223,0.127223,3.238297,2.926331,3.082314,-0.1051019999999995,0.03300000000001546,ScreenWidget,0.9976922679260666,0.06691658016296446,0.011502600568384855,169.9402876848919,1.2887102352454487,0.3194750026502502,9.322223,125.42942,right
168,first,61.717,-2.4989999999999952,2,14.0,0.0,4,0,Pause,622.663879,573.14624,17.316441,-4.057968,119.094177,0.293144,-0.683784,3.865422,69.763306,84.639282,8.735244,132.166519,A_StateManager_2.ScreenWidget,-0.118378,0.190094,0.974594,32.256577,4.556091,-34.508804,1.0,-0.121292,0.189682,0.974319,34.085373,4.59053,-34.497894,3.16864,0.433451,0.448174,1.0,-0.021729,0.202896,0.978943,-28.154358,3.418579,-34.869064,2.907288,0.454908,0.477265,0.292439,0.292439,3.16864,2.907288,3.037964,-0.1494520000000001,0.033999999999991815,ScreenWidget,0.9976540936715129,0.06740837523035852,0.011933998880292226,18.52416671809159,1.1042997235898104,0.18256613249327774,8.735244,132.166519,right
168,first,61.74999999999999,-2.466000000000008,2,14.0,0.0,4,0,Pause,614.278503,669.390564,17.323038,-4.060793,119.090378,0.279532,-0.735283,3.88537,69.647598,84.639282,8.86934,131.424164,A_StateManager_2.ScreenWidget,-0.063522,0.202087,0.977295,-0.234772,3.946106,-34.719528,1.0,-0.116394,0.180374,0.976669,34.157715,4.588806,-34.500198,3.259521,0.429891,0.449919,1.0,-0.020401,0.219254,0.975449,-28.182388,3.423843,-34.897766,2.93483,0.455715,0.475037,0.422328,0.422328,3.259521,2.93483,3.0971755,-0.0902405000000001,0.032999999999994145,ScreenWidget,0.9976194594887865,0.06775495846059962,0.012832757042174228,98.19943085185797,1.673541923911624,0.24605880541217356,8.86934,131.424164,right
168,first,61.783,-2.4329999999999927,2,14.0,0.0,4,0,Pause,616.194153,658.785461,17.334074,-4.070044,119.086365,0.276637,-0.745167,3.845071,69.152489,84.639282,4.951345,132.151245,A_StateManager_2.ScreenWidget,-0.063431,0.193481,0.979034,0.83905,3.968399,-34.696503,1.0,-0.117859,0.181732,0.976257,34.175674,4.588028,-34.497726,3.185532,0.42964,0.449506,1.0,-0.015854,0.203232,0.978989,-28.203827,3.428589,-34.869675,2.985352,0.455826,0.477064,0.468176,0.468176,3.185532,2.985352,3.085442,-0.1019740000000002,0.033000000000008356,ScreenWidget,0.9976646445695094,0.0670531164280521,0.013005250988748052,19.903784397238578,1.25727700251984,0.45300594441446734,4.951345,132.151245,right
168,first,61.81599999999999,-2.4000000000000057,2,14.0,0.0,4,0,Pause,560.222778,669.172363,17.340015,-4.067481,119.085526,0.266142,-0.772604,3.81264,69.018898,84.639282,4.891341,131.501434,A_StateManager_2.ScreenWidget,-0.064606,0.193222,0.979019,1.7612,3.979782,-34.690903,1.0,-0.115128,0.183517,0.976242,34.187973,4.577499,-34.495071,3.189194,0.428757,0.449554,1.0,-0.0177,0.201752,0.979263,-28.244339,3.426682,-34.872116,2.834122,0.457427,0.476983,0.479632,0.479632,3.189194,2.834122,3.011658,-0.175758,0.03299999999998704,ScreenWidget,0.997696110289327,0.0664879781299988,0.013484074967599695,12.10480958815283,1.2872098824603266,0.19771042770468905,4.891341,131.501434,right
168,first,61.85000000000001,-2.365999999999985,2,14.0,0.0,4,0,Pause,559.36554,659.889343,17.354265,-4.082251,119.07753,0.257209,-0.799474,3.790554,69.001755,84.639282,4.928977,131.437378,A_StateManager_2.ScreenWidget,-0.053986,0.243713,0.968338,4.277802,4.250183,-34.739899,1.0,-0.099487,0.229477,0.968201,34.231934,4.805405,-34.538345,3.19194,0.424694,0.434583,1.0,-0.004578,0.258484,0.965988,-28.164642,3.648849,-34.958191,2.733292,0.452531,0.461429,0.51578,0.51578,3.19194,2.733292,2.962616,-0.2247999999999996,0.034000000000020236,ScreenWidget,0.9977152460050167,0.06610296254919257,0.013953000801563229,89.18653348976537,1.0229615089877728,0.6478280294252052,4.928977,131.437378,right
168,first,61.883,-2.3329999999999984,2,14.0,0.0,4,0,Pause,559.903198,658.974243,17.351357,-4.086006,119.07933,0.224128,-0.794235,3.806286,69.671555,84.639282,4.297086,135.085052,A_StateManager_2.ScreenWidget,-0.061234,0.243622,0.967926,5.281677,4.263824,-34.73407,1.0,-0.106552,0.226349,0.968185,34.243561,4.802948,-34.536163,3.144318,0.425521,0.435042,1.0,-0.008682,0.262878,0.964783,-28.180252,3.64093,-34.962753,2.771652,0.453734,0.461224,0.553279,0.553279,3.144318,2.771652,2.957985,-0.2294309999999999,0.032999999999994145,ScreenWidget,0.997698327008215,0.06637699233161456,0.01386157184512259,15.69274372825115,0.5024230353038768,0.15390983073329798,4.297086,135.085052,right
168,first,61.91600000000001,-2.299999999999983,2,14.0,0.0,4,0,Pause,550.87616,711.083862,17.351713,-4.084849,119.084122,0.198949,-0.778293,3.795715,69.739792,84.639282,4.797458,135.119263,A_StateManager_2.ScreenWidget,-0.055115,0.246078,0.967667,1.939774,4.200684,-34.757187,1.0,-0.10321,0.227646,0.968246,34.252792,4.80101,-34.536942,3.130417,0.424678,0.434837,1.0,-0.010132,0.262665,0.964828,-28.189606,3.64093,-34.96254,2.760254,0.454275,0.461224,0.550984,0.550984,3.130417,2.760254,2.9453355,-0.2420804999999997,0.033000000000008356,ScreenWidget,0.9977143662684484,0.06619316986187371,0.013583357655073776,16.476002632585843,0.5796300088607349,0.14977377798849106,4.797458,135.119263,right
168,first,61.95,-2.265999999999991,2,14.0,0.0,4,0,Pause,558.024353,711.572571,17.343191,-4.094398,119.080185,0.181716,-0.781182,3.806471,69.735596,84.639282,4.375133,135.283752,A_StateManager_2.ScreenWidget,-0.059128,0.251663,0.966003,1.510132,4.199326,-34.781708,1.0,-0.10463,0.230576,0.967407,34.266724,4.838547,-34.556259,3.179626,0.424305,0.433378,1.0,-0.017761,0.270218,0.962616,-28.173355,3.620071,-34.986023,2.711716,0.454823,0.460941,0.352611,0.352611,,,,,0.033999999999991815,NaN,0.997701237737035,0.06638042167910026,0.01363377554798745,,0.32753725010619356,0.3938408312326649,4.375133,135.283752,right
168,first,61.98299999999999,-2.233000000000004,2,14.0,0.0,4,0,Pause,551.99115,713.922424,17.336004,-4.090393,119.086197,0.183235,-0.756334,3.819629,69.887711,84.639282,4.693086,135.741882,A_StateManager_2.ScreenWidget,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,34.208252,5.867706,-42.075378,,0.404883,0.483881,0.0,0.0,0.0,0.0,-28.100449,2.357849,-34.735428,,0.449876,0.540909,0.0,0.0,,,,,0.03299999999998704,NaN,0.9976917728686678,0.06660993005204288,0.01320013517494159,,0.8520083222371042,0.3087894221867786,4.693086,135.741882,right
168,first,62.016000000000005,-2.1999999999999886,2,14.0,0.0,4,0,Pause,556.533325,720.467163,17.330292,-4.092765,119.089874,0.147599,-0.742414,3.813462,172.348129,-112.36277,109.391159,116.85672,Lockers_02_A_SM_8.StaticMeshComponent0 Lockers_02_A_SM,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,35.296402,1.833405,-27.523254,,0.412738,0.468779,0.0,0.0,0.0,0.0,-28.100449,2.357849,-34.735428,,-1.0,-1.0,0.0,0.0,,,,,0.03300000000001546,NaN,0.9977021070384905,0.06650275498384609,0.012957206123032245,,0.461354837793794,0.21804216279558905,109.391159,116.85672,left
168,first,62.05,-2.165999999999997,2,14.0,0.0,4,0,Pause,556.533325,720.467163,17.327833,-4.085648,119.091034,0.169935,-0.730256,3.867054,172.521362,-112.602142,109.391159,116.892235,Lockers_02_A_SM_8.StaticMeshComponent0 Lockers_02_A_SM,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,33.973679,5.330521,-34.671387,,0.439749,0.410219,0.0,0.0,0.0,0.0,-28.442795,4.081497,-35.091919,,0.472358,0.440846,0.0,0.0,,,,,0.033999999999991815,NaN,0.9976421875602928,0.06743611717040077,0.012745026516000945,,1.616161105677524,0.22407821561417426,109.391159,116.892235,left
168,first,62.08300000000001,-2.1329999999999814,2,14.0,0.0,4,0,Pause,556.533325,720.467163,17.323044,-4.078639,119.1036,0.203933,-0.734286,3.914406,172.674301,-112.815819,109.391159,116.890717,Lockers_02_A_SM_8.StaticMeshComponent0 Lockers_02_A_SM,-0.055161,0.296463,0.953445,-28.454391,3.918091,-35.054718,0.682099,-0.142441,0.265594,0.953491,34.03093,5.114365,-34.636017,3.116699,0.438988,0.418941,0.1,-0.055161,0.296463,0.953445,-28.454391,3.918091,-35.054718,2.674545,0.470393,0.447271,0.0,0.0,,,,,0.03300000000001546,NaN,0.9975852175782034,0.06826053237822743,0.012815357540438662,,1.4399796496351716,0.45953319828988015,109.391159,116.890717,left
168,first,62.116,-2.0999999999999943,2,14.0,0.0,4,0,Pause,556.533325,720.467163,17.324825,-4.076612,119.110023,0.20126,-0.711958,3.876469,70.7855,84.639282,4.610914,139.206711,A_StateManager_2.ScreenWidget,-0.094711,0.277222,0.956116,0.542511,4.394882,-34.842468,0.855418,-0.1474,0.267319,0.952255,34.045776,5.040573,-34.632736,3.164658,0.43917,0.42143,0.549256,-0.048889,0.285156,0.95723,-28.458466,3.835968,-35.024017,2.822861,0.469681,0.451921,0.0,0.0,3.164658,2.822861,2.9937595000000004,-0.1936564999999994,0.03299999999998704,ScreenWidget,0.997635102872112,0.06760032329062939,0.012425691463774292,,1.3338588152038686,0.21111366558798547,4.610914,139.206711,right
168,first,62.14999999999999,-2.0660000000000025,2,14.0,0.0,4,0,Pause,555.359497,769.964722,17.321047,-4.076767,119.099953,0.185071,-0.721589,3.848857,70.806015,84.639282,7.367432,137.828964,A_StateManager_2.ScreenWidget,-0.091873,0.273376,0.957504,2.372604,4.394913,-34.821838,0.98284,-0.139633,0.261902,0.954926,34.056381,5.004745,-34.616699,3.124527,0.43761,0.423234,0.939655,-0.045151,0.283905,0.957779,-28.472198,3.801239,-35.021545,2.832642,0.469608,0.453312,0.0,0.0,3.124527,2.832642,2.9785845,-0.2088314999999996,0.033999999999991815,ScreenWidget,0.9976654669394953,0.06711939368869813,0.012593770970627407,12.583716302017395,0.8600411334449232,0.3163675332425849,7.367432,137.828964,right
168,first,62.18300000000001,-2.032999999999987,2,14.0,0.0,4,0,Pause,594.738281,750.282593,17.311213,-4.089856,119.087128,0.210668,-0.751485,3.84409,70.690506,84.639282,7.130894,137.476608,A_StateManager_2.ScreenWidget,-0.090729,0.272537,0.95784,1.142441,4.351212,-34.825775,1.0,-0.14035,0.262955,0.954529,34.075027,4.972015,-34.613144,3.118454,0.43708,0.424173,1.0,-0.045883,0.280563,0.958725,-28.475113,3.792892,-35.017014,2.822311,0.469815,0.454023,0.150767,0.150767,3.118454,2.822311,2.9703825,-0.2170334999999998,0.03300000000001546,ScreenWidget,0.9976643555584384,0.06703593817222275,0.013115511485867308,11.965777243022083,0.9173820641130016,0.6302084005300503,7.130894,137.476608,right
168,first,62.216,-2.0,2,14.0,0.0,4,0,Pause,591.359131,745.248962,17.310682,-4.077709,119.083496,0.207042,-0.758848,3.846707,70.658989,84.639282,7.060908,137.399704,A_StateManager_2.ScreenWidget,-0.091644,0.267853,0.959076,1.578201,4.354675,-34.818253,1.0,-0.141739,0.256897,0.955978,34.077942,4.964218,-34.607803,3.175323,0.43708,0.42553,1.0,-0.045074,0.277344,0.959702,-28.482681,3.790878,-35.012909,2.833847,0.469967,0.454553,0.125219,0.125219,3.175323,2.833847,3.004585,-0.1828309999999997,0.032999999999994145,ScreenWidget,0.9976596027367249,0.06708139306106745,0.013244008916756558,16.291581351268235,0.23679305740255807,0.38452980601938314,7.060908,137.399704,right
168,first,62.24999999999999,-1.966000000000008,2,14.0,0.0,4,0,Pause,590.359375,744.15033,17.304729,-4.069042,119.086502,0.224165,-0.730858,3.880089,70.598656,84.639282,7.163756,137.087952,A_StateManager_2.ScreenWidget,-0.092804,0.267822,0.958984,1.65889,4.355347,-34.815018,1.0,-0.143646,0.259155,0.955078,34.079926,4.963531,-34.604797,3.200485,0.437272,0.425262,1.0,-0.045303,0.275238,0.960297,-28.493835,3.789719,-35.010544,2.832825,0.470394,0.454872,0.166979,0.166979,3.200485,2.832825,3.016655,-0.1707609999999997,0.033999999999991815,ScreenWidget,0.9976266861198566,0.06766307361501789,0.01275553254401323,10.552269658810678,1.2812224111315007,0.32164038624268876,7.163756,137.087952,right
168,first,62.283,-1.9329999999999927,2,14.0,0.0,4,0,Pause,591.828613,739.696716,17.309145,-4.06431,119.093239,0.228331,-0.720667,3.894108,70.613174,84.639282,7.268982,137.105164,A_StateManager_2.ScreenWidget,-0.093323,0.265594,0.959549,1.568893,4.352173,-34.811142,1.0,-0.144226,0.25737,0.955475,34.087616,4.961868,-34.604416,3.205902,0.43708,0.425609,1.0,-0.046051,0.272552,0.961029,-28.500504,3.788406,-35.002304,2.879059,0.47077,0.455361,0.17955,0.17955,3.205902,2.879059,3.0424805,-0.1449354999999998,0.033000000000008356,ScreenWidget,0.9976123483752333,0.06790732160294302,0.012577680309459915,9.572270127119637,0.5251763526508464,0.2831023998108957,7.268982,137.105164,right
168,first,62.31599999999999,-1.9000000000000057,2,14.0,0.0,4,0,Pause,593.331848,739.942627,17.316347,-4.057181,119.09623,0.253414,-0.718379,3.878648,70.565918,84.639282,7.285886,136.942963,A_StateManager_2.ScreenWidget,-0.094009,0.262222,0.960403,1.866089,4.355316,-34.808212,1.0,-0.144836,0.2565,0.955627,34.095245,4.957275,-34.60408,3.210617,0.436897,0.425927,1.0,-0.045898,0.266968,0.962601,-28.500504,3.788147,-35.000565,2.900558,0.470761,0.456229,0.240377,0.240377,3.210617,2.900558,3.0555875,-0.1318284999999996,0.03299999999998704,ScreenWidget,0.9976311356688579,0.06763816940791909,0.012537750324953047,13.101417502334046,0.47355100202846384,0.3201777599707986,7.285886,136.942963,right
168,first,62.35000000000001,-1.8659999999999848,2,14.0,0.0,4,0,Pause,593.573303,737.625244,17.321262,-4.052651,119.099091,0.292569,-0.715722,3.899894,70.50927,84.639282,7.354928,136.697632,A_StateManager_2.ScreenWidget,-0.090744,0.263748,0.960297,0.831802,4.327881,-34.812119,1.0,-0.142761,0.258575,0.955368,34.099838,4.941666,-34.603973,3.238678,0.436341,0.426214,1.0,-0.044678,0.2677,0.962448,-28.501099,3.786682,-34.995636,2.939362,0.470622,0.456229,0.268111,0.268111,3.238678,2.939362,3.08902,-0.0983959999999997,0.034000000000020236,ScreenWidget,0.9976065649913365,0.0680081384683822,0.012491380558243673,14.41776531953677,0.6297013297937081,0.21384486097964087,7.354928,136.697632,right
168,first,62.383,-1.8329999999999984,2,14.0,0.0,4,0,Pause,594.559631,734.120728,17.323345,-4.044366,119.096687,0.256498,-0.710422,3.90316,70.499062,84.639282,7.136619,136.807358,A_StateManager_2.ScreenWidget,-0.093124,0.26004,0.96109,1.96051,4.347565,-34.799164,1.0,-0.143829,0.251938,0.956985,34.107468,4.938477,-34.600525,3.307526,0.436093,0.427547,1.0,-0.04483,0.267075,0.962616,-28.501099,3.787613,-34.987396,2.951096,0.470653,0.456238,0.306578,0.306578,3.307526,2.951096,3.1293110000000004,-0.0581049999999994,0.032999999999994145,ScreenWidget,0.9976038352749457,0.0680650827424724,0.012398885271649783,14.037178112988215,0.18864727166733392,0.2689286468190085,7.136619,136.807358,right
168,first,62.41600000000001,-1.799999999999983,2,14.0,0.0,4,0,Pause,591.440979,735.688232,17.332554,-4.045916,119.089798,0.284292,-0.757284,3.901479,70.43116,84.639282,7.289987,136.463593,A_StateManager_2.ScreenWidget,-0.090775,0.25885,0.961624,1.178223,4.327591,-34.799789,1.0,-0.141922,0.250259,0.957703,34.111664,4.927811,-34.594238,3.329071,0.43559,0.428184,1.0,-0.044464,0.265991,0.962936,-28.501495,3.786682,-34.985031,2.967743,0.470622,0.456455,0.284595,0.284595,3.329071,2.967743,3.148407,-0.039009,0.033000000000008356,ScreenWidget,0.9975953806313248,0.0680351012688502,0.013216714356423487,13.017107561688933,1.4209737934055624,0.3516542331956808,7.289987,136.463593,right
