ID,cond,time,rel_time,dimension,stimulus,onset,controllerleftclick,controllerrightclick,stimulus_ue,2d_x,2d_y,playerlocationX,playerlocationY,playerlocationZ,playerrotationRoll,playerrotationPitch,playerrotationYaw,raydistance,rayimpactpointX,rayimpactpointY,rayimpactpointZ,rayhitcomponent,combined.gaze_direction_normalized.X,combined.gaze_direction_normalized.Y,combined.gaze_direction_normalized.Z,combined.gaze_origin_mm.X,combined.gaze_origin_mm.Y,combined.gaze_origin_mm.Z,left.eye_openness,left.gaze_direction_normalized.X,left.gaze_direction_normalized.Y,left.gaze_direction_normalized.Z,left.gaze_origin_mm.X,left.gaze_origin_mm.Y,left.gaze_origin_mm.Z,left.pupil_diameter_mm,left.pupil_position_in_sensor_area.X,left.pupil_position_in_sensor_area.Y,right.eye_openness,right.gaze_direction_normalized.X,right.gaze_direction_normalized.Y,right.gaze_direction_normalized.Z,right.gaze_origin_mm.X,right.gaze_origin_mm.Y,right.gaze_origin_mm.Z,right.pupil_diameter_mm,right.pupil_position_in_sensor_area.X,right.pupil_position_in_sensor_area.Y,left.eye_wide,right.eye_wide
205,first,0.0,-3.054000000000002,3,10,0.0,2,0,Pause,,,-14.560267,17.486214,117.860535,-4.270054,-7.403597,-4.524714,117.867996,83.583458,-24.140078,67.582047,Tisch_Blueprint.StaticMeshComponent0 Table,0.297165,-0.306076,0.904434,3.368103,-1.034088,-30.925858,0.984633,0.270203,-0.306625,0.912659,28.64093,0.106018,-28.72934,4.434631,0.555657,0.627392,0.858505,0.329803,-0.305069,0.893387,-27.525269,-2.42778,-33.61087,3.915405,0.369027,0.755435,0.0,0.0
205,first,0.021999999999998465,-3.0320000000000036,3,10,0.0,2,0,Pause,,,-14.509132,17.442249,117.840179,-4.444964,-7.527449,-4.781722,117.670143,83.113342,-24.868927,67.582047,Tisch_Blueprint.StaticMeshComponent0 Table,0.294281,-0.302994,0.906403,4.125977,-1.000946,-30.858871,0.981521,0.270447,-0.300858,0.914505,28.637024,0.10379,-28.728134,4.443405,0.555754,0.62636,0.857509,0.324783,-0.305481,0.895081,-27.531906,-2.427826,-33.61087,3.937622,0.370233,0.755425,0.0,0.0
205,first,0.04399999999999693,-3.010000000000005,3,10,0.0,2,0,Pause,,,-14.464437,17.399429,117.822098,-4.598166,-7.633972,-5.06254,117.995438,83.420654,-25.231163,67.582047,Tisch_Blueprint.StaticMeshComponent0 Table,0.293045,-0.302872,0.906845,1.76239,-1.107407,-31.060699,0.984477,0.266586,-0.300354,0.915802,28.642197,0.104904,-28.724335,4.437881,0.556249,0.626115,0.855371,0.321625,-0.305359,0.896271,-27.544739,-2.429214,-33.608063,3.948273,0.371312,0.75535,0.0,0.0
205,first,0.0660000000000025,-2.9879999999999995,3,10,0.0,2,0,Pause,,,-14.408392,17.31695,117.805672,-4.672667,-7.751472,-5.444229,117.528618,82.755051,-25.692654,67.582047,Tisch_Blueprint.StaticMeshComponent0 Table,0.29393,-0.302719,0.906616,0.75769,-1.151993,-31.147095,0.980835,0.265472,-0.300034,0.916229,28.642197,0.106308,-28.722687,4.437378,0.556445,0.625978,0.847497,0.32254,-0.305161,0.895996,-27.554123,-2.429581,-33.608673,3.958008,0.371496,0.75535,0.0,0.0
205,first,0.09899999999999665,-2.9550000000000054,3,10,0.0,2,0,Pause,,,-14.383089,17.241442,117.827133,-4.598677,-7.668403,-5.789385,118.034645,82.956062,-26.721054,67.582047,Tisch_Blueprint.StaticMeshComponent0 Table,0.291992,-0.30014,0.908096,-0.572449,-1.204742,-31.236679,0.977051,0.259918,-0.296585,0.918945,28.571014,0.124481,-28.67598,4.420975,0.559841,0.624147,0.856878,0.321396,-0.303131,0.897095,-27.561432,-2.435715,-33.608063,3.958771,0.371988,0.755134,0.0,0.0
205,first,0.13300000000000267,-2.9209999999999994,3,10,0.0,2,0,Pause,,,-14.393163,17.192125,117.876007,-4.543788,-7.38327,-6.034025,120.144775,84.959923,-27.910538,67.582047,Tisch_Blueprint.StaticMeshComponent0 Table,0.276062,-0.295273,0.914642,-1.893005,-1.250534,-31.308945,0.976113,0.245407,-0.291748,0.924469,28.520096,0.135971,-28.644791,4.466476,0.564095,0.622339,0.866848,0.301834,-0.298035,0.905563,-27.686722,-2.426453,-33.568451,3.991058,0.380331,0.752822,0.0,0.0
205,first,0.16599999999999682,-2.8880000000000052,3,10,0.0,2,0,Pause,,,-14.42689,17.142069,117.949867,-4.525301,-6.970734,-6.146269,123.629433,89.130264,-27.838318,67.582047,Tisch_Blueprint.StaticMeshComponent0 Table,0.238647,-0.095322,0.9664,8.280487,0.05687,-30.273453,0.985152,0.22995,-0.095078,0.968536,28.368011,0.962967,-28.515244,4.455078,0.571998,0.55711,0.890149,0.254166,-0.095734,0.962402,-27.688629,-1.565613,-33.421738,3.861374,0.390563,0.680281,0.0,0.0
205,first,0.19899999999999807,-2.855000000000004,3,10,0.0,2,0,Pause,,,-14.47854,17.104031,118.043282,-4.473431,-6.418021,-6.14748,190.704269,160.768356,-47.076031,78.831596,partitionwall_15.StaticMeshComponent0 partitionwall,0.026306,0.094742,0.995148,-28.634048,-0.529861,-33.79718,0.973244,0.015411,0.101273,0.994736,27.348267,1.706741,-28.753738,4.395798,0.643779,0.499204,0.883602,0.026321,0.094742,0.995148,-28.653351,-0.530624,-33.79892,3.660736,0.464354,0.613058,0.0,0.0
205,first,0.232999999999997,-2.821000000000005,3,10,0.0,2,0,Pause,,,-14.554461,17.087603,118.118874,-4.516318,-5.974448,-6.046254,176.85585,160.768646,-6.080415,116.377632,partitionwall_15.StaticMeshComponent0 partitionwall,-0.024307,0.115097,0.993042,-29.077118,-0.588821,-33.675934,0.969982,-0.049759,0.137375,0.989258,26.903259,1.247147,-27.594177,4.468475,0.668978,0.498272,0.986624,-0.024292,0.115082,0.993057,-29.11084,-0.58992,-33.679596,3.632996,0.489096,0.610521,0.0,0.0
205,first,0.26599999999999824,-2.788000000000004,3,10,0.0,2,0,Pause,,,-14.6555,17.089796,118.173004,-4.611753,-5.656038,-5.905951,175.983826,160.768707,3.358184,121.016029,partitionwall_15.StaticMeshComponent0 partitionwall,-0.024338,0.115875,0.99295,-29.034271,-0.317184,-34.677856,1.0,-0.06134,0.13829,0.98848,26.955994,1.2202,-27.734985,4.35643,0.669408,0.500148,1.0,-0.024246,0.115814,0.992966,-29.189163,-0.321426,-34.697067,3.524902,0.491918,0.611328,0.049955,0.049955
205,first,0.2989999999999995,-2.7550000000000026,3,10,0.0,2,0,Pause,,,-14.749252,17.096853,118.197678,-4.721157,-5.460203,-5.727871,176.049774,160.768707,3.903229,121.787338,partitionwall_15.StaticMeshComponent0 partitionwall,-0.054398,0.123962,0.990784,26.908737,1.335434,-28.207092,1.0,-0.054443,0.124008,0.990784,27.018829,1.338791,-28.194473,4.283279,0.666661,0.502556,1.0,-0.025726,0.097961,0.994843,-29.201385,-0.376404,-34.636581,3.600464,0.492659,0.615808,0.090836,0.090836
205,first,0.3329999999999984,-2.7210000000000036,3,10,0.0,2,0,Pause,,,-14.82696,17.093967,118.223167,-4.715268,-5.294106,-5.564456,175.836639,160.768753,9.731961,123.741684,partitionwall_15.StaticMeshComponent0 partitionwall,-0.02478,0.094498,0.995209,-26.894028,-0.376389,-34.215836,1.0,-0.058975,0.117325,0.991333,27.058334,1.267349,-27.981644,4.179367,0.665943,0.504044,1.0,-0.023315,0.093521,0.995331,-29.19693,-0.446548,-34.481934,3.507324,0.49199,0.617308,0.122017,0.122017
205,first,0.36599999999999966,-2.6880000000000024,3,10,0.0,2,0,Pause,,,-14.898485,17.087151,118.225792,-4.650304,-5.19677,-5.386781,176.084183,160.768723,4.993327,118.860664,partitionwall_15.StaticMeshComponent0 partitionwall,-0.025299,-0.013199,0.999588,-3.443756,-0.320389,-31.107437,1.0,-0.044373,-0.007843,0.998978,27.025482,0.908066,-28.439713,4.139938,0.665172,0.541533,1.0,-0.009323,-0.01767,0.999786,-28.929749,-1.347946,-33.338852,3.440231,0.480027,0.656366,0.210226,0.210226
205,first,0.3990000000000009,-2.655000000000001,3,10,0.0,2,0,Pause,,,-14.950785,17.088842,118.218254,-4.660305,-5.195356,-5.214173,177.06076,160.768723,5.505728,99.806519,partitionwall_15.StaticMeshComponent0 partitionwall,-0.032761,-0.023407,0.999176,25.407028,0.612961,-28.326096,1.0,-0.033447,-0.022675,0.999176,27.119324,0.674377,-28.157349,4.026291,0.659866,0.549226,1.0,-0.011322,-0.046463,0.998856,-28.981842,-1.337906,-33.68634,3.312363,0.48214,0.66474,0.243195,0.243195
