ID,cond,time,rel_time,dimension,stimulus,onset,controllerleftclick,controllerrightclick,stimulus_ue,2d_x,2d_y,playerlocationX,playerlocationY,playerlocationZ,playerrotationRoll,playerrotationPitch,playerrotationYaw,raydistance,rayimpactpointX,rayimpactpointY,rayimpactpointZ,rayhitcomponent,combined.gaze_direction_normalized.X,combined.gaze_direction_normalized.Y,combined.gaze_direction_normalized.Z,combined.gaze_origin_mm.X,combined.gaze_origin_mm.Y,combined.gaze_origin_mm.Z,left.eye_openness,left.gaze_direction_normalized.X,left.gaze_direction_normalized.Y,left.gaze_direction_normalized.Z,left.gaze_origin_mm.X,left.gaze_origin_mm.Y,left.gaze_origin_mm.Z,left.pupil_diameter_mm,left.pupil_position_in_sensor_area.X,left.pupil_position_in_sensor_area.Y,right.eye_openness,right.gaze_direction_normalized.X,right.gaze_direction_normalized.Y,right.gaze_direction_normalized.Z,right.gaze_origin_mm.X,right.gaze_origin_mm.Y,right.gaze_origin_mm.Z,right.pupil_diameter_mm,right.pupil_position_in_sensor_area.X,right.pupil_position_in_sensor_area.Y,left.eye_wide,right.eye_wide
189,first,0.0,-3.0649999999999977,3,10,0.0,0,4,Pause,,,0.93234,-4.580891,119.661644,7.207167,16.317245,5.365775,173.462219,160.769089,58.129726,144.333923,partitionwall_15.StaticMeshComponent0 partitionwall,-0.276505,-0.139648,0.950806,0.23114,5.553146,-33.114944,1.0,-0.293747,-0.140366,0.945511,30.261978,4.20903,-32.299515,3.03244,0.608014,0.497966,0.902962,-0.258102,-0.138824,0.956085,-31.680908,6.981461,-33.981461,2.909729,0.600641,0.400853,0.316026,0.0
189,first,0.021999999999998465,-3.0429999999999993,3,10,0.0,0,4,Pause,,,0.935933,-4.576993,119.660805,7.212746,16.315054,5.361305,173.511719,160.769089,58.108208,144.765167,partitionwall_15.StaticMeshComponent0 partitionwall,-0.275864,-0.13974,0.950974,-0.200409,5.57431,-33.125992,1.0,-0.29306,-0.139832,0.945801,30.26297,4.210876,-32.299301,3.010284,0.60791,0.497803,1.0,-0.257996,-0.139603,0.955994,-31.683578,6.983383,-33.980347,2.900101,0.600718,0.40089,0.312538,0.312538
189,first,0.04399999999999693,-3.021000000000001,3,10,0.0,0,4,Pause,,,0.936507,-4.575765,119.662819,7.209691,16.301762,5.348912,173.442383,160.769104,57.947506,144.695435,partitionwall_15.StaticMeshComponent0 partitionwall,-0.273712,-0.140991,0.951416,-0.254089,5.57692,-33.126968,1.0,-0.291016,-0.142258,0.946075,30.265274,4.211273,-32.298935,2.996658,0.607539,0.498126,1.0,-0.255814,-0.139618,0.956589,-31.685303,6.983353,-33.979736,2.896713,0.600433,0.400853,0.317284,0.317284
189,first,0.0659999999999954,-2.9990000000000023,3,10,0.0,0,4,Pause,,,0.936459,-4.573607,119.657112,7.219389,16.303469,5.357102,173.27121,160.769089,57.564865,144.461243,partitionwall_15.StaticMeshComponent0 partitionwall,-0.274429,-0.139771,0.951385,-0.276535,5.577728,-33.127182,1.0,-0.291519,-0.141235,0.946075,30.267456,4.211014,-32.298492,2.994751,0.607539,0.497982,1.0,-0.256775,-0.138199,0.956528,-31.686905,6.9832,-33.979385,2.897034,0.600641,0.40064,0.307926,0.307926
189,first,0.08799999999999386,-2.977000000000004,3,10,0.0,0,4,Pause,,,0.942263,-4.572594,119.655899,7.230138,16.294516,5.345896,173.327057,160.769104,57.661705,144.646652,partitionwall_15.StaticMeshComponent0 partitionwall,-0.273972,-0.139511,0.951553,-0.296646,5.577576,-33.126953,1.0,-0.291672,-0.141174,0.94603,30.268311,4.2108,-32.297699,2.994354,0.607533,0.497974,1.0,-0.255707,-0.137756,0.956879,-31.691666,6.981461,-33.978745,2.902679,0.600641,0.400612,0.329932,0.329932
189,first,0.1109999999999971,-2.9540000000000006,3,10,0.0,0,4,Pause,,,0.95139,-4.577982,119.656944,7.227193,16.302261,5.337125,173.283737,160.769089,57.535339,144.706467,partitionwall_15.StaticMeshComponent0 partitionwall,-0.279999,-0.141312,0.949539,-0.036667,5.596375,-33.113602,1.0,-0.297531,-0.143311,0.943878,30.279739,4.249054,-32.284424,2.99057,0.608018,0.496898,0.904882,-0.261581,-0.139175,0.955078,-31.701385,7.003616,-33.979675,2.841095,0.6019,0.400108,0.297589,0.0
189,first,0.13299999999999557,-2.932000000000002,3,10,0.0,0,4,Pause,,,0.95571,-4.577303,119.652351,7.215715,16.30291,5.326435,173.657562,160.769089,58.679379,144.45575,partitionwall_15.StaticMeshComponent0 partitionwall,-0.276398,-0.143234,0.950302,-1.592651,5.703644,-33.144424,1.0,-0.293121,-0.14563,0.944916,30.276581,4.285767,-32.272675,2.940079,0.607528,0.495806,0.872678,-0.260529,-0.14093,0.955109,-31.695114,7.042923,-33.96785,2.853943,0.601501,0.398902,0.220962,0.0
189,first,0.15499999999999403,-2.9100000000000037,3,10,0.0,0,4,Pause,,,0.958097,-4.580843,119.649437,7.209975,16.273376,5.317866,173.329147,160.769089,57.960308,143.981125,partitionwall_15.StaticMeshComponent0 partitionwall,-0.169556,-0.113083,0.979004,8.737991,5.501526,-32.808517,0.994611,-0.180664,-0.11557,0.97673,30.866013,4.550552,-32.274704,2.87204,0.570047,0.481199,0.784752,-0.149506,-0.108597,0.982773,-31.075745,7.21254,-33.768967,2.770004,0.562205,0.38515,0.0,0.0
189,first,0.1769999999999996,-2.887999999999998,3,10,0.0,0,4,Pause,,,0.961098,-4.585075,119.640327,7.195401,16.246103,5.320092,167.889847,160.768951,38.259945,148.149063,partitionwall_15.StaticMeshComponent0 partitionwall,-0.066879,-0.116226,0.990967,17.863724,5.266373,-32.981384,0.90075,-0.071213,-0.122559,0.989899,31.408127,4.738083,-32.894394,2.900574,0.534972,0.481005,0.814052,-0.051437,-0.093597,0.994278,-30.37439,7.147812,-33.291199,2.857269,0.522371,0.380617,0.0,0.0
189,first,0.19899999999999807,-2.8659999999999997,3,10,0.0,0,4,Pause,,,0.972195,-4.593134,119.637207,7.186451,16.216679,5.312378,164.086838,160.768829,20.812193,146.915146,partitionwall_15.StaticMeshComponent0 partitionwall,-0.047684,-0.12204,0.991364,28.114746,4.75264,-32.480637,0.898671,-0.049515,-0.123459,0.991104,31.636658,4.611435,-32.440399,2.904144,0.523745,0.481363,0.848028,-0.017532,-0.098541,0.994965,-30.238297,7.092331,-33.147308,2.910385,0.512418,0.382052,0.0,0.0
