ID,cond,time,rel_time,dimension,stimulus,onset,controllerleftclick,controllerrightclick,stimulus_ue,2d_x,2d_y,playerlocationX,playerlocationY,playerlocationZ,playerrotationRoll,playerrotationPitch,playerrotationYaw,raydistance,rayimpactpointX,rayimpactpointY,rayimpactpointZ,rayhitcomponent,combined.gaze_direction_normalized.X,combined.gaze_direction_normalized.Y,combined.gaze_direction_normalized.Z,combined.gaze_origin_mm.X,combined.gaze_origin_mm.Y,combined.gaze_origin_mm.Z,left.eye_openness,left.gaze_direction_normalized.X,left.gaze_direction_normalized.Y,left.gaze_direction_normalized.Z,left.gaze_origin_mm.X,left.gaze_origin_mm.Y,left.gaze_origin_mm.Z,left.pupil_diameter_mm,left.pupil_position_in_sensor_area.X,left.pupil_position_in_sensor_area.Y,right.eye_openness,right.gaze_direction_normalized.X,right.gaze_direction_normalized.Y,right.gaze_direction_normalized.Z,right.gaze_origin_mm.X,right.gaze_origin_mm.Y,right.gaze_origin_mm.Z,right.pupil_diameter_mm,right.pupil_position_in_sensor_area.X,right.pupil_position_in_sensor_area.Y,left.eye_wide,right.eye_wide
180,first,0.0,-3.0990000000000038,2,16,0.0,3,0,Pause,890.00061,562.738464,-0.538427,3.096616,122.238205,-0.892861,4.284557,0.252067,87.679939,84.639275,23.889633,121.811714,A_StateManager_2.ScreenWidget,-0.235077,-0.07814,0.968826,30.011597,2.295532,-24.04158,1.0,-0.23674,-0.077911,0.96843,31.450912,2.363312,-24.025131,2.849411,0.593031,0.458525,1.0,-0.163651,-0.087509,0.98262,-30.80069,-0.568161,-24.736343,2.892242,0.534193,0.548555,0.248794,0.248794
180,first,0.034000000000006025,-3.0649999999999977,2,16,0.0,3,0,Pause,830.769714,521.464722,-0.532895,3.126061,122.232124,-0.836089,4.253152,0.29786,87.755836,84.639275,24.260462,121.877419,A_StateManager_2.ScreenWidget,-0.194565,-0.083893,0.97728,-3.787521,0.703888,-24.425049,1.0,-0.234314,-0.080536,0.968811,31.463272,2.361313,-24.014359,2.815979,0.592221,0.458943,1.0,-0.163864,-0.086365,0.982681,-30.808334,-0.566559,-24.739868,2.871078,0.534468,0.548281,0.240178,0.240178
180,first,0.06700000000000017,-3.0320000000000036,2,16,0.0,3,0,Pause,836.067322,522.403381,-0.531384,3.149271,122.224442,-0.758086,4.227935,0.346001,86.95269,84.639275,20.639675,121.321571,A_StateManager_2.ScreenWidget,-0.191452,-0.083878,0.977905,-6.783707,0.562164,-24.458389,1.0,-0.235947,-0.080276,0.96843,31.481003,2.361526,-24.010468,2.838196,0.591913,0.458889,1.0,-0.163315,-0.08606,0.982803,-30.811859,-0.567719,-24.73967,2.867691,0.534468,0.548239,0.239965,0.239965
180,first,0.10000000000000142,-2.9990000000000023,2,16,0.0,3,0,Pause,784.341736,514.462708,-0.515023,3.168333,122.210869,-0.69584,4.203428,0.363791,86.885284,84.639275,20.400238,121.282768,A_StateManager_2.ScreenWidget,-0.192123,-0.083832,0.977768,-6.304642,0.582367,-24.448181,1.0,-0.236404,-0.080383,0.968323,31.493988,2.361679,-24.007751,2.839767,0.591576,0.458889,1.0,-0.163193,-0.085983,0.982834,-30.811859,-0.571274,-24.733734,2.859436,0.534435,0.548281,0.248402,0.248402
180,first,0.13300000000000267,-2.966000000000001,2,16,0.0,3,0,Pause,780.921143,513.908386,-0.500649,3.177679,122.19503,-0.639745,4.150849,0.393979,86.89299,84.639275,20.514307,121.181343,A_StateManager_2.ScreenWidget,-0.19342,-0.083817,0.977524,-5.658356,0.612717,-24.433807,1.0,-0.237854,-0.080215,0.967972,31.505051,2.36235,-24.007751,2.854385,0.59147,0.458866,1.0,-0.163132,-0.086151,0.982834,-30.811752,-0.571472,-24.722183,2.846817,0.534404,0.548205,0.241231,0.241231
180,first,0.1670000000000016,-2.932000000000002,2,16,0.0,3,0,Pause,782.550781,512.459473,-0.49521,3.185821,122.185944,-0.587979,4.107177,0.417604,86.918945,84.639275,20.675316,121.117577,A_StateManager_2.ScreenWidget,-0.192047,-0.084412,0.977737,-4.690521,0.662231,-24.410263,1.0,-0.23259,-0.082169,0.969086,31.515137,2.374664,-24.006332,2.858002,0.590113,0.458777,1.0,-0.162598,-0.085938,0.982925,-30.810593,-0.573151,-24.701675,2.847,0.53425,0.548032,0.232212,0.232212
180,first,0.20000000000000284,-2.899000000000001,2,16,0.0,3,0,Pause,784.850891,511.548492,-0.477457,3.196752,122.192429,-0.565106,4.089924,0.436912,86.883064,84.639275,20.588818,121.040565,A_StateManager_2.ScreenWidget,-0.191086,-0.08374,0.977982,-4.415924,0.674957,-24.393097,1.0,-0.229584,-0.083054,0.969727,31.520584,2.378174,-24.002319,2.863724,0.589341,0.458777,1.0,-0.162613,-0.084167,0.983078,-30.810593,-0.576004,-24.680115,2.841263,0.534236,0.547558,0.233743,0.233743
180,first,0.2330000000000041,-2.8659999999999997,2,16,0.0,3,0,Pause,783.615234,510.448334,-0.464761,3.195572,122.19603,-0.582525,4.122326,0.460701,86.858505,84.639275,20.533661,121.150055,A_StateManager_2.ScreenWidget,-0.190323,-0.083023,0.978195,-4.345291,0.67897,-24.37944,1.0,-0.228348,-0.082611,0.970062,31.522644,2.381836,-23.998642,2.890533,0.588977,0.458555,1.0,-0.162079,-0.083252,0.983246,-30.810608,-0.577484,-24.660416,2.867752,0.534141,0.54727,0.257169,0.257169
180,first,0.267000000000003,-2.8320000000000007,2,16,0.0,3,0,Pause,782.827271,512.012451,-0.446436,3.190768,122.211906,-0.591188,4.164018,0.46689,86.826233,84.639275,20.464386,121.295738,A_StateManager_2.ScreenWidget,-0.189072,-0.08316,0.978424,-4.743835,0.662689,-24.375153,1.0,-0.228333,-0.083633,0.969971,31.532776,2.389633,-23.996109,2.921387,0.588587,0.458506,1.0,-0.160675,-0.082748,0.983521,-30.810745,-0.578201,-24.647522,2.89209,0.533878,0.547082,0.252262,0.252262
180,first,0.30000000000000426,-2.7989999999999995,2,16,0.0,3,0,Pause,781.837646,514.093689,-0.43543,3.178966,122.217682,-0.536534,4.151942,0.471515,86.794342,84.639275,20.344444,121.269455,A_StateManager_2.ScreenWidget,-0.186981,-0.083649,0.97879,-4.950134,0.654892,-24.366013,1.0,-0.226257,-0.083817,0.970444,31.536392,2.394699,-23.994919,2.925247,0.588057,0.458349,1.0,-0.158981,-0.08345,0.983734,-30.810455,-0.578201,-24.629044,2.915314,0.533541,0.54706,0.223276,0.223276
