,ID,dimension,Correct,Equal fixation duration between figures,Equal fixation duration within figure,Mean fixation duration,Mean head movement,Mean head rotation,Mean pupil diameter,Mean regressive fixation duration,Mean saccade duration,Mean saccade velocity,Pupil diameter amplitude,RT,Strategy ratio
0,100,2,0.8571428571428571,0.8039993970119002,0.22875690600239854,0.270165057269995,0.4840117158315676,1.46673096848954,-0.01168703244942866,0.1565148809523799,0.0456546420841075,198.82096731880304,0.23222135714285713,4.534035714285715,1.2452380952380953
1,100,3,0.8928571428571429,0.7297765556285013,0.37807851960378286,0.21163427321686343,3.0656821324351973,4.62090596554902,-0.16825493860674928,0.15180654761904794,0.043911015769944085,203.6327268556052,0.3636567142857143,3.2588214285714288,0.7397959183673469
2,102,2,0.8214285714285714,0.7562840350573045,0.17667304052183747,0.2274902189942564,0.4653679163417506,1.0611925352737432,0.07954905952140963,0.16388690476190468,0.0584761911386381,212.35040508007978,0.3471234464285714,5.508678571428575,1.0671536796536798
3,102,3,1.0,0.6744651107962937,0.47242967247813816,0.21900833591012442,1.0740675866237555,1.6925674156586097,0.01575917132438315,0.150446428571426,0.05981349850546377,231.26427562266585,0.3648905535714285,2.7012857142857123,0.49518140589569154
4,103,2,0.8928571428571429,0.7334109644911821,0.21286888228830345,0.2625436556283135,0.9936022204657455,2.282899188884951,-0.07174153585773861,0.20122996031745846,0.045179367190995294,218.94864232606324,0.4444244821428572,9.143107142857145,2.0340136054421767
5,103,3,0.7857142857142857,0.8111253277515236,0.5277944504679203,0.23892463248656107,2.4404259319885777,4.873822580659796,-0.36015324992842107,0.22989056122448948,0.04503101266423637,229.7893935008754,0.6095507678571427,5.848142857142858,0.9755759121830551
6,105,2,0.6428571428571429,0.8383060739819006,0.18759969781364244,0.18384281187518936,0.4076278574725615,1.1192287348798922,0.04017454758314056,0.13916011904761816,0.0442866627733155,248.74063345157825,0.1918958214285714,5.835035714285717,2.123639455782313
7,105,3,0.6428571428571429,0.7297834746980577,0.3796362734677789,0.18920305168687399,0.5825434932705592,1.5347662765054209,-0.2942339869928657,0.12495059523809496,0.045363228388674556,253.847033986718,0.4994591964285715,4.151178571428569,0.9877333975548261
8,106,2,0.8571428571428571,0.7435940670944944,0.141709685453988,0.20687961100563637,0.4574930690491175,1.477812272883644,0.06435390806924265,0.16681174559567788,0.04493438211195998,237.59838081110948,0.2991659821428571,13.995178571428577,3.1878968253968254
9,106,3,0.9285714285714286,0.7933664824785459,0.4804643619839123,0.21838533956911174,0.850119296597333,2.374362463231759,-0.11053228271209037,0.21244577922078303,0.04527950651110616,259.0214149605036,0.34976575,10.13639285714286,1.1780510514229001
10,107,2,0.8571428571428571,0.6434560166169465,0.26517358800404317,0.2570928146258502,0.379887195715403,1.2037578097187116,-0.058075290312475825,0.06394642857142925,0.06007566609977357,220.4674324681351,0.3551488035714284,3.097571428571427,0.34
11,107,3,0.6071428571428571,0.6015047852735357,0.24666937724929427,0.2317285714285722,0.42086187057894825,1.2627325401283975,-0.18994796486751722,0.12291369047618968,0.0562085034013611,224.83569589461902,0.49695535714285716,2.5041785714285747,0.5295068027210884
12,108,2,0.8214285714285714,0.8259352930810773,0.1976421146171865,0.22330676753616982,0.4309819583335554,1.4691443752807434,0.01079724755215612,0.22861254572937453,0.04609376954484977,218.41624107084473,0.33739180357142856,14.83,3.5304821170892597
13,108,3,0.8571428571428571,0.8051745978186491,0.5745685177100714,0.2231250981463924,0.394703876103791,1.04087464738836,-0.000794553304140041,0.22554847369892098,0.04594068597280671,234.9305877640338,0.4836221428571427,12.967821428571424,0.6994660207200288
14,109,2,0.8928571428571429,0.6034522228652011,0.18019937115445364,0.20871209650645706,0.4124048740935886,1.2545132026593269,0.1509396575821383,0.11520238095238541,0.04635743171781041,227.88535528811477,0.3612338571428571,6.873821428571428,1.1220238095238095
15,109,3,0.8928571428571429,0.6447319224482968,0.5061163060889873,0.19571187538651763,0.39925488324265984,1.0928914445608255,-0.03660690752268921,0.14391845238095402,0.047855011520864126,244.0036814966302,0.41181832142857144,4.595821428571425,0.7276528035456608
16,110,2,0.8928571428571429,0.7351580018207506,0.22717386410385979,0.1965431954389725,0.42936648502908026,1.6883546660819913,0.03372293257563249,0.1311609977324278,0.0494482884531108,202.79404693394977,0.2504067857142856,11.776250000000003,2.339455782312925
17,110,3,1.0,0.7667044682256137,0.5228296641309419,0.21495262572558985,0.9007446981105982,2.7268916647891537,-0.004937931992760308,0.1998386999244142,0.04669700151954275,206.96521930539242,0.36967489285714267,11.63425,1.5845008749420515
18,111,2,0.9285714285714286,0.6210814659255878,0.10631244100899855,0.2141212093462103,0.39470627072315256,0.9845661069232591,-0.004054577074036617,0.10894642857142951,0.051249648119737264,230.88833353362193,0.36780901785714276,4.637964285714288,0.6025641025641025
19,111,3,0.7142857142857143,0.7092013473728495,0.2934928411372303,0.18784312869670064,0.8750281631861545,2.43417290097463,-0.043600991616963514,0.1299940476190467,0.05487467261490545,219.1397666855737,0.6159305357142858,4.601535714285715,0.8696273964131107
20,112,2,0.8214285714285714,0.44733801336868784,0.06667191124284674,0.20517546154825436,0.5430659179205538,1.9581089184535438,0.035419882240538485,0.06266071428571482,0.04170276770964821,246.85193764774044,0.29658642857142853,3.0564642857142865,0.2986111111111111
21,112,3,0.9285714285714286,0.43700344973438604,0.3351914868319624,0.18368646384479762,0.8323551692216806,3.6853683295559994,-0.11155537972383837,0.11763690476190544,0.04358058495003013,285.44907159106424,0.42564020370370365,2.453285714285716,0.5718095238095238
22,158,2,0.8928571428571429,0.7599526614308859,0.15010870574554228,0.25248167295608565,0.3332961074227843,0.827717892921023,0.11398667509738282,0.23642797619047753,0.051557398950255906,259.1126251515704,0.25186949999999997,7.107107142857146,2.0518707482993195
23,158,3,0.9642857142857143,0.700807871056421,0.42590918221243707,0.26930707693987466,0.2885778960552042,0.7219990961553473,0.14397920017562682,0.26396318027210963,0.05292645305208379,251.88063566886504,0.33099175,5.466571428571432,0.5827522675736961
24,159,2,1.0,0.6842629529388168,0.2373774978894811,0.2627541759097229,0.36018542967400774,1.0323398820632765,0.07097537449030179,0.16225765306122447,0.04662968040198351,276.73984824546375,0.22452569642857137,5.351035714285712,0.8142857142857143
25,159,3,1.0,0.6273410533853223,0.4712844197172284,0.2241082670830576,0.5612765744400717,1.648431695964558,-0.02346051357222836,0.15729528061224668,0.05041036193032034,272.5321938219093,0.3533247678571428,4.828000000000001,0.7459990406418978
26,160,2,0.75,0.6332175986557542,0.1800387177408791,0.20765492154327223,0.45510572656139775,0.9990782482710444,0.23596014587491046,0.18536607014017883,0.05828742158975682,225.2231259871822,0.43716267857142854,15.766107142857146,4.357234432234432
27,160,3,0.9285714285714286,0.7378570361735618,0.63247057043373,0.19790700834627306,1.0731457851254427,2.050041619705588,-0.002528423567707569,0.18269572331386555,0.05658565040242047,245.8700945920759,0.520946388888889,14.189428571428575,1.4875970073998748
28,161,2,0.9285714285714286,0.4736501721657855,0.03455071423972638,0.2000434665532889,0.4813639011071699,2.425696668138165,-0.013708845368256204,0.05653571428571364,0.062055437023297,208.33230050106155,0.2892652142857142,2.5361785714285716,0.3977272727272727
29,161,3,0.8928571428571429,0.7012729050986017,0.23701394553622449,0.21329134070294956,0.5390555112026292,2.852001452029849,-0.10459923562674592,0.14686547619047766,0.05742001649144655,217.4024330307416,0.407019107142857,2.4799642857142827,0.39179421768707484
