ID,dimension,Correct,RT,Mean fixation duration,Mean fixation rate,Mean regressive fixation duration,Equal fixation duration between figures,Equal fixation duration within figure,Strategy ratio,Mean saccade velocity,Mean saccade rate,Mean pupil diameter,Pupil diameter amplitude,Mean distance to figure,Mean horizontal head movement
100.0,2,0.8571428571428571,4.534035714285715,0.270165057269995,2.2480465670731182,0.1565148809523799,0.8039993970119002,0.22875690600239854,1.2452380952380953,198.82096731880304,1.6084907871476672,-0.01168703244942866,0.23222135714285713,104.18669115873432,2.26017343200223
100.0,3,0.8928571428571429,3.2588214285714288,0.21163427321686343,2.377170707650059,0.15180654761904794,0.7297765556285013,0.37807851960378286,0.7397959183673469,203.6327268556052,2.1084559869327344,-0.16825493860674928,0.3636567142857143,103.36492857556584,3.5775124333674433
102.0,2,0.8214285714285714,5.508678571428575,0.2274902189942564,2.718659422002183,0.16388690476190468,0.7562840350573045,0.17667304052183747,1.0671536796536798,212.35040508007978,2.16386968141668,0.07954905952140963,0.3471234464285714,90.2292416593956,2.3181104827952086
102.0,3,1.0,2.7012857142857123,0.21900833591012442,3.051179703001954,0.150446428571426,0.6744651107962937,0.47242967247813816,0.49518140589569154,231.26427562266585,2.4281781892560104,0.01575917132438315,0.3648905535714285,86.31003903797978,3.0823054875445073
103.0,2,0.8928571428571429,9.143107142857145,0.2625436556283135,2.699520779500236,0.20122996031745846,0.7334109644911821,0.21286888228830345,2.0340136054421767,218.94864232606324,1.485782809941231,-0.07174153585773861,0.4444244821428572,109.60289190924185,1.0404136943480815
103.0,3,0.7857142857142857,5.848142857142858,0.23892463248656107,2.7361503014931245,0.22989056122448948,0.8111253277515236,0.5277944504679203,0.9755759121830551,229.7893935008754,1.619938324240979,-0.36015324992842107,0.6095507678571427,108.69731797101323,2.11126699394414
105.0,2,0.6428571428571429,5.835035714285717,0.18384281187518936,2.9003238908544504,0.13916011904761816,0.8383060739819006,0.18759969781364244,2.123639455782313,248.74063345157825,2.0363440820240766,0.04017454758314056,0.1918958214285714,90.77120102131668,5.138099251975452
105.0,3,0.6428571428571429,4.151178571428569,0.18920305168687399,2.757292054075633,0.12495059523809496,0.7297834746980577,0.3796362734677789,0.9877333975548261,253.847033986718,2.3074499168588987,-0.2942339869928657,0.4994591964285715,87.61814114173752,5.223154993439926
106.0,2,0.8571428571428571,13.995178571428577,0.20687961100563637,2.060937312987118,0.16681174559567788,0.7435940670944944,0.141709685453988,3.1878968253968254,237.59838081110948,1.4478216285035732,0.06435390806924265,0.2991659821428571,91.75827804588775,5.678894500704318
106.0,3,0.9285714285714286,10.13639285714286,0.21838533956911174,2.4629438345306554,0.21244577922078303,0.7933664824785459,0.4804643619839123,1.1780510514229001,259.0214149605036,1.4378350670318933,-0.11053228271209037,0.34976575,89.00608893811714,5.820666518697443
107.0,2,0.8571428571428571,3.097571428571427,0.2570928146258502,1.849856899042703,0.06394642857142925,0.6434560166169465,0.26517358800404317,0.34,220.4674324681351,1.9199858342814669,-0.058075290312475825,0.3551488035714284,93.808428169165,2.0736148436638917
107.0,3,0.6071428571428571,2.5041785714285747,0.2317285714285722,2.124922475640291,0.12291369047618968,0.6015047852735357,0.24666937724929427,0.5295068027210884,224.83569589461902,2.212253716162764,-0.18994796486751722,0.49695535714285716,93.4747090849806,2.000577487506476
108.0,2,0.8214285714285714,14.83,0.22330676753616982,2.3081384819829123,0.22861254572937453,0.8259352930810773,0.1976421146171865,3.5304821170892597,218.41624107084473,1.361470399549559,0.01079724755215612,0.33739180357142856,110.4517187247508,9.986902115076116
108.0,3,0.8571428571428571,12.967821428571424,0.2231250981463924,2.592349313591503,0.22554847369892098,0.8051745978186491,0.5745685177100714,0.6994660207200288,234.9305877640338,1.7674395755298973,-0.000794553304140041,0.4836221428571427,111.8432632538626,12.394557719730411
109.0,2,0.8928571428571429,6.873821428571428,0.20871209650645706,2.2603515755353447,0.11520238095238541,0.6034522228652011,0.18019937115445364,1.1220238095238095,227.88535528811477,2.296305058388046,0.1509396575821383,0.3612338571428571,91.55181758808321,9.08544911515912
109.0,3,0.8928571428571429,4.595821428571425,0.19571187538651763,2.143745895967062,0.14391845238095402,0.6447319224482968,0.5061163060889873,0.7276528035456608,244.0036814966302,2.697464511967779,-0.03660690752268921,0.41181832142857144,90.64654108074407,9.54008745596684
110.0,2,0.8928571428571429,11.776250000000003,0.1965431954389725,2.3917318835383723,0.1311609977324278,0.7351580018207506,0.22717386410385979,2.339455782312925,202.79404693394977,1.8590190073961956,0.03372293257563249,0.2504067857142856,90.73471540144826,2.945218583494868
