ID,dimension,condition,stimulus,Number of Fixations,Mean fixation rate,Number of Saccades,Mean saccade rate,Mean fixation duration during head movement,Mean distance to figure,Mean angle around figure,Mean horizontal head movement
111,2,second,29,14,1.8842530282637955,16,2.1534320323014806,0.132000000000005,90.677085594398,8.264305157649034,3.8671168526785715
111,2,second,30,5,2.8868360277136276,3,1.7321016166281764,0.1330000000000097,90.51583193869962,8.310297669052181,3.6099297358490556
111,3,first,1,9,2.257336343115119,11,2.7589666415851455,0.1440000000000054,88.34996338115357,9.482865922297664,3.732815952662722
111,3,first,2,9,1.8288965657386682,14,2.844950213371262,0.1779999999999972,88.35052831036766,9.47111293898662,3.679842690607734
111,3,first,3,6,1.0197144799456177,15,2.549286199864044,,89.12509165563817,9.163410061823665,4.303380804123711
111,3,first,4,2,0.7320644216690994,6,2.196193265007298,0.1339999999999861,88.73235480979469,9.312292001332365,4.027691420454546
111,3,first,5,11,1.653389448369159,17,2.5552382383887,0.1659999999999968,88.08537223846548,11.519958694210338,10.42313662672811
111,3,first,6,5,1.1598237067965727,14,3.2475063790304035,0.15349999999999392,88.96277297841435,9.883134139691185,6.947069615384616
111,3,first,7,3,1.667593107281817,4,2.223457476375756,,88.6120113898161,9.280596346398253,3.33447053030303
111,3,first,8,5,0.9223390518354561,16,2.951484965873459,,87.98641139612765,9.511781282160376,2.2388791011904763
111,3,first,9,8,1.7656146546016365,8,1.7656146546016365,,88.26993229629281,9.723649468414463,4.917358328467153
111,3,first,10,6,2.3391812865497097,5,1.9493177387914247,0.2000000000000037,89.02200248346858,9.067622140165472,3.4249450897435896
111,3,first,11,7,1.4934926392148549,10,2.1335609131640783,0.1835000000000022,88.62798038721495,9.342611050174435,3.8210598620689655
111,3,first,12,4,1.74825174825174,6,2.62237762237761,0.11650000000000199,89.02724850220082,9.17732541743351,4.100511185185185
111,3,first,13,6,2.4429967426709926,9,3.6644951140064888,0.1660000000000252,88.71724326977393,9.311630089834505,3.961638158536585
111,3,first,14,3,0.8441193021947164,10,2.8137310073157216,0.1329999999999813,89.91792475848798,8.67021779794621,3.6845404824561405
111,3,first,15,9,1.265644775699622,25,3.51567993249895,0.12966666666666993,89.47328572216865,9.13179799032496,5.082387216730037
111,3,first,16,8,1.7877094972067062,8,1.7877094972067062,0.1659999999999968,88.51411201304288,9.377062504344561,3.652107244897959
111,3,first,17,14,1.1428571428571428,26,2.122448979591837,0.1500000000000021,87.40102406577037,10.993987189911186,7.775195719298246
111,3,first,18,9,1.3597220123885785,19,2.8705242483758875,,89.38423676851414,9.042821361679648,4.4336863518518514
111,3,first,19,6,2.3696682464454875,6,2.3696682464454875,0.200000000000017,88.69010554422658,9.280140157598744,3.620742000000001
111,3,first,20,3,2.0174848688634714,5,3.362474781439119,0.12700000000000328,88.52002729003134,9.32009895765303,3.2861692599999994
111,3,first,21,18,1.5997156061144673,24,2.132954141485956,0.14879999999999993,87.87308694711815,10.011481646639256,4.917049863888889
111,3,first,22,10,2.0048115477145148,8,1.6038492381716116,0.16400000000001566,88.76939733961224,9.308234558751321,4.100334022857143
111,3,first,23,7,2.573529411764707,5,1.8382352941176479,0.1559999999999934,88.69890750827379,9.275224735477638,3.6873407708333334
111,3,first,24,9,1.7058377558756646,7,1.3267626990144057,0.1000000000000014,88.62319256831877,9.390594604151406,4.093624255952381
111,3,first,25,7,1.7513134851138292,10,2.5018764073054705,,89.57539305574645,8.853027242510016,3.9295523388429756
111,3,first,26,21,2.4330900243309004,14,1.6220600162206,0.1444999999999936,88.60698770217293,9.354335445757371,3.8378615783972125
111,3,first,27,6,2.308580223162751,10,3.847633705271252,0.1340000000000003,88.37417671552505,9.431805305175176,3.488595397590361
111,3,first,28,5,1.200480192076833,11,2.6410564225690325,0.2330000000000041,88.76290574229644,9.250003511863802,3.6504213253968256
111,3,first,29,13,1.5483563601715076,17,2.0247737017627405,0.1000000000000227,89.11124317365397,9.213990272184128,4.602714677042802
111,3,first,30,6,1.9455252918287917,9,2.918287937743188,0.19999999999999804,88.9362521092333,9.240043594986497,4.21578356
112,2,first,1,5,2.224199288256223,7,3.1138790035587123,,91.94670771293876,7.404822687131555,0.10311596703296701
112,2,first,2,9,2.224419179436485,14,3.4602076124567542,0.1329999999999955,91.8620593024209,7.447110242960947,0.07042355232558137
112,2,first,3,9,2.190313944998786,14,3.407155025553667,0.1110000000000042,91.8184186443569,7.466662668656966,0.27363150920245394
112,2,first,4,8,3.1031807602792827,8,3.1031807602792827,0.1580000000000154,93.11480494448573,6.759316474457443,0.16935495689655172
112,2,first,5,6,2.80636108512628,7,3.2740879326473267,0.13850000000000762,93.55846462863995,6.5468063213523315,0.3443839042553192
112,2,first,6,9,2.108716026241799,14,3.2802249297094654,,92.28621137776786,7.21544894836943,0.10620106626506028
112,2,first,7,8,2.1316280309085984,13,3.4638955502264723,0.15800000000000125,91.652729847489,7.542861550562349,0.3702174213836478
112,2,first,8,6,2.513615416841223,8,3.351487222454964,,91.85275511738219,7.449632346846606,0.1831100652173913
112,2,first,9,3,1.3562386980108394,6,2.712477396021679,,91.75529092994367,7.501554128300094,0.60919
112,2,first,10,6,1.8796992481202959,8,2.5062656641603946,0.1330000000000097,93.10202110288067,6.7958321699593265,0.58465275
112,2,first,11,17,2.598593702231733,17,2.598593702231733,0.1402000000000015,91.91134980074953,7.42345151893592,0.13723855392156867
112,2,first,12,3,0.9693053311793218,8,2.5848142164781915,,93.00546411620105,6.825733504844068,0.2764339680851064
112,2,first,13,3,1.716247139588082,5,2.8604118993134704,0.1329999999999813,92.47209809184147,7.0932009679288965,0.1831768484848485
112,2,first,14,5,1.7661603673613457,9,3.179088661250422,,91.85205939060017,7.453810684652379,0.12809246601941748
112,2,first,15,6,2.0979020979020984,7,2.447552447552448,,91.82546367297259,7.46401861853685,0.15698312643678156
112,2,first,16,6,3.1729243786356576,5,2.644103648863048,,91.97639414119205,7.388890776461996,0.10174066666666669
112,2,first,17,6,1.744693224774633,14,4.0709508578074765,0.15050000000000097,93.18494732988009,6.725613191812528,0.36443947586206893
112,2,first,18,8,2.1756867011150436,5,1.3598041881969023,,92.96123373380787,6.846528268417946,0.06222316666666667
112,2,first,19,6,2.551020408163292,6,2.551020408163292,0.1119999999999947,93.36261376925239,6.6341652624519725,0.22613758653846155
112,2,first,20,3,1.630434782608692,5,2.71739130434782,0.100999999999999,93.28988927034193,6.681466447827988,0.16264689473684207
112,2,first,21,5,2.220248667850818,6,2.6642984014209814,0.1724999999999994,91.62491273605086,7.5830832251353435,0.6898876373626375
112,2,first,22,9,2.4704913532802726,9,2.4704913532802726,,91.80011104824229,7.473382545206276,0.21073397101449276
112,2,first,23,11,2.4223739264479205,9,1.9819423034573895,,91.74502652272716,7.489812848018739,0.1802883404255319
112,2,first,24,3,1.916932907348246,5,3.194888178913743,,91.72377266047508,7.500498706493581,0.22566616666666672
112,2,first,25,4,1.699235344095168,2,0.849617672047584,,93.21939444271436,6.704390233591412,0.15067201333333333
112,2,first,26,11,2.3809523809523787,12,2.5974025974025947,0.1550000000000011,91.67778650934552,7.527283161837776,0.25306742346938776
112,2,first,27,1,0.6925207756232743,8,5.540166204986194,,92.58753145250215,7.063424536447655,0.117363
112,2,first,28,8,2.289639381797367,4,1.1448196908986834,,92.87786440295456,6.8874298891156345,0.07330555172413793
112,2,first,29,5,2.3798191337458365,7,3.331746787244171,,91.96137046424197,7.395610400709798,0.04166746874999997
112,2,first,30,3,1.377410468319561,7,3.2139577594123088,0.1029999999999802,89.98439825757318,8.449975786181245,0.7085755795454546
112,3,second,1,4,1.715265866209262,8,3.430531732418524,0.11166666666666693,74.00410502272786,17.17248801188636,1.39887470754717
112,3,second,2,7,2.4238227146814366,8,2.77008310249307,0.17749999999999486,73.73121717219395,17.310372091832942,1.655140396946565
112,3,second,3,4,1.8281535648994376,9,4.113345521023735,0.1110000000000042,74.75860167107486,16.780193830493126,1.5457431363636365
112,3,second,4,3,1.2009607686148829,8,3.2025620496396874,0.14449999999999358,74.59963786571507,16.86381768661902,1.1710971666666665
112,3,second,5,3,2.1276595744680904,2,1.4184397163120601,0.108000000000004,74.22864063869295,17.06740459544842,1.625557396226415
112,3,second,6,5,2.6178010471203845,5,2.6178010471203845,0.132000000000005,74.51149064219102,16.90782965300213,1.363293425287356
112,3,second,7,4,2.195389681668501,9,4.939626783754127,,73.20681933601048,17.60507285701026,1.6945312891566264
112,3,second,8,2,1.1841326228537445,5,2.960331557134362,,74.25415278260877,17.05032806987621,1.6860334415584413
112,3,second,9,6,1.832061068702291,12,3.664122137404582,,73.21171356722988,17.59660026126534,1.6920157445255473
112,3,second,10,3,1.5527950310559047,7,3.623188405797111,0.14500000000000357,72.36856832483106,18.062420093847052,2.0390597386363636
112,3,second,11,6,3.3575825405707778,5,2.797985450475648,,74.38017125145211,16.988701266777582,1.4750800675675677
112,3,second,12,1,0.8658008658008649,5,4.3290043290043245,,74.18683355599886,17.075540952795322,1.8370736792452826
112,3,second,13,1,1.0460251046024918,5,5.230125523012458,,74.31364019230016,17.006804144774883,1.8188510277777779
112,3,second,14,2,1.2026458208057853,7,4.209260372820249,,74.96028741022472,16.67648571234431,1.6083953278688525
112,3,second,15,8,2.573174654229672,9,2.894821486008381,0.12650000000001424,74.81244311949477,16.773600496423892,1.58349885106383
112,3,second,16,10,2.1968365553602847,12,2.636203866432342,0.11099999999999,74.4951232783759,16.932412124988733,1.4824147184466019
112,3,second,17,9,2.5966532025389437,10,2.8851702250432707,0.13349999999999795,74.24428361789059,17.070794594159203,2.046136248407643
112,3,second,18,5,2.474022761009383,8,3.9584364176150126,0.1120000000000231,74.45324103792434,16.944271645210183,1.4193390340909091
112,3,second,19,7,2.6148673888681295,7,2.6148673888681295,0.1109999999999971,74.26880303061878,17.049309778564506,1.7907940283018866
112,3,second,20,2,1.682085786375105,3,2.5231286795626575,,73.08282375753525,17.670010057837114,1.7287975581395345
112,3,second,21,9,1.9863164864268348,14,3.089825645552854,0.1275000000000119,73.15157059014855,19.563744161993917,11.365176527472526
112,3,second,22,6,2.0942408376963493,10,3.490401396160582,,74.59946181338387,16.86869464571767,1.6464057796610172
112,3,second,23,9,3.1293463143254545,6,2.0862308762169697,0.30533333333333584,72.94947845954059,17.730904425156137,1.6375066470588235
112,3,second,24,10,1.9786307874950526,16,3.165809259992084,0.1340000000000003,74.177003490955,17.107310919720877,1.8069934423963132
112,3,second,25,0,0.0,0,0.0,,74.93193816168726,16.68161114868936,1.3913456
112,3,second,26,8,1.895285477375028,10,2.369106846718785,0.20600000000000301,74.42322677737823,16.990581113031965,1.6335601627906977
112,3,second,27,4,2.402402402402414,7,4.204204204204224,0.15549999999999642,73.86566480800275,17.264707050167683,2.0256383026315787
112,3,second,28,5,2.745744096650195,6,3.2948929159802343,0.132000000000005,74.29657811431426,17.03864284313822,1.945231036144578
112,3,second,29,16,2.6433173632909313,17,2.8085246984966146,0.1229999999999975,74.21294852379707,17.062339346376035,1.3836432366412212
112,3,second,30,2,1.4673514306676454,5,3.6683785766691135,0.1330000000000097,74.59000029755036,16.884113636040293,1.8149374509803924
158,2,first,1,11,1.8345563709139399,6,1.0006671114076036,,82.26466832514137,12.459790236758982,2.1802951270718234
158,2,first,2,12,2.210351814330447,6,1.1051759071652234,0.18300000000000688,82.13106854305465,12.548141603794202,2.39395012195122
158,2,first,3,17,1.7666008521251186,14,1.4548477605736272,0.1000000000000227,81.94879617908093,12.608354403502547,1.5537377
158,2,first,4,27,1.9634935641044242,11,0.7999418224129136,0.13400000000001455,81.59370670996447,12.8371343793161,2.218763161835749
158,2,first,5,16,1.6990549007114844,11,1.1681002442391455,,81.28880445150797,13.0151702003858,2.374106753521127
158,2,first,6,9,1.7554125219426533,9,1.7554125219426533,,81.61399912705386,12.847093717643837,2.595680948387097
158,2,first,7,15,2.011802575107299,8,1.0729613733905596,,81.54822853803431,12.891023266035017,2.6969344888888886
158,2,first,8,12,1.7408965617292904,11,1.5958218482518496,,81.98907010308652,12.627385319920817,2.4237340288461535
158,2,first,9,23,2.159421650549242,7,0.6572152849497693,,81.59971048150396,12.8623805999224,2.6903534485981306
158,2,first,10,10,1.8109380659181298,6,1.086562839550878,,81.39892012170232,12.945292794743585,2.2349665988023952
158,2,first,11,22,2.231237322515213,15,1.5212981744421907,0.1670000000000016,82.28358319595384,12.458758174001991,2.307439851851852
158,2,first,12,12,1.9196928491441443,7,1.1198208286674174,0.799000000000035,81.25804675298099,13.021272320855093,2.2067662234042555
158,2,first,13,14,2.003434459072696,10,1.4310246136233542,,81.4612447928701,12.907964695492732,2.188328023923445
158,2,first,14,8,2.8632784538296234,5,1.7895490336435147,,81.59360122458693,12.818220042342409,2.007695188235294
158,2,first,15,12,1.990710019907103,8,1.327140013271402,,82.07906645575524,12.573736560509703,2.354507813186813
158,2,first,16,13,1.8667432510051698,9,1.2923607122343483,0.1490000000000009,82.41927113043906,12.363737824219433,1.999679604761905
158,2,first,17,16,2.440512507626608,9,1.372788285539967,0.2669999999999959,81.70300258173825,12.788410190355282,2.4056721161616164
158,2,first,18,8,2.2377622377622095,6,1.6783216783216572,,81.34880973840254,12.974217431866753,2.2481462432432435
158,2,first,19,14,2.114803625377642,9,1.3595166163141985,0.3103333333333371,81.72157274911386,12.777433290898028,2.3866216600000003
158,2,first,20,8,2.5388765471278876,5,1.5867978419549296,,81.36545200587399,12.962054923491829,2.2077480104166667
158,2,first,21,8,1.780547518361887,9,2.0031159581571227,0.1000000000000227,81.624046215634,12.842120388811349,2.5995563676470588
158,2,first,22,17,1.8175986314551464,13,1.389928365230406,,81.69802718314345,12.746734102948576,1.7499373865248224
158,2,first,23,10,1.5812776723592632,11,1.7394054395951895,,81.87619949323249,12.677655670781931,2.170939643979058
158,2,first,24,18,1.6944365998305488,10,0.9413536665725271,,81.80088057061312,12.727876769930564,2.302834015625
158,2,first,25,12,1.496259351620951,11,1.3715710723192052,0.6659999999999968,81.62926189064576,12.83169992035463,2.4378958884297517
158,2,first,26,11,2.2490288284604416,5,1.0222858311183824,,81.55177451036673,12.892010450230963,2.730610304054054
158,2,first,27,29,2.1287528444542287,18,1.3212948689715902,0.2839999999999989,81.63881757296588,12.81845105648852,2.380273014634146
158,2,first,28,17,2.7494743651948923,6,0.9704027171276091,,81.29329552741487,13.005173147729888,2.2573913208556147
158,2,first,29,13,1.951951951951953,8,1.2012012012012019,,82.39025597545765,12.382974902724404,2.043058736318408
158,2,first,30,12,2.2671452862270898,8,1.5114301908180598,0.1999999999999886,81.68922145619564,12.76764706317683,2.0308935625
158,3,second,1,16,1.5009380863039385,12,1.1257035647279539,0.2330000000000041,81.7694732451387,12.727973806796225,2.0118710404984426
158,3,second,2,11,2.4271844660194195,7,1.5445719329214487,0.4164999999999992,81.61877569829934,12.815133666697633,2.082421518248175
158,3,second,3,19,1.7989017231584907,9,0.8521113425487588,0.1670000000000016,81.08534125494776,13.10892931646733,2.109237613207547
158,3,second,4,5,1.1918951132300377,5,1.1918951132300377,,81.06265993626984,13.128734722157526,2.1996763228346463
158,3,second,5,10,1.5966789078716257,11,1.7563467986587882,0.1339999999999861,81.14436114540817,13.064252795971765,1.9453915661375658
158,3,second,6,9,1.915708812260545,6,1.2771392081736965,,81.13174705074482,13.079997714261905,2.0684362816901407
158,3,second,7,25,2.149982800137599,17,1.4619883040935673,,81.59174813182891,12.845762196009495,2.297552409090909
158,3,second,8,7,2.122498483929653,6,1.8192844147968457,,81.17035849417869,13.048015255062046,1.90899838
158,3,second,9,9,2.328589909443729,8,2.0698576972833145,,82.04932571801592,12.55661140623186,1.7102214615384614
158,3,second,10,9,2.6745913818722182,5,1.4858841010401211,,81.72863289458238,12.763061326237898,2.1747731666666663
158,3,second,11,8,1.6789087093389345,6,1.2591815320042008,,81.44935687641221,12.9180841891844,2.2281877152777776
158,3,second,12,11,1.875532821824388,7,1.1935208866155198,0.40050000000000807,81.06176740791086,13.127277586461114,2.1776137231638417
158,3,second,13,13,1.6011824116270421,9,1.108510900357183,0.4994999999999976,81.02938675022875,13.149256053528203,2.238730502024292
158,3,second,14,5,2.2163120567375607,4,1.7730496453900484,,80.9947448913805,13.189298395818172,2.551814281690141
158,3,second,15,13,1.7978149633522351,7,0.9680542110358189,,81.1246142742597,13.082810322943127,2.0420521146788992
158,3,second,16,12,1.7654847726938363,7,1.0298661174047379,0.1000000000000085,81.50167507182455,12.888749704748827,2.2202342
158,3,second,17,12,2.0942408376963284,7,1.2216404886561916,0.3000000000000113,81.1422756449343,13.064204446878769,1.9392855144508672
158,3,second,18,9,2.7010804321728745,5,1.5006002400960412,,81.1282130417888,13.077949703057214,1.998542366336634
158,3,second,19,6,2.4671052631578783,4,1.6447368421052522,0.4339999999999975,81.5557731710239,12.858396814106802,2.2198748648648645
158,3,second,20,8,2.3303233323623656,6,1.747742499271774,,81.6802447698225,12.792519239357471,2.222143625
158,3,second,21,17,2.2380200105318577,9,1.1848341232227482,0.6990000000000123,81.10022463463199,13.090289149145152,2.0088240698689956
158,3,second,22,25,2.3016019149327884,13,1.1968329957650499,0.7169999999999845,81.01165385254104,13.168257794456036,2.3748110672782876
158,3,second,23,7,1.9455252918287944,8,2.223457476375765,,81.74072702904263,12.756120733840127,2.1689932752293575
158,3,second,24,18,2.4226110363391635,11,1.4804845222072665,0.4164999999999992,81.5618035058023,12.851900939892158,2.1711160625
158,3,second,25,8,1.9685039370078636,8,1.9685039370078636,,80.9709018971223,13.206446778133731,2.605531691056911
158,3,second,26,10,2.08420175072947,7,1.4589412255106289,,81.50820230316762,12.889519492045855,2.2937390482758624
158,3,second,27,7,2.727981293842554,3,1.1691348402182373,,81.57598054439387,12.840181335326935,2.105578551282051
158,3,second,28,6,1.8761726078799372,5,1.563477173233281,0.26600000000001006,81.57292643149039,12.848126139185698,2.203119721649484
158,3,second,29,16,2.137323002938814,9,1.2022441891530828,0.44950000000000045,81.12319544053007,13.076515903478626,1.935413243478261
158,3,second,30,8,2.3081361800346167,6,1.7311021350259626,,81.06881137134808,13.128340055715906,2.240971980952381
159,2,second,1,12,2.156334231805928,13,2.336028751123089,0.7999999999999972,84.56300137392057,13.230244936052115,11.568682583333333
159,2,second,2,13,2.2815022815022843,12,2.1060021060021086,0.2319999999999993,84.79273151275927,13.344592563413048,12.238689604651162
159,2,second,3,21,1.8427518427518426,12,1.053001053001053,0.4170000000000016,84.89069088168213,13.063459991290037,11.54270874052478
159,2,second,4,14,2.628614344723999,8,1.502065339842285,0.4660000000000082,84.74746869379919,13.450730509390857,12.472887925465837
159,2,second,5,6,2.439024390243923,4,1.6260162601626151,,84.8615011096159,13.334853079298588,12.298011906666668
159,2,second,6,12,2.500520941862885,9,1.8753907063971635,,84.66366958742753,13.384751746743223,12.167984531034483
159,2,second,7,12,2.0010005002501297,12,2.0010005002501297,0.7989999999999782,84.65037063976362,13.359070583912361,12.08456470165746
159,2,second,8,8,2.6675558519506546,6,2.000666888962991,0.1155000000000008,84.36929010915667,13.4249346628129,11.891454714285713
159,2,second,9,12,2.0583190394511206,12,2.0583190394511206,,85.01551880447359,13.177591737147013,12.092315721590909
159,2,second,10,11,1.9545131485430043,7,1.2437810945273664,,84.92962366956742,13.313949851883143,12.340017082352942
159,2,second,11,8,2.3774145616641937,8,2.3774145616641937,,84.81030543403615,13.27320379376984,12.0588865
159,2,second,12,5,1.5817779183802587,8,2.530844669408414,,84.94329987769977,13.300048666779338,12.326740552083335
159,2,second,13,13,2.121756161253465,9,1.4689081116370142,0.410333333333341,84.9596006568748,13.316864884666463,12.381196583783781
159,2,second,14,6,2.2246941045606206,8,2.9662588060808277,,84.8349788269096,13.180441122174132,11.824519426829267
159,2,second,15,7,1.7957927142124184,9,2.308876346844538,0.1340000000000003,84.79814111049215,13.029681135605383,11.348676779661018
159,2,second,16,4,1.3637913399249915,8,2.727582679849983,,84.48990118719803,13.530331278417986,12.35766720224719
159,2,second,17,36,2.0465010516741504,23,1.3074867830140406,0.33300000000000785,85.04506533706106,13.27649909017404,12.408402831758035
159,2,second,18,7,1.910480349344985,7,1.910480349344985,,84.98907449387188,13.22867706427055,12.208228405405407
159,2,second,19,9,1.6274864376130196,9,1.6274864376130196,0.2660000000000195,84.84802653448864,13.412041898879624,12.514075317365267
159,2,second,20,8,2.7932960893854983,5,1.7458100558659364,,84.86505006195269,13.363976631363506,12.383783620689655
159,2,second,21,24,2.2654332641117625,16,1.5102888427411751,,84.63114998279346,13.429486101507594,12.244844244514107
159,2,second,22,9,1.476135804494015,13,2.1321961620469105,,84.95357354403019,13.088389879778234,11.73470016304348
159,2,second,23,8,1.7921146953405023,6,1.3440860215053767,,84.74127806415613,13.47021763495547,12.517159888888889
159,2,second,24,13,2.021458560099523,13,2.021458560099523,,84.66474567967587,13.517102478607718,12.546227268041239
159,2,second,25,5,1.6716817118020812,8,2.67469073888333,,84.79665259244423,13.42140859507245,12.46593423076923
159,2,second,26,19,2.036878216123504,14,1.5008576329331085,,84.70818296709407,13.414255878146665,12.309607291814947
159,2,second,27,7,2.443280977312383,7,2.443280977312383,,84.6306889488062,13.384074591254077,12.121714839080457
159,2,second,28,11,2.1450858034321194,8,1.5600624024960867,0.1330000000000097,84.99272619715383,13.248440728828507,12.256451541935485
159,2,second,29,22,2.3668639053254434,16,1.7213555675094134,0.11700000000000349,84.48297324875415,13.356766266992274,11.823505003571428
159,2,second,30,6,2.8129395218002866,5,2.3441162681669057,0.1329999999999955,84.64282646573037,13.378399265645937,12.128150661538461
159,3,first,1,6,2.2230455724342364,6,2.2230455724342364,,84.48721459295793,13.210144208807295,11.322131658536586
159,3,first,2,4,1.876172607879933,6,2.8142589118198997,,84.35615654971546,13.346896118750612,11.545602876923075
159,3,first,3,9,1.4679497634969825,15,2.4465829391616376,0.2330000000000041,83.66851458332668,13.583420925697444,11.343122562162163
159,3,first,4,11,2.358490566037742,12,2.5728987993139008,,84.58270544394087,13.445324196817502,12.226043737588652
159,3,first,5,7,1.5681003584229396,9,2.016129032258065,,84.84870108040204,12.734882910391011,10.398372377777775
159,3,first,6,8,1.4914243102162554,13,2.423564504101415,0.1329999999999813,85.54756690791095,12.881104986231549,11.885056827160493
159,3,first,7,10,2.0140986908358496,10,2.0140986908358496,0.100999999999999,84.4222433182293,13.24798980794697,11.359797553333333
159,3,first,8,7,1.9099590723055826,7,1.9099590723055826,,84.72785900101016,12.58622426058935,9.704476306306306
159,3,first,9,14,2.428868841082583,12,2.0818875780707855,0.1329999999999955,84.36277138163905,13.245873226825639,11.239546775862069
159,3,first,10,7,2.1658415841584158,8,2.4752475247524752,0.133000000000004,84.27194440038232,13.140436828800414,10.767879408163266
159,3,first,11,6,2.729754322111036,7,3.1847133757962087,,83.89352478891927,13.527442138425673,11.380676895522388
159,3,first,12,13,2.124183006535956,13,2.124183006535956,0.1340000000000145,84.45538108353641,13.367601592812353,11.813483593582887
159,3,first,13,3,1.3239187996469433,6,2.6478375992938865,,84.52887369046633,13.415605103164602,12.061762507246376
159,3,first,14,6,1.9163206643244795,10,3.1938677738741323,,83.70428266847125,14.281448924114258,13.456917052631582
159,3,first,15,11,2.0809685962920916,11,2.0809685962920916,0.1339999999999861,85.53113644218173,12.878929928287523,11.861480981481481
159,3,first,16,33,2.2407822367080867,28,1.9012697766008007,,84.63887726247816,13.08255594525063,11.151742708803614
159,3,first,17,17,2.040816326530609,15,1.8007202881152433,0.17299999999999893,84.85970766924893,12.680867407760589,10.093324896414343
159,3,first,18,8,2.0171457387796226,9,2.2692889561270757,,85.68473103623525,12.745843449568836,11.684799550000001
159,3,first,19,15,2.133409187882234,17,2.4178637462665318,0.11600000000001384,84.68958026224257,13.100519683566159,11.303919216981132
159,3,first,20,10,3.489183531053733,6,2.09351011863224,0.6330000000000098,84.42824054082628,13.2575991966192,11.388618045977012
159,3,first,21,16,2.115003304692664,16,2.115003304692664,0.16650000000000625,84.7776964475525,13.629724719451245,12.961329517543861
159,3,first,22,15,2.1237434517910274,10,1.4158289678606848,0.23300000000000404,83.28287056099258,14.617946719386236,13.859261051643191
159,3,first,23,12,2.223457476375762,11,2.0381693533444487,,84.37774819639327,13.285271194933351,11.394850588957055
159,3,first,24,11,2.050708426547351,11,2.050708426547351,,84.33328884459097,13.333482066543992,11.465316413580247
159,3,first,25,6,1.9163206643244795,6,1.9163206643244795,,84.0009787802555,13.974837826462403,12.971090326315787
159,3,first,26,11,2.171767028627839,10,1.9743336623889447,0.5660000000000025,84.60637494375017,13.000900512594303,10.841715660130717
159,3,first,27,4,1.967535661583865,6,2.9513034923757977,0.5669999999999931,84.39017328609184,13.344432505103038,11.586463193548386
159,3,first,28,6,2.1436227224008526,6,2.1436227224008526,,84.36221043038931,13.400581043009277,11.716331917647059
159,3,first,29,12,2.401440864518718,9,1.8010806483890385,,85.28647126697307,12.785574277764711,11.233401152317882
159,3,first,30,9,1.5795015795015852,10,1.7550017550017614,0.21166666666667303,83.39062964517593,15.191331099988744,15.40519439534884
160,2,first,1,19,2.0441097364174317,14,1.506186121570739,,80.2029224214883,13.554306375163035,1.4768688250000002
160,2,first,2,27,2.0368135184067593,13,0.9806879903439951,0.1000000000000014,77.39117478406462,15.078782743693122,1.5882755313283208
160,2,first,3,23,2.3886177173122807,17,1.7655000519264683,,78.69410045642083,14.380278385226903,1.803711175862069
160,2,first,4,29,2.6720722380908484,15,1.3821063300469905,0.11700000000001859,78.1699830177611,14.716809772266037,2.431497862385321
160,2,first,5,26,2.1654035146164627,13,1.0827017573082314,,76.43865583932757,15.661282329862843,2.33382120718232
160,2,first,6,43,1.8941896832738645,30,1.3215276860050218,0.20450000000000654,79.26272008668067,14.120070813407251,2.6452102917888562
160,2,first,7,70,2.2025738648878255,28,0.8810295459551302,0.22371428571428606,78.59079722138237,14.448478683450851,2.0798583015706806
160,2,first,8,29,2.2036474164133746,21,1.5957446808510642,0.12499999999999996,78.56128390940727,14.465979391884783,2.048643820707071
160,2,first,9,25,2.153687112336319,17,1.4645072363886968,0.3670000000000186,78.8658873368269,14.297365020020516,2.0569049857142856
160,2,first,10,108,2.4403470715835156,52,1.174981923355026,0.2636666666666561,76.37668568712071,15.718108613447201,2.633212350864012
160,2,first,11,21,2.369668246445499,14,1.579778830963666,,79.38639012791506,13.974441899120496,0.9455560599250936
160,2,first,12,15,1.640778823014648,20,2.1877050973528642,0.11920000000000071,80.39212879559697,13.448872011218421,1.545859570909091
160,2,first,13,62,2.2458072228058126,24,0.8693447314087016,0.1832500000000152,76.97805539837685,15.408463960305337,2.737015121686747
160,2,first,14,9,2.1791767554479438,6,1.4527845036319627,,79.2747596671419,14.083284447841502,2.117960152
160,2,first,15,24,1.9523305946473593,16,1.3015537297649062,0.1020000000000038,78.305072843174,14.592094642739928,1.8184499054054057
160,2,first,16,29,2.4799042243885743,13,1.1116812040362576,,79.70723101608466,13.807613189920353,1.0535073238636363
160,2,first,17,31,2.2389137657085074,20,1.4444604940054886,0.11900000000000922,78.37932688337565,14.589024345143532,1.8925575048076924
160,2,first,18,38,2.0866509252649483,19,1.0433254626324742,0.4329999999999927,80.07535423767747,13.598099291912444,1.3578391788321167
160,2,first,19,76,2.432622751424363,25,0.8002048524422247,0.11133333333335331,78.99933319398647,14.232059587511,1.3944281823027718
160,2,first,20,32,2.127093858016487,18,1.196490295134274,0.12199999999999513,79.07703463737572,14.2284308769996,2.787806114790287
160,2,first,21,19,2.2458628841607617,13,1.536643026004732,0.1829999999999927,78.39693455577311,14.525778596898164,1.5618442313725491
160,2,first,22,21,2.5728987993139008,10,1.2251899044351908,0.1340000000000003,78.63069258415412,14.42915044143457,2.074614101626016
160,2,first,23,53,2.4042823444021004,15,0.6804572672836133,0.4044285714285739,79.11014039938159,14.098869465079186,0.6346536244343891
