ID,dimension,Correct,RT,Mean fixation duration,Mean fixation rate,Mean regressive fixation duration,Equal fixation duration between figures,Equal fixation duration within figure,Mean saccade velocity,Mean saccade rate,Mean pupil diameter,Pupil diameter amplitude,Mean head rotation,Mean head movement,Strategy ratio,Mean distance to figure
100.0,2,0.8571428571428571,4.534035714285715,0.270165057269995,2.2480465670731182,0.1565148809523799,0.8039993970119002,0.22875690600239854,198.82096731880304,1.6084907871476672,-0.01168703244942866,0.23222135714285713,1.46673096848954,0.4840117158315676,1.2452380952380953,104.18669115873432
100.0,3,0.8928571428571429,3.2588214285714288,0.21163427321686343,2.377170707650059,0.15180654761904794,0.7297765556285013,0.37807851960378286,203.6327268556052,2.1084559869327344,-0.16825493860674928,0.3636567142857143,4.62090596554902,3.0656821324351973,0.7397959183673469,103.36492857556584
102.0,2,0.8214285714285714,5.508678571428575,0.2274902189942564,2.718659422002183,0.16388690476190468,0.7562840350573045,0.17667304052183747,212.35040508007978,2.16386968141668,0.07954905952140963,0.3471234464285714,1.0611925352737432,0.4653679163417506,1.0671536796536798,90.2292416593956
102.0,3,1.0,2.7012857142857123,0.21900833591012442,3.051179703001954,0.150446428571426,0.6744651107962937,0.47242967247813816,231.26427562266585,2.4281781892560104,0.01575917132438315,0.3648905535714285,1.6925674156586097,1.0740675866237555,0.49518140589569154,86.31003903797978
103.0,2,0.8928571428571429,9.143107142857145,0.2625436556283135,2.699520779500236,0.20122996031745846,0.7334109644911821,0.21286888228830345,218.94864232606324,1.485782809941231,-0.07174153585773861,0.4444244821428572,2.282899188884951,0.9936022204657455,2.0340136054421767,109.60289190924185
103.0,3,0.7857142857142857,5.848142857142858,0.23892463248656107,2.7361503014931245,0.22989056122448948,0.8111253277515236,0.5277944504679203,229.7893935008754,1.619938324240979,-0.36015324992842107,0.6095507678571427,4.873822580659796,2.4404259319885777,0.9755759121830551,108.69731797101323
105.0,2,0.6428571428571429,5.835035714285717,0.18384281187518936,2.9003238908544504,0.13916011904761816,0.8383060739819006,0.18759969781364244,248.74063345157825,2.0363440820240766,0.04017454758314056,0.1918958214285714,1.1192287348798922,0.4076278574725615,2.123639455782313,90.77120102131668
105.0,3,0.6428571428571429,4.151178571428569,0.18920305168687399,2.757292054075633,0.12495059523809496,0.7297834746980577,0.3796362734677789,253.847033986718,2.3074499168588987,-0.2942339869928657,0.4994591964285715,1.5347662765054209,0.5825434932705592,0.9877333975548261,87.61814114173752
106.0,2,0.8571428571428571,13.995178571428577,0.20687961100563637,2.060937312987118,0.16681174559567788,0.7435940670944944,0.141709685453988,237.59838081110948,1.4478216285035732,0.06435390806924265,0.2991659821428571,1.477812272883644,0.4574930690491175,3.1878968253968254,91.75827804588775
106.0,3,0.9285714285714286,10.13639285714286,0.21838533956911174,2.4629438345306554,0.21244577922078303,0.7933664824785459,0.4804643619839123,259.0214149605036,1.4378350670318933,-0.11053228271209037,0.34976575,2.374362463231759,0.850119296597333,1.1780510514229001,89.00608893811714
