ID,dimension,condition,stimulus,Number of Fixations,Relative Number of Fixations,Number of Saccades,Relative Number of Saccades
184,2,first,3,16,2.6367831245880096,14,2.3071852340145087
184,2,first,4,22,2.610966057441257,18,2.1362449560883014
184,2,first,5,17,1.8815716657443342,17,1.8815716657443342
184,2,first,6,13,2.3936659915300997,14,2.577794144724723
184,2,first,7,22,2.493765586034912,18,2.0403536613012916
184,2,first,8,12,1.996007984031936,16,2.661343978709248
184,2,first,9,19,2.358197840387236,17,2.109966488767527
184,2,first,10,22,1.883561643835615,26,2.2260273972602724
184,2,first,11,14,2.226463104325696,12,1.9083969465648822
184,2,first,12,24,2.1824133854687613,23,2.091479494407563
184,2,first,13,11,1.9625334522747484,16,2.854594112399634
184,2,first,14,13,2.2895385699189865,18,3.1701303275801354
184,2,first,15,14,2.582549345139277,9,1.6602102933038207
184,2,first,16,13,2.298850574712643,14,2.4756852343059235
184,2,first,17,20,2.325040688212035,20,2.325040688212035
184,2,first,18,19,2.112989323843425,17,1.8905693950178015
184,2,first,19,25,2.3759741494012565,18,1.7107013875689046
184,2,first,20,19,2.4643320363164607,14,1.8158236057068655
184,2,first,21,18,2.2813688212927796,20,2.534854245880866
184,2,first,22,8,1.8527095877721116,10,2.3158869847151395
184,2,first,23,21,1.7669331089608762,26,2.1876314682372753
184,2,first,24,13,1.9345238095238018,17,2.5297619047618944
184,2,first,25,16,2.088500195796893,13,1.6969064090849755
184,2,first,26,29,2.5743453173546347,26,2.308033732800707
184,2,first,27,18,2.773070405176392,15,2.31089200431366
184,2,first,28,28,2.2971531708917943,10,0.8204118467470695
184,2,first,29,8,2.0586721564590857,12,3.088008234688629
184,2,first,30,14,2.2566086395873604,15,2.4177949709864572
184,3,second,1,12,2.298850574712644,17,3.2567049808429127
184,3,second,2,14,2.722146607038693,13,2.5277075636787862
184,3,second,3,21,2.469135802469137,13,1.5285126396237516
184,3,second,4,16,2.132196162046903,11,1.4658848614072457
184,3,second,5,26,2.5806451612903256,20,1.9851116625310197
184,3,second,6,14,1.7568076295645578,15,1.882293888819169
184,3,second,7,16,2.3731830317413216,13,1.9282112132898237
184,3,second,8,15,2.1225413895571026,17,2.4055469081647165
184,3,second,9,12,2.648421981902455,11,2.42772015007725
184,3,second,10,26,2.661480192445491,23,2.3543863240863963
184,3,second,11,15,3.062474479379341,12,2.4499795835034726
184,3,second,12,12,2.1482277121374818,15,2.685284640171852
184,3,second,13,9,1.8804847471792723,8,1.6715419974926866
184,3,second,14,9,2.354172116139136,11,2.8773214752811658
184,3,second,15,20,2.1862702229995703,19,2.0769567118495917
184,3,second,16,19,2.393550012597627,16,2.015621063240107
184,3,second,17,14,2.2913256955810097,15,2.454991816693939
184,3,second,18,9,2.415458937198068,10,2.6838432635534093
184,3,second,19,8,2.5641025641025603,7,2.2435897435897405
184,3,second,20,11,2.9482712409541723,10,2.680246582685611
184,3,second,21,33,2.0899303356554753,24,1.519949335022164
184,3,second,22,8,2.609262883235508,6,1.956947162426631
184,3,second,23,27,2.5430912687199783,21,1.9779598756710943
184,3,second,24,25,2.420838578483587,19,1.8398373196475262
184,3,second,25,22,2.393125203959524,15,1.631676275426948
184,3,second,26,28,2.358291922850166,21,1.7687189421376246
184,3,second,27,5,1.992825827022718,8,3.1885213232363485
184,3,second,28,23,2.0246478873239413,20,1.760563380281688
184,3,second,29,10,3.078817733990157,8,2.4630541871921254
184,3,second,30,10,2.5316455696202604,11,2.7848101265822867
186,2,first,1,14,2.220459952418718,10,1.5860428231562271
186,2,first,2,12,2.4164317358034664,6,1.2082158679017332
186,2,first,3,7,2.0103388856978746,6,1.723147616312464
186,2,first,4,16,2.5860675610150268,9,1.4546630030709524
186,2,first,5,12,2.2900763358778584,6,1.1450381679389292
186,2,first,6,13,2.6262626262626325,9,1.8181818181818223
186,2,first,7,9,1.9893899204244028,6,1.326259946949602
186,2,first,8,16,3.0516879649055833,8,1.5258439824527916
186,2,first,9,21,2.797761790567546,13,1.7319477751132426
186,2,first,10,21,2.3079459281239725,10,1.0990218705352248
186,2,first,11,11,2.795425667090215,8,2.0330368487928836
186,2,first,12,15,2.706115821757168,8,1.443261771603823
186,2,first,13,6,2.2083179977916947,6,2.2083179977916947
186,2,first,14,8,2.763385146804853,6,2.07253886010364
186,2,first,15,9,2.4834437086092747,6,1.65562913907285
186,2,first,16,7,2.6475037821482688,4,1.5128593040847251
186,2,first,17,19,2.2719119933038385,15,1.7936147315556619
186,2,first,18,16,2.374239501409713,6,0.8903398130286424
186,2,first,19,23,2.34502446982055,13,1.3254486133768326
186,2,first,20,10,2.3277467411545665,7,1.6294227188081967
186,2,first,21,24,2.754188661923342,19,2.180399357355979
186,2,first,22,15,2.2597167821633004,10,1.5064778547755335
186,2,first,23,9,2.1448999046711164,8,1.9065776930409923
186,2,first,24,17,1.9502122289778565,12,1.3766203969255457
186,2,first,25,16,2.7072758037224927,7,1.1844331641285906
186,2,first,26,17,2.413744143120827,10,1.4198494959534276
186,2,first,27,8,2.6007802340702266,6,1.95058517555267
186,2,first,28,25,2.684996241005268,9,0.9665986467618966
186,2,first,29,12,3.147128245476002,10,2.6226068712300017
186,2,first,30,13,2.8710247349823375,9,1.987632508833926
186,3,second,1,8,3.211561621838619,6,2.408671216378964
186,3,second,2,7,2.3474178403755768,6,2.012072434607637
186,3,second,3,16,3.807710613993338,8,1.903855306996669
186,3,second,4,15,2.705139765554546,10,1.8034265103696974
186,3,second,5,8,2.5117739403453894,5,1.5698587127158685
186,3,second,6,9,3.0374620317245804,6,2.0249746878163872
186,3,second,7,15,2.7731558513588506,9,1.6638935108153103
186,3,second,8,5,1.9238168526356159,5,1.9238168526356159
186,3,second,9,23,2.797032713121732,13,1.5809315335035876
186,3,second,10,4,1.6313213703099476,4,1.6313213703099476
186,3,second,11,10,3.06278713629404,6,1.8376722817764242
186,3,second,12,14,3.2414910858995225,10,2.315350775642516
186,3,second,13,7,2.066115702479336,8,2.3612750885478127
186,3,second,14,6,2.321981424148604,5,1.9349845201238367
186,3,second,15,10,2.730748225013649,7,1.9115237575095545
186,3,second,16,20,2.595043466978074,10,1.297521733489037
186,3,second,17,9,2.1994134897360786,6,1.4662756598240525
186,3,second,18,5,1.931993817619767,7,2.7047913446676737
186,3,second,19,13,3.235440517670482,5,1.2444001991040317
186,3,second,20,7,3.461918892185945,6,2.9673590504450957
186,3,second,21,17,2.693282636248423,6,0.9505703422053257
186,3,second,22,21,2.3953461845557213,8,0.9125128322117034
186,3,second,23,17,2.3842917251051863,8,1.122019635343617
186,3,second,24,16,2.4129090634896695,12,1.8096817976172523
186,3,second,25,16,2.869440459110462,10,1.7934002869440389
186,3,second,26,16,2.7303754266211673,8,1.3651877133105836
186,3,second,27,8,3.227107704719646,4,1.613553852359823
186,3,second,28,12,3.031834259727125,7,1.7685699848408232
186,3,second,29,7,1.8162947586922749,3,0.7784120394395464
186,3,second,30,12,2.9168692270296517,6,1.4584346135148258
188,2,first,1,12,1.6622800941958733,16,2.216373458927831
188,2,first,2,7,2.080856123662304,6,1.7835909631391178
188,2,first,3,10,1.8188432157147991,11,2.000727537286279
188,2,first,4,14,2.28720797255349,9,1.4703479823558152
188,2,first,5,11,1.961133891959358,14,2.4959885897664553
188,2,first,6,13,1.7764416507242455,19,2.596337797212359
188,2,first,7,23,2.788892930762697,15,1.8188432157148022
188,2,first,8,24,2.1227666725632384,23,2.034318061206437
188,2,first,9,14,1.8069179143004668,18,2.323180175529172
188,2,first,10,23,2.568684386866203,21,2.345320527138707
188,2,first,11,15,2.189781021897812,14,2.0437956204379577
188,2,first,12,11,2.447163515016683,8,1.7797552836484964
188,2,first,13,4,1.7293558149589365,6,2.594033722438405
188,2,first,14,10,2.4425989252564766,9,2.198339032730829
188,2,first,15,13,1.94029850746269,15,2.2388059701492575
188,2,first,16,10,1.5110305228165621,11,1.6621335750982182
188,2,first,17,13,2.462121212121225,11,2.083333333333344
188,2,first,18,14,2.2158911047799994,12,1.8993352326685708
188,2,first,19,42,2.323394368534602,27,1.4936106654865298
188,2,first,20,13,2.0833333333333304,10,1.6025641025641002
188,2,first,21,12,1.412928293889086,21,2.4726245143059002
188,2,first,22,17,2.313239896584573,11,1.4968022860253118
188,2,first,23,21,2.3980815347721807,15,1.7129153819801293
188,2,first,24,10,2.046245140167792,9,1.8416206261510126
188,2,first,25,12,2.4737167594310168,11,2.2675736961450985
188,2,first,26,22,2.2731969415168436,21,2.169869807811532
188,2,first,27,6,2.129169623846691,8,2.8388928317955875
188,2,first,28,25,2.174102095834426,13,1.1305330898339017
188,2,first,29,30,2.0387359836901116,27,1.8348623853211006
188,2,first,30,7,1.9729425028184884,11,3.1003382187147674
188,3,second,1,7,1.853813559322036,14,3.707627118644072
188,3,second,2,17,2.1650534895568,17,2.1650534895568
188,3,second,3,23,2.304840164345122,11,1.1023148612085367
188,3,second,4,8,3.1733439111463517,8,3.1733439111463517
188,3,second,5,13,2.2956030372593985,14,2.4721878862793525
188,3,second,6,6,2.7972027972027838,6,2.7972027972027838
188,3,second,7,12,2.2650056625141555,14,2.642506606266515
188,3,second,8,19,2.227693750732795,14,1.641458553171533
188,3,second,9,6,1.9096117122851626,10,3.1826861871419374
188,3,second,10,12,2.9041626331074504,12,2.9041626331074504
188,3,second,11,5,2.3419203747072377,6,2.8103044496486853
188,3,second,12,9,2.4951483227058504,11,3.049625727751595
188,3,second,13,4,2.252252252252311,8,4.504504504504622
188,3,second,14,16,2.2650056625141493,15,2.123442808607015
188,3,second,15,8,2.330323332362351,8,2.330323332362351
188,3,second,16,23,2.1894336030461696,19,1.8086625416468356
188,3,second,17,4,1.884126236457851,10,4.710315591144628
188,3,second,18,11,2.0892687559354166,16,3.038936372269697
188,3,second,19,9,2.0049008687903744,12,2.673201158387166
188,3,second,20,7,2.727981293842554,7,2.727981293842554
188,3,second,21,14,2.8513238289205725,6,1.2219959266802451
188,3,second,22,10,2.66951414842496,4,1.0678056593699838
188,3,second,23,10,2.1331058020477807,11,2.3464163822525586
188,3,second,24,19,2.277904328018221,18,2.158014626543578
188,3,second,25,7,1.9965772960638741,13,3.7079292641186234
188,3,second,26,26,2.4894676369207227,20,1.914975105323633
188,3,second,27,3,1.9292604501607633,6,3.8585209003215266
188,3,second,28,14,3.1305903398926693,10,2.2361359570661925
188,3,second,29,31,2.84952661090174,20,1.8384042650978967
188,3,second,30,5,2.573340195573801,6,3.0880082346885613
189,2,second,1,9,2.401921537229784,10,2.6688017080330932
189,2,second,2,3,2.196193265007321,4,2.928257686676428
189,2,second,3,6,2.784222737819024,8,3.7122969837586988
189,2,second,4,6,3.128258602711147,5,2.606882168925956
189,2,second,5,2,1.7196904557179546,3,2.579535683576932
189,2,second,6,4,2.5526483726866736,4,2.5526483726866736
189,2,second,7,4,3.1923383878691145,2,1.5961691939345573
189,2,second,8,3,2.2123893805309707,2,1.4749262536873138
189,2,second,9,4,2.343292325717642,4,2.343292325717642
189,2,second,10,4,2.341920374707262,4,2.341920374707262
189,2,second,11,5,1.8832391713747638,7,2.636534839924669
189,2,second,12,6,3.9787798408488557,4,2.652519893899237
189,2,second,13,4,2.119766825649178,5,2.6497085320614726
189,2,second,14,3,3.033367037411513,2,2.0222446916076753
189,2,second,15,3,2.997002997003004,2,1.9980019980020027
189,2,second,16,7,2.652519893899201,7,2.652519893899201
189,2,second,17,3,2.009377093101126,5,3.3489618218352106
189,2,second,18,2,2.2271714922049095,3,3.340757238307364
189,2,second,19,5,5.643340857787838,1,1.1286681715575675
189,2,second,20,5,3.1847133757961923,3,1.9108280254777152
189,2,second,21,3,2.04638472032741,3,2.04638472032741
189,2,second,22,5,3.0599755201958376,4,2.4479804161566703
189,2,second,23,4,2.0746887966804852,3,1.556016597510364
189,2,second,24,6,3.1104199066873996,3,1.5552099533436998
189,2,second,25,4,3.0959752321982066,3,2.321981424148655
189,2,second,26,6,2.5762129669385914,4,1.7174753112923942
189,2,second,27,4,3.6798528058877533,3,2.759889604415815
189,2,second,28,5,3.4940600978336542,3,2.0964360587001925
189,2,second,29,5,3.4199726402188872,4,2.73597811217511
189,2,second,30,4,3.0792917628945524,3,2.3094688221709143
189,3,first,1,14,3.2399907428835935,6,1.3885674612358256
189,3,first,2,10,3.3852403520650047,4,1.3540961408260017
189,3,first,3,7,3.086419753086419,4,1.7636684303350965
189,3,first,4,5,3.568879371877204,2,1.4275517487508815
189,3,first,5,8,2.266931141966547,5,1.4168319637290918
189,3,first,6,9,2.1418372203712526,9,2.1418372203712526
189,3,first,7,9,3.715937241948807,5,2.0644095788604484
189,3,first,8,11,4.325599685410921,5,1.9661816751867824
189,3,first,9,7,3.2482598607888615,5,2.3201856148491866
189,3,first,10,6,2.936857562408223,5,2.4473813020068524
189,3,first,11,13,2.8077753779697647,10,2.1598272138228958
189,3,first,12,8,3.033750474023511,7,2.6545316647705723
189,3,first,13,6,2.8382213812677333,6,2.8382213812677333
189,3,first,14,2,0.6978367062107503,6,2.093510118632251
189,3,first,15,2,2.0703933747412444,1,1.0351966873706222
189,3,first,16,5,3.949447077409147,2,1.5797788309636587
189,3,first,17,7,3.1963470319634735,5,2.2831050228310525
189,3,first,18,4,3.1176929072486677,3,2.3382696804365004
189,3,first,19,5,3.3090668431502412,4,2.647253474520193
189,3,first,20,8,2.9509406123201787,5,1.8443378827001116
189,3,first,21,5,2.4987506246876503,4,1.99900049975012
189,3,first,22,7,3.203661327231118,3,1.372997711670479
189,3,first,23,10,3.1269543464665484,3,0.9380863039399644
189,3,first,24,17,3.3797216699801185,10,1.9880715705765404
189,3,first,25,5,2.83446712018139,4,2.267573696145112
189,3,first,26,3,2.5531914893617085,3,2.5531914893617085
189,3,first,27,6,4.095563139931731,3,2.0477815699658657
189,3,first,28,8,2.7173913043478235,9,3.0570652173913015
189,3,first,29,4,3.46020761245673,3,2.5951557093425475
189,3,first,30,7,3.249767873723311,5,2.321262766945222
190,2,first,1,31,1.850193971948671,24,1.4324082363473583
190,2,first,2,32,1.9437526574743371,31,1.8830103869282642
190,2,first,3,33,1.7685835253764948,25,1.339836004073102
190,2,first,4,20,1.7990465053521696,11,0.9894755779436932
190,2,first,5,10,1.9669551534224787,8,1.573564122737983
190,2,first,6,14,1.1599966857237534,26,2.1542795592012562
190,2,first,7,78,1.9336126329358685,54,1.3386548997248322
190,2,first,8,21,1.992220851911584,15,1.42301489422256
190,2,first,9,22,2.1630124864811737,16,1.5730999901681262
190,2,first,10,30,1.8284878405558622,23,1.4018406777594945
190,2,first,11,29,2.1097046413502096,14,1.0184781027207908
190,2,first,12,13,2.2648083623693793,10,1.7421602787456762
190,2,first,13,21,1.8518518518518468,15,1.322751322751319
190,2,first,14,21,2.098740755546672,18,1.798920647611433
190,2,first,15,20,2.118644067796604,14,1.483050847457623
190,2,first,16,18,1.8438844499078058,16,1.6390083999180496
190,2,first,17,19,1.8826793499801748,12,1.189060642092742
190,2,first,18,49,1.5972358041593324,30,0.9778994719342852
190,2,first,19,17,1.9430792090524578,12,1.371585324037029
190,2,first,20,12,2.4,10,2.0
190,2,first,21,25,1.9825535289452794,23,1.823949246629657
190,2,first,22,22,1.8198362147406733,23,1.9025560426834311
190,2,first,23,21,1.563197856185801,23,1.7120738424892106
190,2,first,24,35,2.0189201661282863,23,1.326718966312874
190,2,first,25,39,2.0463847203274215,28,1.469199286388918
190,2,first,26,37,2.257060940645401,23,1.403037882022817
190,2,first,27,19,1.7275868339698142,15,1.363884342607748
190,2,first,28,32,1.5970454658881041,20,0.9981534161800651
190,2,first,29,29,2.0213285007318613,23,1.6031226040287174
190,2,first,30,18,1.6372566854647947,13,1.182463161724574
190,3,second,1,24,2.7115580160433894,19,2.14665009603435
190,3,second,2,16,1.9516955354964607,25,3.04952427421322
190,3,second,3,27,2.0834940967667253,17,1.311829616482753
190,3,second,4,31,2.1973348454777426,16,1.1341083073433509
190,3,second,5,14,1.802265705458297,14,1.802265705458297
190,3,second,6,27,1.9008729935229502,21,1.4784567727400724
190,3,second,7,10,1.761804087385482,12,2.1141649048625784
190,3,second,8,15,2.064977973568287,14,1.9273127753304014
190,3,second,9,13,2.3090586145648273,13,2.3090586145648273
190,3,second,10,16,1.5901411250248463,22,2.1864440469091635
190,3,second,11,11,2.0291459140380033,7,1.2912746725696385
190,3,second,12,13,1.5446768060836509,18,2.138783269961978
190,3,second,13,23,1.9559486350880149,19,1.615783655072708
190,3,second,14,13,1.6655989750160138,12,1.537475976937859
190,3,second,15,23,1.9567806704100794,20,1.701548409052243
190,3,second,16,12,1.5028177833437724,14,1.7532874139010677
190,3,second,17,17,1.7435897435897436,20,2.051282051282051
190,3,second,18,18,1.6696039328448278,19,1.7623597068917627
190,3,second,19,22,2.162799842705467,21,2.0644907589461274
190,3,second,20,15,2.408864621808253,14,2.248273647021036
190,3,second,21,16,1.4637270149117174,26,2.378556399231541
190,3,second,22,13,1.835380488493584,11,1.553014259494571
190,3,second,23,24,1.8162554866051157,30,2.2703193582563945
190,3,second,24,28,2.4667430182362784,24,2.1143511584882386
190,3,second,25,15,1.6505281690140805,14,1.540492957746475
190,3,second,26,11,1.8041659832704584,14,2.2962112514351287
190,3,second,27,15,2.1745433458973626,9,1.3047260075384177
190,3,second,28,19,1.9666701169651175,16,1.656143256391678
190,3,second,29,12,1.8607536052101066,13,2.015816405644282
190,3,second,30,10,1.552795031055901,11,1.7080745341614914
191,2,second,1,7,1.8411362440820587,8,2.1041557075223527
191,2,second,2,19,2.7185577335813402,16,2.2893117756474446
191,2,second,3,7,1.5572858731924344,8,1.7797552836484964
191,2,second,4,5,1.7661603673613633,6,2.119392440833636
191,2,second,5,10,2.025931928687205,11,2.228525121555925
191,2,second,6,8,2.469135802469129,11,3.3950617283950524
191,2,second,7,9,2.3376623376623415,10,2.597402597402602
191,2,second,8,10,2.1748586341887783,11,2.392344497607656
191,2,second,9,12,2.592912705272264,8,1.7286084701815092
191,2,second,10,4,1.361007145287516,8,2.722014290575032
191,2,second,11,7,2.5307302964569858,9,3.253796095444696
191,2,second,12,5,1.382743362831853,9,2.4889380530973355
191,2,second,13,5,2.398081534772173,6,2.877697841726608
191,2,second,14,4,2.1164021164021154,6,3.174603174603173
191,2,second,15,4,1.4164305949008509,9,3.1869688385269144
191,2,second,16,9,2.228826151560176,12,2.9717682020802347
191,2,second,17,16,3.0205776854823503,17,3.2093637908249972
191,2,second,18,12,2.419354838709687,11,2.21774193548388
191,2,second,19,9,2.1042787000233734,9,2.1042787000233734
191,2,second,20,5,2.6385224274406185,5,2.6385224274406185
191,2,second,21,7,1.7131669114047916,14,3.426333822809583
191,2,second,22,8,2.779708130646282,10,3.4746351633078527
191,2,second,23,10,2.270147559591373,6,1.3620885357548238
191,2,second,24,15,2.6427061310782296,17,2.995066948555327
191,2,second,25,5,1.6655562958027932,7,2.3317788141239104
191,2,second,26,7,2.121855107608362,11,3.334343740527426
191,2,second,27,8,2.528445006321122,7,2.2123893805309818
191,2,second,28,4,2.192982456140336,6,3.289473684210504
191,2,second,29,8,2.5180988353792886,9,2.8328611898016995
191,2,second,30,12,2.2611644997173594,14,2.6380252496702528
191,3,first,1,12,2.0003333888981416,19,3.167194532422058
191,3,first,2,9,3.116343490304704,9,3.116343490304704
191,3,first,3,17,2.4933998239953126,14,2.053388090349081
191,3,first,4,11,2.6340996168582453,9,2.15517241379311
191,3,first,5,20,2.831257078142687,18,2.5481313703284183
191,3,first,6,8,2.3282887077997625,8,2.3282887077997625
191,3,first,7,9,2.0756457564575586,12,2.7675276752767446
191,3,first,8,8,1.9216910881575864,8,1.9216910881575864
191,3,first,9,23,2.289468445152295,29,2.8867210830181107
191,3,first,10,8,2.62037340320996,11,3.6030134294136946
191,3,first,11,8,2.857142857142845,9,3.2142857142857006
191,3,first,12,8,2.534051314539088,9,2.850807728856474
191,3,first,13,12,2.42767550070808,13,2.629981792433753
191,3,first,14,6,1.5768725361366596,9,2.365308804204989
191,3,first,15,5,2.2655188038060783,6,2.7186225645672937
191,3,first,16,13,2.5341130604288518,16,3.118908382066279
191,3,first,17,16,2.585649644473179,15,2.4240465416936052
191,3,first,18,12,2.7359781121751054,10,2.279981760145921
191,3,first,19,5,2.7964205816554637,5,2.7964205816554637
191,3,first,20,11,3.3690658499234294,11,3.3690658499234294
191,3,first,21,8,1.8231540565177735,9,2.0510483135824953
191,3,first,22,15,2.1165514321998056,15,2.1165514321998056
191,3,first,23,13,2.994701681640179,12,2.764340013821704
191,3,first,24,7,2.093301435406702,9,2.691387559808617
191,3,first,25,21,2.401646843549871,19,2.1729185727355973
191,3,first,26,5,2.7292576419214067,5,2.7292576419214067
191,3,first,27,9,3.3076074972436555,8,2.9400955531054715
191,3,first,28,13,2.6887280248190235,7,1.447776628748705
191,3,first,29,18,2.8006846117939848,16,2.4894974327057646
191,3,first,30,18,2.2029127401786677,17,2.08052869905763
192,2,first,1,36,2.318392581143742,16,1.0303967027305518
192,2,first,2,25,2.4421217153462935,17,1.6606427664354797
192,2,first,3,30,2.1266038137095062,18,1.2759622882257036
192,2,first,4,36,2.52951096121417,10,0.7026419336706028
192,2,first,5,16,2.5719337727053513,5,0.8037293039704223
192,2,first,6,12,2.5057423261641327,6,1.2528711630820664
192,2,first,7,25,2.251238180999546,13,1.170643854119764
192,2,first,8,28,2.6715008109913185,14,1.3357504054956593
192,2,first,9,14,2.730641700799683,10,1.950458357714059
192,2,first,10,20,2.146613716861649,13,1.395298915960072
192,2,first,11,15,2.4582104228121913,9,1.4749262536873147
192,2,first,12,23,2.220291533931839,9,0.8688097306689805
192,2,first,13,14,2.286460885187003,13,2.1231422505307886
192,2,first,14,15,3.0162879549567587,8,1.6086869093102711
192,2,first,15,11,2.2217733791153202,8,1.615835184811142
192,2,first,16,11,1.7571884984025585,10,1.5974440894568713
192,2,first,17,13,2.2363667641493032,8,1.376225701014956
192,2,first,18,11,1.8077239112571957,14,2.300739523418249
192,2,first,19,21,2.344535000558224,12,1.339734286033271
192,2,first,20,8,2.420574886535547,6,1.8154311649016603
192,2,first,21,14,2.4381748519679594,11,1.9157088122605397
192,2,first,22,33,2.174342755485271,18,1.1860051393556024
192,2,first,23,11,2.6072529035316463,6,1.422137947380898
192,2,first,24,17,2.180046165683508,10,1.2823800974608872
192,2,first,25,13,2.482811306340723,9,1.7188693659281928
192,2,first,26,37,2.134656435700683,12,0.6923210061731946
192,2,first,27,7,2.316346790205147,7,2.316346790205147
192,2,first,28,18,2.6580035440047287,6,0.8860011813349096
192,2,first,29,36,2.233389168062535,18,1.1166945840312674
192,2,first,30,7,2.1779713752333554,6,1.866832607342876
192,3,second,1,9,1.5522593997930316,9,1.5522593997930316
192,3,second,2,26,2.3387604569578144,18,1.6191418548169485
192,3,second,3,21,2.4266235266928438,10,1.155535012710878
192,3,second,4,12,2.13561131874,7,1.245773269265
192,3,second,5,14,2.771728370619655,9,1.7818253811126352
192,3,second,6,20,1.9636720667648497,11,1.0800196367206674
192,3,second,7,27,2.2406639004149387,16,1.3278008298755193
192,3,second,8,27,2.8680688336520115,19,2.0182706607180823
192,3,second,9,17,2.850435949027499,11,1.8443997317236758
192,3,second,10,29,1.5963009853030226,24,1.3210766774921565
192,3,second,11,11,3.6315615714757388,6,1.980851766259494
192,3,second,12,21,2.1909233176838727,10,1.0432968179447013
192,3,second,13,17,1.9650907409548006,7,0.8091550109813884
192,3,second,14,12,1.6295491580662738,6,0.8147745790331369
192,3,second,15,12,2.6542800265427915,9,1.9907100199070935
192,3,second,16,25,1.9204178829313256,18,1.3827008757105546
192,3,second,17,18,2.3597273203985183,17,2.2286313581541566
192,3,second,18,11,2.612826603325428,10,2.3752969121140253
192,3,second,19,13,2.7094622759483107,9,1.8757815756565228
192,3,second,20,19,2.874867604781361,11,1.6643970343471037
192,3,second,21,67,1.8209985595086,59,1.6035658956866776
192,3,second,22,46,2.1107695131464226,22,1.0094984628091586
192,3,second,23,27,2.190136275146011,22,1.7845554834523054
192,3,second,24,26,2.348265895953756,22,1.9869942196531785
192,3,second,25,21,2.2943297279580417,8,0.8740303725554444
192,3,second,26,17,2.323356566899,12,1.640016400164
192,3,second,27,10,2.3568230025924923,15,3.5352345038887383
192,3,second,28,20,2.19876868953386,18,1.9788918205804742
192,3,second,29,33,2.2403258655804454,19,1.2898845892735897
192,3,second,30,23,2.4213075060532767,11,1.158016633329828
193,2,second,1,17,2.623051998148433,13,2.005863292701743
193,2,second,2,19,2.680965147453082,12,1.693241145759841
193,2,second,3,27,2.5493343404777655,21,1.9828155981493731
193,2,second,4,24,2.709721124534267,20,2.258100937111889
193,2,second,5,13,2.38357169050238,11,2.016868353502014
193,2,second,6,26,2.7999138488046524,19,2.046090889511092
193,2,second,7,18,2.873104549082209,16,2.5538707102952967
193,2,second,8,12,2.19098046375753,12,2.19098046375753
193,2,second,9,24,2.4335834516325296,16,1.6223889677550198
193,2,second,10,13,1.9086771399207063,19,2.78960505065334
193,2,second,11,45,2.6933205649988032,35,2.0948048838879583
193,2,second,12,6,1.8744142455482533,5,1.5620118712902111
193,2,second,13,14,2.2414345180915856,17,2.7217419148254964
193,2,second,14,19,3.1436135009927217,9,1.489080079417605
193,2,second,15,9,2.21511198621708,10,2.4612355402411996
193,2,second,16,12,2.306805074971166,15,2.883506343713957
193,2,second,17,26,2.8257798065427697,19,2.0649929355504857
193,2,second,18,16,1.6073940124573023,19,1.9087803897930464
193,2,second,19,24,3.171247357293864,12,1.585623678646932
193,2,second,20,5,2.1748586341887446,4,1.7398869073509957
193,2,second,21,14,2.7553631174965463,12,2.3617398149970397
193,2,second,22,13,2.408745599407082,10,1.85288123031314
193,2,second,23,14,3.054767619463235,6,1.3091861226271007
193,2,second,24,24,3.026863412788508,21,2.6485054861899444
193,2,second,25,13,2.7908973808501583,9,1.9321597252039555
193,2,second,26,19,2.5003289906566692,15,1.9739439399921073
193,2,second,27,14,3.369434416365823,10,2.406738868832731
193,2,second,28,13,2.171008684034736,10,1.67000668002672
193,2,second,29,8,3.3927056827820126,5,2.120441051738758
193,2,second,30,20,2.630540576088383,14,1.8413784032618683
193,3,first,1,12,2.639102705080266,11,2.4191774796569105
193,3,first,2,11,2.5718961889174565,7,1.6366612111292904
193,3,first,3,19,2.554450121000273,12,1.613336918526488
193,3,first,4,12,2.2744503411675465,18,3.41167551175132
193,3,first,5,12,2.512562814070346,9,1.8844221105527597
193,3,first,6,21,2.108857200241006,17,1.7071701144808145
193,3,first,7,39,2.556203709772563,32,2.097397915710821
193,3,first,8,6,1.7196904557179686,8,2.2929206076239583
193,3,first,9,24,2.192181220314214,22,2.0094994519546963
193,3,first,10,14,2.060035314891113,20,2.9429075927015895
193,3,first,11,15,2.017484868863483,12,1.6139878950907862
193,3,first,12,11,3.105590062111825,8,2.2586109542631454
193,3,first,13,7,2.409638554216843,6,2.065404475043008
193,3,first,14,12,2.915451895043702,10,2.4295432458697515
193,3,first,15,16,2.3731830317413367,12,1.7798872738060023
193,3,first,16,48,2.479594999483417,35,1.8080380204566584
193,3,first,17,18,2.089864158829676,14,1.6254499013119703
193,3,first,18,9,2.006688963210696,11,2.452619843924184
193,3,first,19,21,2.8011204481792666,17,2.2675736961451203
193,3,first,20,10,1.5926102882624595,19,3.025959547698673
193,3,first,21,14,2.309087910275435,13,2.144153059541475
193,3,first,22,22,2.5764141000117147,16,1.873755709099429
193,3,first,23,25,2.3591582523355648,23,2.1704255921487197
193,3,first,24,43,2.3855755894590875,43,2.3855755894590875
193,3,first,25,26,2.8035367694630153,17,1.8330817338796637
193,3,first,26,14,2.8973509933774872,11,2.2764900662251684
193,3,first,27,12,3.321339606974813,5,1.3838915029061722
193,3,first,28,18,2.137259558299692,14,1.6623129897886493
193,3,first,29,19,2.8748676047813673,13,1.9670146769556722
