ID,dimension,condition,stimulus,Number of Fixations,Relative Number of Fixations,Number of Saccades,Relative Number of Saccades
160,3,second,8,49,2.1098863244919057,26,1.119531519118154
160,3,second,9,49,1.8710145480927107,28,1.0691511703386918
160,3,second,10,42,2.516024681004014,28,1.6773497873360093
160,3,second,11,43,2.2211891110077953,25,1.291389018027788
160,3,second,12,24,2.9282576866764383,14,1.7081503172279224
160,3,second,13,32,2.7838190517616344,14,1.2179208351457151
160,3,second,14,12,2.306805074971166,10,1.9223375624759715
160,3,second,15,38,2.3495950040190436,20,1.2366289494837073
160,3,second,16,26,2.6633886498668304,13,1.3316943249334152
160,3,second,17,16,2.2029464408646464,12,1.6522098306484847
160,3,second,18,19,2.5118984664198765,15,1.983077736647271
160,3,second,19,0,0.0,0,0.0
160,3,second,20,14,3.1588447653429585,6,1.3537906137184108
160,3,second,21,37,2.352791555385985,18,1.1446012972148034
160,3,second,22,85,1.91665915035627,51,1.1499954902137621
160,3,second,23,28,2.0597322348094758,19,1.397675445049287
160,3,second,24,27,1.8417462482946798,25,1.7053206002728516
160,3,second,25,50,2.6149259975942707,33,1.7258511584122187
160,3,second,26,31,2.4105754276827405,17,1.321928460342148
160,3,second,27,18,2.755664421310467,14,2.143294549908141
160,3,second,28,5,1.108647450110867,3,0.6651884700665202
160,3,second,29,61,2.549954017222644,25,1.0450631218125588
160,3,second,30,12,2.7919962773382956,7,1.628664495114006
161,2,second,1,3,1.5251652262328428,6,3.0503304524656856
161,2,second,2,7,2.0,9,2.5714285714285716
161,2,second,3,8,2.354326074161264,10,2.94290759270158
161,2,second,4,4,1.9065776930409795,6,2.859866539561469
161,2,second,5,5,2.0080321285140488,5,2.0080321285140488
161,2,second,6,9,2.1433674684448687,10,2.3815194093831877
161,2,second,7,3,1.8750000000000067,4,2.500000000000009
161,2,second,8,2,1.111728738187878,4,2.223457476375756
161,2,second,9,4,1.8190086402910313,5,2.2737608003637892
161,2,second,10,3,1.9582245430809624,5,3.263707571801604
161,2,second,11,3,1.0593220338983074,7,2.4717514124293842
161,2,second,12,3,1.431297709923681,5,2.385496183206135
161,2,second,13,5,2.1758050478677093,6,2.610966057441251
161,2,second,14,2,1.6680567139282763,3,2.5020850708924143
161,2,second,15,4,1.4820303816228244,8,2.964060763245649
161,2,second,16,2,1.1331444759206795,5,2.8328611898016987
161,2,second,17,2,0.9689922480620055,7,3.391472868217019
161,2,second,18,5,1.6863406408094415,8,2.6981450252951067
161,2,second,19,5,1.5802781289507013,6,1.8963337547408414
161,2,second,20,5,1.8076644974692755,9,3.253796095444696
161,2,second,21,8,1.7028522775649182,14,2.9799914857386067
161,2,second,22,6,1.6982734220209448,8,2.264364562694593
161,2,second,23,8,1.8467220683287193,11,2.539242843951989
161,2,second,24,4,2.0345879959308157,5,2.5432349949135196
161,2,second,25,3,1.9595035924232451,5,3.2658393207054086
161,2,second,26,9,1.902748414376314,14,2.9598308668075997
161,2,second,27,4,1.8467220683287193,5,2.308402585410899
161,2,second,28,4,1.8788163457022158,4,1.8788163457022158
161,2,second,29,5,2.20945647370747,6,2.651347768448964
161,2,second,30,3,1.7657445556209554,4,2.354326074161274
161,3,first,1,5,2.144082332761584,7,3.0017152658662174
161,3,first,2,7,2.3087071240105566,5,1.6490765171503976
161,3,first,3,12,2.4072216649949922,9,1.8054162487462442
161,3,first,4,5,1.9238168526356372,5,1.9238168526356372
161,3,first,5,5,2.8280542986425323,4,2.2624434389140258
161,3,first,6,4,2.0693222969477576,4,2.0693222969477576
161,3,first,7,10,2.805049088359048,9,2.524544179523143
161,3,first,8,3,1.6366612111292977,4,2.1822149481723967
161,3,first,9,9,2.3082841754295966,11,2.821236214413952
161,3,first,10,5,1.8518518518518499,7,2.59259259259259
161,3,first,11,3,1.475651746187909,5,2.4594195769798484
161,3,first,12,5,2.8296547821165885,4,2.263723825693271
161,3,first,13,2,1.1104941699056157,6,3.3314825097168472
161,3,first,14,4,2.6437541308658203,3,1.9828155981493654
161,3,first,15,9,2.9693170570768666,7,2.309468822170896
161,3,first,16,6,1.9575856443719428,8,2.6101141924959235
161,3,first,17,4,2.0703933747412138,5,2.587991718426517
161,3,first,18,6,2.308580223162739,9,3.4628703347441085
161,3,first,19,2,1.1540680900173084,6,3.462204270051925
161,3,first,20,6,2.9498525073746227,5,2.4582104228121855
161,3,first,21,4,2.352941176470604,4,2.352941176470604
161,3,first,22,9,2.06280082512033,10,2.2920009168003666
161,3,first,23,8,2.500781494216944,10,3.1259768677711803
161,3,first,24,8,1.9995001249687554,8,1.9995001249687554
161,3,first,25,4,2.313475997686544,6,3.470213996529816
161,3,first,26,6,2.1961932650073206,6,2.1961932650073206
161,3,first,27,2,1.3966480446927354,4,2.793296089385471
161,3,first,28,6,2.8585040495474185,5,2.382086707956182
161,3,first,29,6,2.815579540122009,6,2.815579540122009
161,3,first,30,5,3.125000000000011,4,2.500000000000009
166,2,first,1,7,2.205419029615632,7,2.205419029615632
166,2,first,2,7,2.100840336134449,7,2.100840336134449
166,2,first,3,6,2.11789622308507,8,2.8238616307800934
166,2,first,4,11,2.933333333333333,4,1.0666666666666667
166,2,first,5,17,1.9558214450069014,14,1.6106764841233305
166,2,first,6,10,2.12947189097104,10,2.12947189097104
166,2,first,7,7,2.020785219399539,9,2.5981524249422647
166,2,first,8,11,2.4630541871921214,10,2.239140170174656
166,2,first,9,7,1.9115237575095692,9,2.4576734025123033
166,2,first,10,8,2.531645569620256,7,2.215189873417724
166,2,first,11,8,2.5292443882390048,8,2.5292443882390048
166,2,first,12,12,2.0718232044198786,8,1.3812154696132526
166,2,first,13,8,2.163916689207465,7,1.8934271030565315
166,2,first,14,7,2.5008931761343534,5,1.7863522686673952
166,2,first,15,8,2.3781212841854904,7,2.080856123662304
166,2,first,16,7,2.188868042526584,8,2.5015634771732387
166,2,first,17,19,2.1054964539007095,17,1.8838652482269505
166,2,first,18,16,1.806276811921426,13,1.4675999096861587
166,2,first,19,22,2.2617456564202727,15,1.5420993111956405
166,2,first,20,5,2.089427496865883,6,2.5073129962390595
166,2,first,21,8,2.403124061279678,7,2.1027335536197183
166,2,first,22,3,1.2510425354462071,5,2.085070892410345
166,2,first,23,10,2.072109407376712,8,1.65768752590137
166,2,first,24,8,2.897500905469037,6,2.1731256791017777
166,2,first,25,11,2.6035502958579917,8,1.8934911242603576
166,2,first,26,14,2.020785219399539,9,1.2990762124711321
166,2,first,27,4,1.8779342723004735,5,2.347417840375592
166,2,first,28,4,2.510985561832992,4,2.510985561832992
166,2,first,29,4,2.503128911138903,2,1.2515644555694514
166,2,first,30,5,1.807011203469464,5,1.807011203469464
166,3,second,1,10,2.40731824747231,7,1.6851227732306169
166,3,second,2,10,2.63227165043432,6,1.579362990260592
166,3,second,3,6,2.3391812865497097,6,2.3391812865497097
166,3,second,4,18,1.9363166953528415,17,1.828743545611017
166,3,second,5,5,1.9238168526356372,5,1.9238168526356372
166,3,second,6,5,2.308402585410899,5,2.308402585410899
166,3,second,7,16,1.812209763280101,12,1.3591573224600757
166,3,second,8,5,2.2411474675033385,5,2.2411474675033385
166,3,second,9,10,2.1285653469561545,10,2.1285653469561545
166,3,second,10,13,2.6358475263584777,9,1.824817518248177
166,3,second,11,10,1.7553098121818493,10,1.7553098121818493
166,3,second,12,4,1.8190086402910548,5,2.2737608003638186
166,3,second,13,4,2.001000500250101,6,3.0015007503751514
166,3,second,14,0,0.0,0,0.0
166,3,second,15,12,2.0693222969477474,10,1.7244352474564562
166,3,second,16,16,2.090956612650283,17,2.221641400940926
166,3,second,17,9,2.904162633107464,5,1.6134236850597024
166,3,second,18,7,2.2357074417119134,8,2.5550942190993293
166,3,second,19,5,1.5475085112968148,5,1.5475085112968148
166,3,second,20,4,2.1074815595363585,5,2.634351949420448
166,3,second,21,15,2.2431583669807047,9,1.345895020188423
166,3,second,22,19,2.2477227019992894,12,1.4196143381048143
166,3,second,23,14,1.7752979964494033,10,1.2680699974638596
166,3,second,24,10,2.3446658851113713,10,2.3446658851113713
166,3,second,25,0,0.0,0,0.0
166,3,second,26,14,1.422908832198394,15,1.5245451773554222
166,3,second,27,5,3.190810465858313,4,2.5526483726866505
166,3,second,28,6,2.2505626406601675,6,2.2505626406601675
166,3,second,29,4,1.90476190476191,5,2.3809523809523876
166,3,second,30,8,2.0703933747411987,8,2.0703933747411987
167,2,second,1,12,2.571795970852981,10,2.1431633090441506
167,2,second,2,9,2.073255010366271,4,0.9214466712738982
167,2,second,3,13,2.978918423464718,5,1.1457378551787376
167,2,second,4,15,2.5172008726296347,10,1.678133915086423
167,2,second,5,15,2.6752273943285183,7,1.2484394506866419
167,2,second,6,5,1.7319016279875301,5,1.7319016279875301
167,2,second,7,10,2.333722287047843,7,1.6336056009334903
167,2,second,8,8,2.768166089965397,4,1.3840830449826984
167,2,second,9,9,3.035413153456995,8,2.6981450252951067
167,2,second,10,11,2.7133695115934864,9,2.2200296003946707
167,2,second,11,7,2.1998742928975474,7,2.1998742928975474
167,2,second,12,10,2.4242424242424243,7,1.696969696969697
167,2,second,13,8,3.3826638477801136,4,1.6913319238900568
167,2,second,14,6,2.931118710307772,4,1.9540791402051811
167,2,second,15,14,3.082342580361073,4,0.8806693086745924
167,2,second,16,6,2.389486260454,6,2.389486260454
167,2,second,17,10,2.545176889793839,6,1.5271061338763037
167,2,second,18,6,2.0026702269693053,5,1.6688918558077543
167,2,second,19,10,1.9036740909956267,6,1.142204454597376
167,2,second,20,13,2.4649222601441028,8,1.5168752370117555
167,2,second,21,14,2.896152254861405,9,1.8618121638394747
167,2,second,22,8,2.4752475247524752,4,1.2376237623762376
167,2,second,23,15,2.2963870177587227,8,1.224739742804652
167,2,second,24,6,1.818732949378596,3,0.909366474689298
167,2,second,25,10,2.019386106623587,7,1.413570274636511
167,2,second,26,14,2.9325513196480935,5,1.047339757017176
167,2,second,27,7,3.4347399411187256,4,1.962708537782129
167,2,second,28,16,2.2500351567993193,6,0.8437631837997447
167,2,second,29,12,2.7535566773749403,4,0.9178522257916467
167,2,second,30,6,2.647837599293904,6,2.647837599293904
167,3,first,1,7,2.658564375237376,5,1.8989745537409828
167,3,first,2,8,2.4837007140639638,7,2.1732381248059682
167,3,first,3,13,2.672147995888998,7,1.4388489208633066
167,3,first,4,15,2.886280546469131,12,2.309024437175305
167,3,first,5,15,2.601908065914998,14,2.428447528187331
167,3,first,6,9,2.815139192993429,6,1.8767594619956194
167,3,first,7,9,2.2953328232593773,9,2.2953328232593773
167,3,first,8,9,3.682487725040934,6,2.454991816693956
167,3,first,9,8,3.014318010550117,8,3.014318010550117
167,3,first,10,9,3.1034482758620783,7,2.413793103448283
167,3,first,11,8,2.9038112522686075,6,2.1778584392014557
167,3,first,12,13,2.5223127667830827,9,1.7462165308498265
167,3,first,13,4,2.2075055187637824,3,1.6556291390728366
167,3,first,14,10,3.4435261707989024,4,1.377410468319561
167,3,first,15,4,1.2820512820512802,5,1.6025641025641002
167,3,first,16,12,2.9688273132113014,9,2.226620484908476
167,3,first,17,12,2.578427159432748,9,1.933820369574561
167,3,first,18,5,1.7319016279875301,4,1.3855213023900241
167,3,first,19,5,3.082614056720126,4,2.466091245376101
167,3,first,20,7,3.540718259989902,5,2.5290844714213585
167,3,first,21,8,2.6481297583581465,6,1.9860973187686097
