ID,cond,time,rel_time,dimension,stimulus,onset,controllerleftclick,controllerrightclick,stimulus_ue,2d_x,2d_y,playerlocationX,playerlocationY,playerlocationZ,playerrotationRoll,playerrotationPitch,playerrotationYaw,raydistance,rayimpactpointX,rayimpactpointY,rayimpactpointZ,rayhitcomponent,combined.gaze_direction_normalized.X,combined.gaze_direction_normalized.Y,combined.gaze_direction_normalized.Z,combined.gaze_origin_mm.X,combined.gaze_origin_mm.Y,combined.gaze_origin_mm.Z,left.eye_openness,left.gaze_direction_normalized.X,left.gaze_direction_normalized.Y,left.gaze_direction_normalized.Z,left.gaze_origin_mm.X,left.gaze_origin_mm.Y,left.gaze_origin_mm.Z,left.pupil_diameter_mm,left.pupil_position_in_sensor_area.X,left.pupil_position_in_sensor_area.Y,right.eye_openness,right.gaze_direction_normalized.X,right.gaze_direction_normalized.Y,right.gaze_direction_normalized.Z,right.gaze_origin_mm.X,right.gaze_origin_mm.Y,right.gaze_origin_mm.Z,right.pupil_diameter_mm,right.pupil_position_in_sensor_area.X,right.pupil_position_in_sensor_area.Y,left.eye_wide,right.eye_wide,left.pupil_diameter_clean,right.pupil_diameter_clean,combined.pupil_diameter_clean,combined.pupil_diameter_corr
205,second,0.0,-3.0700000000000003,2,16.0,0.0,0,2,Pause,569.564209,351.810455,-18.327988,12.452089,117.686913,-3.588728,-4.234129,-3.673569,103.46167,84.639282,5.841191,110.048103,A_StateManager_2.ScreenWidget,0.0,0.0,0.0,8067550663939426586093980483584.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595193441402630312291437786431488.000000,0.0,7964999904513156822462004985856.000000,0.0,0.0,0.0,0.0,0.0,6826567758366076289562120814592.000000,0.0,0.022217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,second,0.0209999999999972,-3.049000000000003,2,16.0,0.0,0,2,Pause,572.934814,353.413177,-18.349489,12.470126,117.691513,-3.583255,-4.194795,-3.590977,103.468567,84.639282,6.006904,110.123039,A_StateManager_2.ScreenWidget,0.0,0.0,0.0,8067550663939426586093980483584.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595193441402630312291437786431488.000000,0.0,7964999904513156822462004985856.000000,0.0,0.0,0.0,0.0,0.0,6826567758366076289562120814592.000000,0.0,0.022225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,second,0.0440000000000004,-3.026,2,16.0,0.0,0,2,Pause,575.302185,354.483673,-18.369562,12.483215,117.69178,-3.548879,-4.186564,-3.483009,103.475594,84.639282,6.213585,110.137611,A_StateManager_2.ScreenWidget,0.0,0.0,0.0,8067550663939426586093980483584.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595193441402630312291437786431488.000000,0.0,7964999904513156822462004985856.000000,0.0,0.0,0.0,0.0,0.0,6826567758366076289562120814592.000000,0.0,0.022349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,second,0.0659999999999989,-3.0040000000000013,2,16.0,0.0,0,2,Pause,578.254761,354.691864,-18.392071,12.497759,117.704178,-3.5426,-4.156867,-3.376024,103.482719,84.639282,6.419834,110.202988,A_StateManager_2.ScreenWidget,0.0,0.0,0.0,8067550663939426586093980483584.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595193441402630312291437786431488.000000,0.0,7964999904513156822462004985856.000000,0.0,0.0,0.0,0.0,0.0,6826567758366076289562120814592.000000,0.0,0.02206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,second,0.0879999999999974,-2.982000000000003,2,16.0,0.0,0,2,Pause,581.201172,355.625793,-18.405863,12.520289,117.706772,-3.558728,-4.108843,-3.273912,103.479568,84.639282,6.625816,110.292313,A_StateManager_2.ScreenWidget,0.0,0.0,0.0,8067550663939426586093980483584.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595193441402630312291437786431488.000000,0.0,7964999904513156822462004985856.000000,0.0,0.0,0.0,0.0,0.0,6826567758366076289562120814592.000000,0.0,0.022257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,second,0.1099999999999994,-2.960000000000001,2,16.0,0.0,0,2,Pause,584.143799,356.901886,-18.426844,12.534285,117.715385,-3.620612,-4.070212,-3.16948,103.485039,84.639282,6.827064,110.370132,A_StateManager_2.ScreenWidget,0.0,0.0,0.0,8067550663939426586093980483584.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595193441402630312291437786431488.000000,0.0,7964999904513156822462004985856.000000,0.0,0.0,0.0,0.0,0.0,6826567758366076289562120814592.000000,0.0,0.022354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,second,0.1329999999999991,-2.937000000000001,2,16.0,0.0,0,2,Pause,587.018738,358.01358,-18.440914,12.552238,117.719688,-3.647071,-4.031717,-3.09747,103.487122,84.639282,6.974179,110.443649,A_StateManager_2.ScreenWidget,0.0,0.0,0.0,8067550663939426586093980483584.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595193441402630312291437786431488.000000,0.0,7964999904513156822462004985856.000000,0.0,0.0,0.0,0.0,0.0,6826567758366076289562120814592.000000,0.0,0.022339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,second,0.1549999999999975,-2.9150000000000027,2,16.0,0.0,0,2,Pause,589.120361,359.063812,-18.454155,12.572968,117.729233,-3.659333,-3.970068,-3.030309,103.486137,84.639282,7.115382,110.564339,A_StateManager_2.ScreenWidget,0.0,0.0,0.0,8067550663939426586093980483584.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595193441402630312291437786431488.000000,0.0,7964999904513156822462004985856.000000,0.0,0.0,0.0,0.0,0.0,6826567758366076289562120814592.000000,0.0,0.022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,second,0.1769999999999996,-2.8930000000000007,2,16.0,0.0,0,2,Pause,591.137573,360.787964,-18.4604,12.593328,117.750908,-3.674932,-3.871378,-2.967946,103.474289,84.639282,7.247938,110.764648,A_StateManager_2.ScreenWidget,0.0,0.0,0.0,8067550663939426586093980483584.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595193441402630312291437786431488.000000,0.0,7964999904513156822462004985856.000000,0.0,0.0,0.0,0.0,0.0,6826567758366076289562120814592.000000,0.0,0.022166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,second,0.198999999999998,-2.871000000000002,2,16.0,0.0,0,2,Pause,593.031189,363.649536,-18.472904,12.604845,117.770981,-3.684743,-3.751283,-2.906731,103.466713,84.639282,7.369263,111.001625,A_StateManager_2.ScreenWidget,0.0,0.0,0.0,8067550663939426586093980483584.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595193441402630312291437786431488.000000,0.0,7964999904513156822462004985856.000000,0.0,0.0,0.0,0.0,0.0,6826567758366076289562120814592.000000,0.0,0.022191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
