stimulus,side,figure,cube,x,y,mid_x,mid_y,max_dist,radius
1,left,M01,6,-18.23,106.32,-18.104499999999998,109.98479999999999,12.225161712222874,23.396099999999997
1,left,M01,2,-13.385,118.437,-18.104499999999998,109.98479999999999,12.225161712222874,23.396099999999997
1,left,M01,3,-17.87,118.896,-18.104499999999998,109.98479999999999,12.225161712222874,23.396099999999997
1,left,M01,4,-17.993,114.606,-18.104499999999998,109.98479999999999,12.225161712222874,23.396099999999997
1,left,M01,5,-18.116,110.306,-18.104499999999998,109.98479999999999,12.225161712222874,23.396099999999997
1,left,M01,1,-8.851,117.974,-18.104499999999998,109.98479999999999,12.225161712222874,23.396099999999997
1,left,M01,7,-19.25,104.949,-18.104499999999998,109.98479999999999,12.225161712222874,23.396099999999997
1,left,M01,8,-20.291,103.551,-18.104499999999998,109.98479999999999,12.225161712222874,23.396099999999997
1,left,M01,9,-21.314,102.178,-18.104499999999998,109.98479999999999,12.225161712222874,23.396099999999997
1,left,M01,10,-25.745,102.631,-18.104499999999998,109.98479999999999,12.225161712222874,23.396099999999997
1,right,M01,6,30.726,106.32,28.6877,109.98479999999999,11.96629651688442,23.396099999999997
1,right,M01,2,24.372,118.437,28.6877,109.98479999999999,11.96629651688442,23.396099999999997
1,right,M01,3,28.917,118.896,28.6877,109.98479999999999,11.96629651688442,23.396099999999997
1,right,M01,4,29.534,114.606,28.6877,109.98479999999999,11.96629651688442,23.396099999999997
1,right,M01,5,30.152,110.306,28.6877,109.98479999999999,11.96629651688442,23.396099999999997
1,right,M01,1,19.779,117.974,28.6877,109.98479999999999,11.96629651688442,23.396099999999997
1,right,M01,7,30.285,104.949,28.6877,109.98479999999999,11.96629651688442,23.396099999999997
1,right,M01,8,29.835,103.551,28.6877,109.98479999999999,11.96629651688442,23.396099999999997
1,right,M01,9,29.393,102.178,28.6877,109.98479999999999,11.96629651688442,23.396099999999997
1,right,M01,10,33.884,102.631,28.6877,109.98479999999999,11.96629651688442,23.396099999999997
2,left,M02,6,-13.765,103.242,-16.500700000000002,109.03540000000001,12.16215671869097,21.2034144349442
2,left,M02,2,-12.829,117.406,-16.500700000000002,109.03540000000001,12.16215671869097,21.2034144349442
2,left,M02,3,-16.292,116.014,-16.500700000000002,109.03540000000001,12.16215671869097,21.2034144349442
2,left,M02,4,-15.453,111.775,-16.500700000000002,109.03540000000001,12.16215671869097,21.2034144349442
2,left,M02,5,-14.616,107.545,-16.500700000000002,109.03540000000001,12.16215671869097,21.2034144349442
2,left,M02,1,-9.288,118.828,-16.500700000000002,109.03540000000001,12.16215671869097,21.2034144349442
2,left,M02,7,-16.491,103.686,-16.500700000000002,109.03540000000001,12.16215671869097,21.2034144349442
2,left,M02,8,-19.111,104.112,-16.500700000000002,109.03540000000001,12.16215671869097,21.2034144349442
2,left,M02,9,-21.868,104.561,-16.500700000000002,109.03540000000001,12.16215671869097,21.2034144349442
2,left,M02,10,-25.294,103.185,-16.500700000000002,109.03540000000001,12.16215671869097,21.2034144349442
2,right,M01,6,25.77,106.32,25.895500000000006,109.98479999999999,12.225161712222874,21.2034144349442
2,right,M01,2,30.615,118.437,25.895500000000006,109.98479999999999,12.225161712222874,21.2034144349442
2,right,M01,3,26.13,118.896,25.895500000000006,109.98479999999999,12.225161712222874,21.2034144349442
2,right,M01,4,26.007,114.606,25.895500000000006,109.98479999999999,12.225161712222874,21.2034144349442
2,right,M01,5,25.884,110.306,25.895500000000006,109.98479999999999,12.225161712222874,21.2034144349442
2,right,M01,1,35.149,117.974,25.895500000000006,109.98479999999999,12.225161712222874,21.2034144349442
2,right,M01,7,24.75,104.949,25.895500000000006,109.98479999999999,12.225161712222874,21.2034144349442
2,right,M01,8,23.709,103.551,25.895500000000006,109.98479999999999,12.225161712222874,21.2034144349442
2,right,M01,9,22.686,102.178,25.895500000000006,109.98479999999999,12.225161712222874,21.2034144349442
2,right,M01,10,18.255,102.631,25.895500000000006,109.98479999999999,12.225161712222874,21.2034144349442
3,left,M02,6,-10.787,105.018,-15.7096,109.4728,7.694696199331075,22.23335740239202
3,left,M02,2,-15.288,114.433,-15.7096,109.4728,7.694696199331075,22.23335740239202
3,left,M02,3,-13.339,116.684,-15.7096,109.4728,7.694696199331075,22.23335740239202
3,left,M02,4,-12.492,112.812,-15.7096,109.4728,7.694696199331075,22.23335740239202
3,left,M02,5,-11.647,108.948,-15.7096,109.4728,7.694696199331075,22.23335740239202
3,left,M02,1,-17.281,112.132,-15.7096,109.4728,7.694696199331075,22.23335740239202
3,left,M02,7,-14.722,105.288,-15.7096,109.4728,7.694696199331075,22.23335740239202
3,left,M02,8,-18.503,105.547,-15.7096,109.4728,7.694696199331075,22.23335740239202
3,left,M02,9,-22.482,105.82,-15.7096,109.4728,7.694696199331075,22.23335740239202
3,left,M02,10,-20.555,108.046,-15.7096,109.4728,7.694696199331075,22.23335740239202
3,right,M01,6,30.259,102.252,28.751600000000003,108.7725,7.781584942028202,22.23335740239202
3,right,M01,2,31.664,113.46,28.751600000000003,108.7725,7.781584942028202,22.23335740239202
3,right,M01,3,34.743,113.738,28.751600000000003,108.7725,7.781584942028202,22.23335740239202
3,right,M01,4,33.213,109.82,28.751600000000003,108.7725,7.781584942028202,22.23335740239202
3,right,M01,5,31.68,105.893,28.751600000000003,108.7725,7.781584942028202,22.23335740239202
3,right,M01,1,28.551,113.178,28.751600000000003,108.7725,7.781584942028202,22.23335740239202
3,right,M01,7,27.316,104.47,28.751600000000003,108.7725,7.781584942028202,22.23335740239202
