ID,dimension,time,rel_time,controllerleftclick,controllerrightclick,stimulus,onset,stimulus_ue,2d_x,2d_y,playerlocationX,playerlocationY,playerlocationZ,playerrotationRoll,playerrotationPitch,playerrotationYaw,raydistance,rayimpactpointX,rayimpactpointY,rayimpactpointZ,rayhitcomponent,combined.gaze_direction_normalized.X,combined.gaze_direction_normalized.Y,combined.gaze_direction_normalized.Z,combined.gaze_origin_mm.X,combined.gaze_origin_mm.Y,combined.gaze_origin_mm.Z,left.eye_openness,left.gaze_direction_normalized.X,left.gaze_direction_normalized.Y,left.gaze_direction_normalized.Z,left.gaze_origin_mm.X,left.gaze_origin_mm.Y,left.gaze_origin_mm.Z,left.pupil_diameter_mm,left.pupil_position_in_sensor_area.X,left.pupil_position_in_sensor_area.Y,right.eye_openness,right.gaze_direction_normalized.X,right.gaze_direction_normalized.Y,right.gaze_direction_normalized.Z,right.gaze_origin_mm.X,right.gaze_origin_mm.Y,right.gaze_origin_mm.Z,right.pupil_diameter_mm,right.pupil_position_in_sensor_area.X,right.pupil_position_in_sensor_area.Y,left.eye_wide,right.eye_wide
100,3,0.0,-3.053999999999995,0,5,10,0.0,Pause,,,-19.682472,7.979965,122.23513,3.519253,7.877414,-1.267081,183.182129,160.7686,-12.355156,146.309464,partitionwall_15.StaticMeshComponent0 partitionwall,0.089432,-0.004044,0.995972,-31.531769,1.918961,-37.701645,1.0,0.055817,-0.027908,0.998047,35.621323,3.674469,-38.218277,3.978683,0.448787,0.559974,1.0,0.089432,-0.004044,0.995972,-31.531784,1.918961,-37.701645,3.907028,0.453159,0.602462,0.148331,0.148331
100,3,0.021999999999998465,-3.0319999999999965,0,5,10,0.0,Pause,,,-19.66888,7.972682,122.22464,3.506289,7.804761,-1.275975,183.109482,160.768585,-12.285282,145.910126,partitionwall_15.StaticMeshComponent0 partitionwall,0.090302,-0.002792,0.995895,-31.531616,1.919998,-37.698257,1.0,0.052643,-0.031754,0.998093,35.62355,3.655823,-38.159241,3.966919,0.449264,0.560669,1.0,0.090302,-0.002792,0.995895,-31.531616,1.919998,-37.698257,3.909225,0.453005,0.602173,0.138886,0.138886
100,3,0.045000000000001705,-3.0089999999999932,0,5,10,0.0,Pause,,,-19.655529,7.971668,122.209045,3.518395,7.742928,-1.289173,183.101334,160.7686,-12.486671,145.760757,partitionwall_15.StaticMeshComponent0 partitionwall,0.093231,-0.003601,0.995636,-31.531601,1.922714,-37.674759,1.0,0.051147,-0.040039,0.997879,35.627884,3.950638,-39.026123,3.948257,0.448875,0.560098,1.0,0.093231,-0.003601,0.995636,-31.531601,1.922714,-37.674759,3.91246,0.452496,0.601964,0.139321,0.139321
100,3,0.06700000000000017,-2.9869999999999948,0,5,10,0.0,Pause,,,-19.634876,7.963669,122.192719,3.520903,7.672829,-1.293215,183.163742,160.7686,-13.044041,145.903824,partitionwall_15.StaticMeshComponent0 partitionwall,0.095596,-0.001709,0.995407,-31.530243,1.923584,-37.660751,1.0,0.056488,-0.037415,0.997696,35.634323,3.929596,-38.938477,3.952896,0.447813,0.559554,1.0,0.095596,-0.001709,0.995407,-31.530273,1.923584,-37.660751,3.921448,0.452045,0.601456,0.15354,0.15354
100,3,0.0899999999999963,-2.9639999999999986,0,5,10,0.0,Pause,,,-19.609985,7.9602,122.175125,3.502996,7.618959,-1.333301,183.15889,160.768585,-13.606436,145.5336,partitionwall_15.StaticMeshComponent0 partitionwall,0.096909,-0.000153,0.995285,-31.527252,1.925964,-37.653549,1.0,0.054413,-0.039505,0.997726,35.638885,3.905853,-38.848419,3.95433,0.448035,0.55985,1.0,0.096909,-0.000153,0.995285,-31.527679,1.925949,-37.653549,3.934021,0.451733,0.601033,0.159271,0.159271
100,3,0.11199999999999477,-2.942,0,5,10,0.0,Pause,,,-19.592419,7.955194,122.154358,3.493752,7.542086,-1.348699,183.169052,160.76857,-13.900314,145.45961,partitionwall_15.StaticMeshComponent0 partitionwall,0.087723,-0.003647,0.996124,-15.287216,2.404953,-37.921234,1.0,0.057983,-0.032654,0.997772,35.638885,3.89241,-38.796432,4.03363,0.447412,0.55876,1.0,0.097183,0.005585,0.995239,-31.526581,1.930618,-37.642151,3.938232,0.451652,0.599703,0.161203,0.161203
100,3,0.13400000000000034,-2.9199999999999946,0,5,10,0.0,Pause,,,-19.577673,7.958448,122.143578,3.497229,7.457582,-1.351617,182.869736,160.7686,-12.217035,144.715637,partitionwall_15.StaticMeshComponent0 partitionwall,0.084671,-0.004898,0.996384,-8.342667,2.612457,-38.040344,1.0,0.059006,-0.0271,0.997879,35.638885,3.89241,-38.796432,4.05835,0.447224,0.557865,1.0,0.09816,0.00679,0.995132,-31.521378,1.937912,-37.641891,3.945328,0.451297,0.599226,0.1431,0.1431
100,3,0.1559999999999988,-2.897999999999996,0,5,10,0.0,Pause,,,-19.563351,7.956362,122.12944,3.509604,7.376699,-1.345415,182.743958,160.768616,-11.638582,144.305176,partitionwall_15.StaticMeshComponent0 partitionwall,0.08374,-0.005005,0.99646,-6.083847,2.674988,-38.05304,1.0,0.060181,-0.024536,0.997879,35.634735,3.878082,-38.727371,4.063126,0.447224,0.557266,1.0,0.098068,0.006882,0.995148,-31.520691,1.941437,-37.641891,3.952637,0.451297,0.599094,0.128373,0.128373
100,3,0.17799999999999727,-2.8759999999999977,0,5,10,0.0,Pause,,,-19.543531,7.958817,122.114182,3.51943,7.282361,-1.350334,182.663528,160.7686,-11.479069,143.923538,partitionwall_15.StaticMeshComponent0 partitionwall,0.097672,0.007584,0.995178,-31.518158,1.956985,-37.653549,1.0,0.062912,-0.019455,0.997818,35.629074,3.626831,-37.871933,4.093597,0.447465,0.556935,1.0,0.097672,0.007584,0.995178,-31.519897,1.95694,-37.653549,3.982788,0.451362,0.598559,0.161292,0.161292
100,3,0.2010000000000005,-2.8529999999999944,0,5,10,0.0,Pause,,,-19.522285,7.955813,122.103264,3.5203,7.192312,-1.351239,183.284042,160.768585,-14.047434,146.681412,partitionwall_15.StaticMeshComponent0 partitionwall,0.097321,0.006592,0.995224,-31.518036,1.97702,-37.679535,1.0,0.062378,-0.018173,0.997879,35.627792,3.612762,-37.792664,4.116043,0.447628,0.556451,1.0,0.097321,0.006592,0.995224,-31.51828,1.977005,-37.679535,3.985413,0.451362,0.598284,0.155647,0.155647
