ID,dimension,time,rel_time,controllerleftclick,controllerrightclick,stimulus,onset,stimulus_ue,2d_x,2d_y,playerlocationX,playerlocationY,playerlocationZ,playerrotationRoll,playerrotationPitch,playerrotationYaw,raydistance,rayimpactpointX,rayimpactpointY,rayimpactpointZ,rayhitcomponent,combined.gaze_direction_normalized.X,combined.gaze_direction_normalized.Y,combined.gaze_direction_normalized.Z,combined.gaze_origin_mm.X,combined.gaze_origin_mm.Y,combined.gaze_origin_mm.Z,left.eye_openness,left.gaze_direction_normalized.X,left.gaze_direction_normalized.Y,left.gaze_direction_normalized.Z,left.gaze_origin_mm.X,left.gaze_origin_mm.Y,left.gaze_origin_mm.Z,left.pupil_diameter_mm,left.pupil_position_in_sensor_area.X,left.pupil_position_in_sensor_area.Y,right.eye_openness,right.gaze_direction_normalized.X,right.gaze_direction_normalized.Y,right.gaze_direction_normalized.Z,right.gaze_origin_mm.X,right.gaze_origin_mm.Y,right.gaze_origin_mm.Z,right.pupil_diameter_mm,right.pupil_position_in_sensor_area.X,right.pupil_position_in_sensor_area.Y,left.eye_wide,right.eye_wide
107,3,0.0,-3.0649999999999977,0,4,10,0.0,Pause,,,-10.024103,7.763088,113.989761,-0.379248,1.894442,-2.666852,176.201035,160.768494,-26.724274,140.206161,partitionwall_15.StaticMeshComponent0 partitionwall,0.083878,0.015961,0.996338,-33.407684,0.695053,-29.591583,1.0,0.053741,-0.024307,0.998245,30.931747,1.301224,-24.539597,4.768112,0.565936,0.497429,1.0,0.083893,0.015991,0.996338,-33.454208,0.694611,-29.59523,4.497986,0.562309,0.548732,0.256968,0.256968
107,3,0.03300000000000125,-3.0319999999999965,0,4,10,0.0,Pause,,,-10.0328,7.757664,113.996269,-0.415859,1.894954,-2.689162,172.489044,160.768585,-14.738317,122.556732,partitionwall_15.StaticMeshComponent0 partitionwall,0.074646,0.020157,0.996994,-33.511261,0.564606,-29.084198,1.0,0.026764,-0.034286,0.999039,31.198547,1.867844,-26.451431,4.581696,0.562878,0.497045,1.0,0.074646,0.020157,0.996994,-33.511261,0.564606,-29.084198,4.492416,0.565731,0.547468,0.184848,0.184848
107,3,0.0660000000000025,-2.9989999999999952,0,4,10,0.0,Pause,,,-10.046157,7.763577,113.995483,-0.40116,1.912391,-2.728359,172.354523,160.7686,-13.248095,123.317635,partitionwall_15.StaticMeshComponent0 partitionwall,0.082825,0.020248,0.996353,-33.555496,0.570801,-29.210739,1.0,0.041122,-0.033447,0.998581,31.116592,1.51622,-25.169128,4.704956,0.562435,0.49742,1.0,0.082825,0.020248,0.996353,-33.555542,0.570801,-29.210739,4.479568,0.565646,0.548431,0.189094,0.189094
107,3,0.10000000000000142,-2.9649999999999963,0,4,10,0.0,Pause,,,-10.065254,7.762742,113.998642,-0.342811,1.873002,-2.703549,172.535248,160.768585,-14.600254,123.168945,partitionwall_15.StaticMeshComponent0 partitionwall,0.078674,0.019272,0.996704,-33.54274,0.484848,-28.942749,1.0,0.046402,-0.033997,0.998337,31.101486,1.495804,-25.106323,4.656601,0.561988,0.49762,1.0,0.078674,0.019272,0.996704,-33.547134,0.484787,-28.943008,4.440399,0.56599,0.549064,0.19941,0.19941
107,3,0.13300000000000267,-2.931999999999995,0,4,10,0.0,Pause,,,-10.076711,7.759988,114.00032,-0.339038,1.878561,-2.678873,172.439102,160.7686,-13.805723,123.057594,partitionwall_15.StaticMeshComponent0 partitionwall,0.053406,-0.02092,0.998352,18.899887,1.27359,-25.765381,1.0,0.047577,-0.029968,0.998413,31.100784,1.446136,-24.993408,4.678955,0.561743,0.497539,1.0,0.07843,0.017975,0.99675,-33.551163,0.531784,-29.084076,4.451202,0.566282,0.549064,0.243708,0.243708
107,3,0.16600000000000392,-2.898999999999994,0,4,10,0.0,Pause,,,-10.076982,7.756972,114.010117,-0.359772,1.910199,-2.705997,171.727768,160.768616,-9.496843,116.132706,partitionwall_15.StaticMeshComponent0 partitionwall,0.052658,-0.021332,0.998383,22.466095,1.339508,-25.654633,1.0,0.048706,-0.027222,0.998428,31.104004,1.458038,-25.106323,4.675613,0.561465,0.49762,1.0,0.078201,0.016907,0.99678,-33.555542,0.570801,-29.210739,4.442062,0.566561,0.549181,0.262786,0.262786
107,3,0.19899999999999807,-2.8659999999999997,0,4,10,0.0,Pause,,,-10.079232,7.740724,114.012192,-0.32098,1.933906,-2.723743,171.722366,160.768616,-9.437281,116.131607,partitionwall_15.StaticMeshComponent0 partitionwall,0.048737,-0.020981,0.998581,23.705872,1.340454,-25.552124,1.0,0.045425,-0.026001,0.998627,31.126404,1.452545,-25.11528,4.654984,0.561348,0.49762,1.0,0.074295,0.017792,0.99707,-33.549133,0.475693,-28.922729,4.451035,0.56694,0.549473,0.296549,0.296549
107,3,0.2330000000000041,-2.8319999999999936,0,4,10,0.0,Pause,,,-10.077384,7.732189,114.011856,-0.335247,1.943373,-2.756203,171.663773,160.768631,-8.866012,116.152809,partitionwall_15.StaticMeshComponent0 partitionwall,0.044876,-0.028091,0.998596,30.968292,1.449722,-25.129257,1.0,0.0448,-0.028214,0.998596,31.131363,1.452545,-25.120743,4.649918,0.561305,0.498064,1.0,0.071167,0.020554,0.997238,-33.538345,0.338898,-28.497574,4.466522,0.566915,0.549473,0.302328,0.302328
107,3,0.26599999999999824,-2.7989999999999995,0,4,10,0.0,Pause,,,-10.066867,7.727408,114.007843,-0.380536,1.896621,-2.736069,171.573318,160.768631,-8.143791,114.864059,partitionwall_15.StaticMeshComponent0 partitionwall,0.042847,-0.029526,0.998642,31.089249,1.44902,-25.1185,1.0,0.042831,-0.029556,0.998642,31.131363,1.449738,-25.116302,4.643661,0.561669,0.498346,1.0,0.071686,0.019669,0.997223,-33.538345,0.338898,-28.492752,4.466187,0.566805,0.549609,0.290321,0.290321
107,3,0.2989999999999995,-2.7659999999999982,0,4,10,0.0,Pause,,,-10.060495,7.72593,113.991211,-0.418271,1.83159,-2.720412,171.529037,160.768616,-7.748021,114.395828,partitionwall_15.StaticMeshComponent0 partitionwall,-0.053986,-0.121933,0.991058,30.462494,1.053101,-25.008942,1.0,-0.053986,-0.121933,0.991058,30.462646,1.053101,-25.008926,4.654907,0.601351,0.527478,1.0,-0.00354,-0.079391,0.996826,-33.913101,0.358887,-29.89357,4.465973,0.596007,0.583211,0.217791,0.217791
