ID,dimension,time,rel_time,controllerleftclick,controllerrightclick,stimulus,onset,stimulus_ue,2d_x,2d_y,playerlocationX,playerlocationY,playerlocationZ,playerrotationRoll,playerrotationPitch,playerrotationYaw,raydistance,rayimpactpointX,rayimpactpointY,rayimpactpointZ,rayhitcomponent,combined.gaze_direction_normalized.X,combined.gaze_direction_normalized.Y,combined.gaze_direction_normalized.Z,combined.gaze_origin_mm.X,combined.gaze_origin_mm.Y,combined.gaze_origin_mm.Z,left.eye_openness,left.gaze_direction_normalized.X,left.gaze_direction_normalized.Y,left.gaze_direction_normalized.Z,left.gaze_origin_mm.X,left.gaze_origin_mm.Y,left.gaze_origin_mm.Z,left.pupil_diameter_mm,left.pupil_position_in_sensor_area.X,left.pupil_position_in_sensor_area.Y,right.eye_openness,right.gaze_direction_normalized.X,right.gaze_direction_normalized.Y,right.gaze_direction_normalized.Z,right.gaze_origin_mm.X,right.gaze_origin_mm.Y,right.gaze_origin_mm.Z,right.pupil_diameter_mm,right.pupil_position_in_sensor_area.X,right.pupil_position_in_sensor_area.Y,left.eye_wide,right.eye_wide
166,2,0.0,-3.097999999999999,0,5,16,0.0,Pause,533.468872,513.117432,-5.45893,1.139295,123.70694,-0.198702,-8.905187,5.31191,90.18354,84.63929,-1.215187,120.570244,A_StateManager_2.ScreenWidget,0.117371,0.119339,0.985886,-22.886856,0.127182,-33.585632,1.0,0.057205,0.103729,0.99295,32.515182,-0.198593,-33.093491,3.214111,0.500485,0.607213,1.0,0.125595,0.121445,0.984604,-30.490021,0.17189,-33.653168,3.095169,0.465695,0.582735,0.265769,0.265769
166,2,0.031999999999996476,-3.0660000000000025,0,5,16,0.0,Pause,472.129425,503.729462,-5.447692,1.141727,123.710487,-0.184776,-8.874887,5.175788,90.182831,84.63929,-1.48827,120.491341,A_StateManager_2.ScreenWidget,0.106918,0.115005,0.987579,-13.34935,0.078705,-33.524384,1.0,0.054794,0.103424,0.993118,32.524765,-0.170959,-33.197418,3.238312,0.500552,0.607403,1.0,0.126328,0.119247,0.984787,-30.497055,0.172043,-33.646606,3.10675,0.465835,0.583076,0.281981,0.281981
166,2,0.06499999999999773,-3.0330000000000013,0,5,16,0.0,Pause,468.228241,502.602264,-5.445662,1.137233,123.716141,-0.156136,-8.824207,5.037866,90.173409,84.63929,-0.745149,120.194641,A_StateManager_2.ScreenWidget,0.106781,0.116455,0.987427,-15.378891,0.091217,-33.549286,1.0,0.053909,0.103577,0.993149,32.524765,-0.17067,-33.208191,3.257889,0.500697,0.607524,1.0,0.123398,0.120453,0.985016,-30.503708,0.173904,-33.656982,3.107346,0.466579,0.582886,0.278731,0.278731
166,2,0.09899999999998954,-2.9990000000000094,0,5,16,0.0,Pause,478.844269,498.363708,-5.44132,1.138937,123.720703,-0.129771,-8.760339,4.904216,90.164635,84.63929,-0.93977,120.431068,A_StateManager_2.ScreenWidget,0.095505,0.112503,0.989044,-6.443497,0.04892,-33.501068,1.0,0.05191,0.102997,0.993317,32.524689,-0.1707,-33.207535,3.271088,0.501056,0.60765,1.0,0.122345,0.118256,0.985413,-30.510315,0.18457,-33.682343,3.104919,0.466992,0.583135,0.276987,0.276987
166,2,0.1319999999999908,-2.966000000000008,0,5,16,0.0,Pause,476.063965,501.741241,-5.436036,1.135838,123.728752,-0.060897,-8.676553,4.777408,90.152496,84.63929,-0.105163,120.21196,A_StateManager_2.ScreenWidget,0.077393,0.107635,0.991165,8.965042,-0.017487,-33.459671,1.0,0.051605,0.102737,0.993362,32.516678,-0.179062,-33.204315,3.257446,0.501402,0.607923,1.0,0.120483,0.115677,0.985947,-30.519592,0.253387,-33.887756,3.098511,0.467625,0.583209,0.304867,0.304867
166,2,0.16499999999999204,-2.933000000000007,0,5,16,0.0,Pause,487.986908,498.611115,-5.448505,1.127899,123.749672,0.011156,-8.57897,4.742423,90.168686,84.63929,1.487443,119.948021,A_StateManager_2.ScreenWidget,0.065201,0.104324,0.992401,18.801682,-0.098129,-33.325958,1.0,0.050476,0.101852,0.993515,32.507599,-0.20578,-33.138184,3.248077,0.501945,0.608331,1.0,0.118073,0.113052,0.986542,-30.532196,0.289383,-34.001801,3.082184,0.468462,0.583509,0.265583,0.265583
166,2,0.19899999999999807,-2.899000000000001,0,5,16,0.0,Pause,510.738434,494.840576,-5.4535,1.122189,123.777985,-0.010327,-8.452816,4.709345,90.188683,84.63929,2.54308,119.870567,A_StateManager_2.ScreenWidget,0.069962,0.10347,0.992157,10.080841,-0.029663,-33.470047,1.0,0.046387,0.099426,0.993958,32.496902,-0.215515,-33.129318,3.204315,0.503106,0.608909,1.0,0.112579,0.110657,0.987457,-30.542191,0.307144,-34.087524,3.07811,0.46977,0.584125,0.292711,0.292711
166,2,0.23199999999999932,-2.8659999999999997,0,5,16,0.0,Pause,525.81897,493.73407,-5.457115,1.119447,123.805046,-0.049435,-8.320918,4.689466,90.18029,84.63929,2.079541,120.036674,A_StateManager_2.ScreenWidget,0.081436,0.105591,0.991058,-1.550934,0.053116,-33.638474,1.0,0.044647,0.100662,0.993912,32.474335,-0.247406,-33.091934,3.127899,0.504285,0.609254,1.0,0.112732,0.10968,0.987549,-30.556976,0.309311,-34.104401,3.097931,0.470295,0.584434,0.247077,0.247077
166,2,0.26499999999998636,-2.8330000000000126,0,5,16,0.0,Pause,519.19696,496.107056,-5.468655,1.099265,123.809555,-0.06463,-8.265669,4.648282,90.175644,84.63929,0.951214,120.319313,A_StateManager_2.ScreenWidget,0.112473,0.110077,0.987534,-30.559875,0.308685,-34.123688,1.0,0.037994,0.081635,0.995926,32.48114,0.159866,-34.193542,3.238266,0.50505,0.609875,1.0,0.112473,0.110077,0.987534,-30.560898,0.308685,-34.123688,3.054153,0.470409,0.584495,0.169458,0.169458
166,2,0.2989999999999924,-2.7990000000000066,0,5,16,0.0,Pause,503.078033,500.144745,-5.479124,1.081681,123.811531,-0.080945,-8.193331,4.606102,90.219025,84.63929,-1.964649,120.834465,A_StateManager_2.ScreenWidget,0.111984,0.103333,0.988312,-30.560806,0.311768,-34.163147,1.0,0.037598,0.081604,0.995941,32.474442,0.139618,-34.13559,3.176483,0.505421,0.609875,1.0,0.111984,0.103333,0.988312,-30.560898,0.311768,-34.163147,3.040955,0.470479,0.585919,0.12946,0.12946
