cube,x,y,figure
cube4,263.58,490.56,left
cube4,262.18,430.06,left
cube4,325.49,424.63,left
cube4,340.7,442.3,left
cube4,342.32,482.32,left
cube4,325.66,483.72,left
cube10,969.3,333.1,right
cube10,1004.13,337.98,right
cube10,1013.22,274.95000000000005,right
cube10,1005.94,254.34000000000003,right
cube10,943.82,249.19000000000005,right
cube10,949.9,270.1,right
cube3,869.64,565.76,right
cube3,933.58,572.5,right
cube3,942.22,509.95,right
cube3,878.63,504.42,right
cube5,879.92,427.73,right
cube5,888.91,365.18,right
cube5,896.51,383.66,right
cube5,960.79,390.23,right
cube5,951.29,450.71,right
cube5,888.39,444.84,right
cube3,325.84,484.07,left
cube3,263.76,490.38,left
cube3,264.99,551.76,left
cube3,280.42,573.15,left
cube3,341.97,566.67,left
cube3,327.24,545.8,left
cube5,262.36,430.24,left
cube5,260.25,370.09,left
cube5,324.08,364.48,left
cube5,339.7,385.0,left
cube5,340.74,442.16,left
cube5,325.49,424.63,left
cube6A,322.2,302.2,left
cube6A,323.7,363.8,left
cube6A,339.4,384.5,left
cube6A,337.71,322.0,left
cube1,806.31,559.96,right
cube1,743.24,553.91,right
cube1,736.33,532.8299999999999,right
cube1,744.97,470.96,right
cube1,810.46,477.18,right
cube1,815.81,497.75,right
cube2,807.0,559.23,right
cube2,870.25,565.97,right
cube2,878.71,503.93,right
cube2,871.97,483.54,right
cube2,810.63,477.5,right
cube2,816.51,497.71,right
cube4,879.23,503.93,right
cube4,941.96,510.33,right
cube4,950.94,449.85,right
cube4,887.87,443.45,right
cube4,879.92,424.79,right
cube4,871.97,484.23,right
cube9B,885.53,264.26,right
cube9B,878.51,242.34000000000003,right
cube9B,943.57,249.0,right
cube9B,949.2,270.0,right
cube1,468.81,553.83,left
cube1,467.54,491.75,left
cube1,451.97,470.71,left
cube1,388.21,476.81,left
cube1,389.26,539.52,left
cube1,405.26,559.72,left
cube9A,875.71,324.41,right
cube9A,869.22,304.24,right
cube9A,878.16,242.69000000000005,right
cube9A,885.35,264.08000000000004,right
cube8B,885.53,264.42999999999995,right
cube8B,876.06,324.58,right
cube8B,881.67,342.12,right
cube8B,891.14,284.07000000000005,right
cube7B,890.97,284.25,right
cube7B,898.33,303.72,right
cube7B,888.33,364.56,right
cube7B,882.2,342.64,right
cube7A,961.66,309.04,right
cube7A,955.34,289.68,right
cube7A,891.37,284.41999999999996,right
cube7A,898.53,303.56,right
cube6A,896.19,383.59,right
cube6A,888.62,364.23,right
cube6A,898.93,303.42,right
cube6A,962.06,308.89,right
cube6A,968.16,329.3,right
cube6A,960.37,390.32,right
cube8B,293.45,324.7,left
cube8B,293.17,264.37,left
cube8B,307.78,282.64,left
cube8B,307.2,343.43,left
cube8A,245.11,350.52,left
cube8A,231.22,330.91,left
cube8A,293.57,324.58,left
cube8A,307.33,343.82,left
cube7B,323.29,364.52,left
cube7B,260.08,370.12,left
cube7B,245.23,350.52,left
cube7B,307.46,343.82,left
cube7A,323.64,364.41,left
cube7A,307.34,343.54,left
cube7A,307.51,281.80999999999995,left
cube7A,322.24,301.45,left
cube8A,956.2,289.7,right
cube8A,949.9,270.20000000000005,right
cube8A,885.88,264.26,right
cube8A,891.49,284.42999999999995,right
cube2,404.84,559.85,left
cube2,342.88,565.99,left
cube2,327.39,545.24,left
cube2,325.93,483.86,left
cube2,387.89,478.02,left
cube2,389.35,539.6800000000001,left
cube9,231.0,331.21,left
cube9,216.45,310.69,left
cube9,214.87,248.62,left
cube9,278.17,242.29999999999995,left
cube9,293.25,263.87,left
cube9,293.08,324.72,left
cube10,230.83,331.04,left
cube10,169.1,337.52,left
cube10,153.32,317.18,left
cube10,151.04,254.75,left
cube10,214.69,248.97000000000003,left
cube10,216.1,310.34,left
