cube,x,y,figure
cube7B,933.12,406.95,right
cube7B,914.04,346.82,right
cube7B,973.35,330.85,right
cube7B,991.18,391.81,right
cube8,914.04,347.23,right
cube8,896.62,283.78,right
cube8,931.67,266.15,right
cube8,978.32,259.30999999999995,right
cube8,997.19,321.52,right
cube8,973.35,331.89,right
cube9A,996.78,321.52,right
cube9A,1018.76,310.53,right
cube9A,1000.1,248.74,right
cube9A,978.12,258.69000000000005,right
cube9B,977.91,259.52,right
cube9B,999.06,248.74,right
cube9B,949.91,257.65,right
cube9B,934.36,265.32000000000005,right
cube10A,1017.93,311.15,right
cube10A,1040.12,299.75,right
cube10A,1022.7,235.29999999999995,right
cube10A,998.85,247.90999999999997,right
cube10B,999.68,248.94000000000005,right
cube10B,950.95,257.03,right
cube10B,962.36,249.76999999999998,right
cube10B,1021.87,235.46000000000004,right
cube1A,208.47,621.05,left
cube1A,198.87,558.17,left
cube1A,259.98,542.52,left
cube1A,269.83,607.16,left
cube1B,208.61,621.15,left
cube1B,185.25,609.15,left
cube1B,176.2,544.76,left
cube1B,199.35,557.81,left
cube2A,198.3,558.23,left
cube2A,187.78,494.89,left
cube2A,250.06,481.42,left
cube2A,259.95,542.87,left
cube2B,198.93,558.23,left
cube2B,175.36,544.13,left
cube2B,166.31,483.31,left
cube2B,187.99,494.89,left
cube3,187.61,495.17,left
cube3,249.98,481.79,left
cube3,239.13,419.92,left
cube3,217.41,408.56,left
cube3,156.05,423.46,left
cube3,165.39,483.3,left
cube4A,249.98,483.91,left
cube4A,309.58,469.77,left
cube4A,299.5,405.1,left
cube4A,239.13,419.26,left
cube4B,238.62,420.53,left
cube4B,217.16,408.41,left
cube4B,278.0,393.8,left
cube4B,298.97,405.63,left
cube5A,309.07,470.27,left
cube5A,368.41,455.63,left
cube5A,358.06,392.24,left
cube5A,298.97,404.87,left
cube5B,298.72,405.88,left
cube5B,278.5,393.8,left
cube5B,337.4,380.1,left
cube5B,358.57,391.99,left
cube5A,894.96,484.71,right
cube5A,952.2,470.61,right
cube5A,933.53,406.33,right
cube5A,876.3,421.67,right
cube5B,877.13,422.09,right
cube5B,888.95,411.51,right
cube5B,931.04,401.35,right
cube5B,933.33,406.54,right
cube6A,951.99,471.03,right
cube6A,1008.39,456.51,right
cube6A,990.56,391.81,right
cube6A,933.33,405.91,right
cube6B,1007.56,456.92,right
cube6B,1031.61,444.9,right
cube6B,1013.37,379.99,right
cube6B,990.56,391.81,right
cube7A,990.35,393.06,right
cube7A,972.72,331.47,right
cube7A,996.16,319.86,right
cube7A,1013.57,380.2,right
cube6A,368.15,456.25,left
cube6A,428.75,441.7,left
cube6A,419.05,376.25,left
cube6A,357.54,391.1,left
cube2A,814.43,509.92,right
cube2A,836.4,498.3,right
cube2A,817.97,437.7,right
cube2A,797.01,446.28,right
cube3,817.21,437.7,right
cube3,830.9,425.6,right
cube3,779.33,437.95,right
cube3,758.9,449.4,right
cube10B,293.43,247.01999999999998,left
cube10B,353.05,232.12,left
cube10B,332.71,220.01999999999998,left
cube10B,270.81,234.03999999999996,left
cube10A,303.24,310.35,left
cube10A,280.77,298.99,left
cube10A,271.42,234.09000000000003,left
cube10A,292.89,245.46000000000004,left
cube9B,315.61,257.83000000000004,left
cube9B,374.7,243.17999999999995,left
cube9B,353.74,231.82000000000005,left
cube9B,292.89,246.97000000000003,left
cube9A,324.96,320.71,left
cube9A,303.2,310.3,left
cube9A,293.64,246.47000000000003,left
cube9A,316.12,258.33000000000004,left
cube8,324.45,319.75,left
cube8,316.37,257.88,left
cube8,374.95,243.23000000000002,left
cube8,398.94,255.10000000000002,left
cube8,408.54,316.21,left
cube8,347.93,330.6,left
cube7B,358.04,392.05,left
cube7B,333.63,379.63,left
cube7B,325.21,319.24,left
cube7B,347.09,328.92,left
cube7A,357.7,392.01,left
cube7A,347.39,330.14,left
cube7A,409.04,315.83,left
cube7A,418.93,376.65,left
cube4B,817.62,437.43,right
cube4B,831.3,425.41,right
cube4B,887.91,411.72,right
cube4B,877.34,421.47,right
cube4A,836.49,498.81,right
cube4A,894.34,484.3,right
cube4A,876.51,421.26,right
cube4A,817.41,436.81,right
cube2B,796.76,448.05,right
cube2B,817.4,437.8,right
cube2B,758.88,449.57,right
cube2B,747.77,455.88,right
cube1A,732.62,535.9300000000001,right
cube1A,792.72,521.53,right
cube1A,813.93,509.92,right
cube1A,797.52,447.29,right
cube1A,745.24,456.38,right
cube1A,714.69,471.79,right
