cube,x,y,figure
cube3B,936.93,376.62,right
cube3B,973.7,380.3,right
cube3B,1026.3,367.49,right
cube3B,990.02,364.59,right
cube3A,981.85,442.52,right
cube3A,973.34,380.31,right
cube3A,1026.84,367.45,right
cube3A,1034.93,429.24,right
cube1B,959.1,568.36,right
cube1B,997.46,569.81,right
cube1B,989.37,504.7,right
cube1B,951.22,504.08,right
cube1A,997.2,570.0,right
cube1A,989.52,505.14,right
cube1A,1042.6,494.15,right
cube1A,1051.1,559.05,right
cube1A,335.72,571.08,left
cube1A,272.97,568.67,left
cube1A,272.41,502.39,left
cube1A,335.53,504.99,left
cube8B,219.1,283.70000000000005,left
cube8B,236.8,271.6,left
cube8B,300.0,274.1,left
cube8B,283.3,285.79999999999995,left
cube2A,334.87,505.5,left
cube2A,334.33,443.75,left
cube2A,352.78,430.11,left
cube2A,353.85,492.93,left
cube2B,272.02,502.59,left
cube2B,272.27,477.19,left
cube2B,285.55,477.06,left
cube2B,334.54,442.77,left
cube2B,335.44,504.52,left
cube3A,334.41,443.31,left
cube3A,332.86,379.27,left
cube3A,352.4,367.2,left
cube3A,353.13,430.63,left
cube3B,332.52,378.99,left
cube3B,300.97,378.83,left
cube3B,300.8,364.9,left
cube3B,352.33,367.08,left
cube4A,300.66,379.14,left
cube4A,300.81,390.44,left
cube4A,317.83,390.74,left
cube4A,333.14,379.14,left
cube4B,318.6,454.48,left
cube4B,317.52,391.21,left
cube4B,333.14,379.14,left
cube4B,334.23,443.03,left
cube5,301.58,465.62,left
cube5,300.8,390.3,left
cube5,317.7,390.6,left
cube5,318.76,454.17,left
cube6A,285.3,477.3,left
cube6A,283.9,412.0,left
cube6A,300.72,401.65,left
cube6A,301.58,466.3,left
cube6B,285.06,477.44,left
cube6B,220.96,475.54,left
cube6B,220.78,410.39,left
cube6B,283.68,411.77,left
cube7A,220.61,410.74,left
cube7A,220.26,347.49,left
cube7A,300.9,351.2,left
cube7A,300.62,401.23,left
cube7A,283.85,411.6,left
cube8A,219.59,347.65,left
cube8A,219.07,283.71000000000004,left
cube8A,283.01,285.78999999999996,left
cube8A,283.7,350.24,left
cube1B,336.1,570.9,left
cube1B,335.4,505.2,left
cube1B,353.97,492.82,left
cube1B,354.71,558.53,left
cube2,951.3,504.0,right
cube2,989.27,505.47,right
cube2,1042.27,494.27,right
cube2,1035.05,429.82,right
cube2,944.6,451.7,right
cube9B,811.15,351.29,right
cube9B,846.75,353.71,right
cube9B,838.97,288.91,right
cube9B,804.41,286.49,right
cube9A,804.24,286.15,right
cube9A,838.28,288.74,right
cube9A,888.74,277.15999999999997,right
cube9A,850.73,273.88,right
cube8A,772.62,348.58,right
cube8A,764.74,283.67999999999995,right
cube8A,804.35,285.96000000000004,right
cube8A,811.4,351.07,right
cube8B,764.76,283.4,right
cube8B,817.92,271.88,right
cube8B,851.0,274.0,right
cube8B,804.6,285.91999999999996,right
cube6B,788.4,475.8,right
cube6B,825.57,477.52,right
cube6B,818.65,413.59,right
cube6B,780.64,411.34,right
cube6A,825.8,477.4,right
cube6A,818.45,414.11,right
cube6A,871.74,401.87,right
cube6A,878.79,466.78,right
cube4B,888.53,386.63,right
cube4B,936.57,376.61,right
cube4B,973.55,380.41,right
cube4B,922.4,390.43,right
cube9A,282.83,350.59,left
cube9A,346.25,353.87,left
cube9A,345.22,288.03,left
cube9A,282.84,285.78999999999996,left
cube9B,282.7,285.70000000000005,left
cube9B,345.5,288.1,left
cube9B,360.5,276.6,left
cube9B,299.3,274.6,left
cube10,346.46,354.38,left
cube10,407.18,356.12,left
cube10,424.59,343.93,left
cube10,424.3,278.9,left
cube10,360.15,276.49,left
cube10,344.72,288.94,left
cube10,846.69,353.43,right
cube10,885.01,356.17,right
cube10,937.51,344.97,right
cube10,929.5,279.6,right
cube10,888.2,277.29999999999995,right
cube10,838.97,288.24,right
cube7,772.7,348.1,right
cube7,865.54,355.3,right
cube7,871.51,401.89,right
cube7,818.06,413.83,right
cube7,780.74,411.44,right
cube5,878.8,466.3,right
cube5,869.83,390.88,right
cube5,888.3,387.0,right
cube5,922.83,390.63,right
cube5,931.04,455.33,right
cube4A,931.01,455.3,right
cube4A,981.6,442.9,right
cube4A,973.69,380.48,right
cube4A,922.71,390.33,right
