cube,x,y,figure
cube5B,908.91,442.52,right
cube5B,846.66,454.5,right
cube5B,860.83,469.41,right
cube5B,921.77,456.55,right
cube5A,921.99,457.01,right
cube5A,908.94,442.7,right
cube5A,903.68,380.83,right
cube5A,916.73,394.72,right
cube4B,921.52,456.69,right
cube4B,860.63,469.36,right
cube4B,874.02,483.12,right
cube4B,935.4,470.82,right
cube4A,935.3,471.0,right
cube4A,921.86,456.39,right
cube4A,916.74,395.6,right
cube4A,929.16,408.46,right
cube2B,881.4,543.75,right
cube2B,874.4,483.3,right
cube2B,935.9,470.9,right
cube2B,944.53,532.39,right
cube2A,944.63,532.37,right
cube2A,936.55,472.27,right
cube2A,952.21,486.41,right
cube2A,959.78,547.26,right
cube1,904.36,621.66,right
cube1,967.48,610.04,right
cube1,959.9,547.4,right
cube1,945.52,532.01,right
cube1,881.88,543.12,right
cube1,889.46,606.76,right
cube3,189.2,498.2,left
cube3,249.76,483.43,left
cube3,239.45,420.4,left
cube3,218.85,408.88,left
cube3,156.12,423.13,left
cube3,166.12,486.76,left
cube6A,908.31,442.51,right
cube6A,846.02,454.72,right
cube6A,832.98,441.04,right
cube6A,825.19,377.7,right
cube6A,889.79,366.76,right
cube6A,904.1,381.28,right
cube3,935.33,471.24,right
cube3,951.46,486.49,right
cube3,943.75,422.31,right
cube3,929.37,408.28,right
cube10B,303.2,310.57,left
cube10B,281.73,299.84,left
cube10B,272.3,235.89999999999998,left
cube10B,295.7,248.10000000000002,left
cube10A,295.2,247.70000000000005,left
cube10A,272.1,235.70000000000005,left
cube10A,333.92,220.51,left
cube10A,354.12,231.87,left
cube9B,314.98,259.44000000000005,left
cube9B,376.22,244.08000000000004,left
cube9B,353.7,231.87,left
cube9B,296.0,248.0,left
cube9A,324.87,319.83,left
cube9A,303.41,310.15,left
cube9A,295.41,247.23000000000002,left
cube9A,314.98,258.16999999999996,left
cube7B,357.93,392.28,left
cube7B,334.15,380.29,left
cube7B,324.05,320.1,left
cube7B,348.04,332.31,left
cube7A,357.93,392.28,left
cube7A,347.62,332.73,left
cube7A,409.7,317.58,left
cube7A,418.96,376.92,left
cube5B,298.37,407.18,left
cube5B,277.3,394.15,left
cube5B,336.24,380.14,left
cube5B,358.41,391.96,left
cube5A,307.87,470.75,left
cube5A,368.05,455.81,left
cube5A,357.11,392.26,left
cube5A,298.19,406.99,left
cube4B,239.77,420.44,left
cube4B,218.73,408.75,left
cube4B,277.03,393.84,left
cube4B,298.66,407.29,left
cube4A,250.97,484.01,left
cube4A,308.6,470.3,left
cube4A,298.1,407.1,left
cube4A,239.61,419.41,left
cube2B,199.95,558.74,left
cube2B,174.67,545.15,left
cube2B,166.19,485.67,left
cube2B,188.84,497.51,left
cube2A,200.0,558.7,left
cube2A,188.99,497.66,left
cube2A,250.8,482.9,left
cube2A,260.59,543.69,left
cube1B,209.17,621.37,left
cube1B,185.2,609.1,left
cube1B,175.41,545.24,left
cube1B,198.36,557.8,left
cube1A,209.17,621.37,left
cube1A,198.21,558.39,left
cube1A,260.46,543.19,left
cube1A,270.11,607.05,left
cube9B,881.59,306.17,right
cube9B,873.59,243.03999999999996,right
cube9B,934.19,231.67999999999995,right
cube9B,941.56,293.97,right
cube9A,895.69,321.75,right
cube9A,955.45,311.43,right
cube9A,941.35,294.18,right
cube9A,881.17,305.75,right
cube7B,888.32,366.57,right
cube7B,824.77,377.72,right
cube7B,816.77,317.33,right
cube7B,881.8,306.59,right
cube7A,903.7,380.43,right
cube7A,895.52,320.74,right
cube7A,881.28,305.28,right
cube7A,888.55,365.89,right
cube8,881.65,306.62,right
cube8,816.76,318.23,right
cube8,808.95,252.83000000000004,right
cube8,873.57,242.98000000000002,right
cube10,955.7,311.3,right
cube10,1018.87,300.26,right
cube10,1011.93,235.24,right
cube10,996.57,221.14,right
cube10,933.65,231.65999999999997,right
cube10,941.64,294.79,right
cube8,324.8,321.49,left
cube8,315.97,259.12,left
cube8,376.82,244.22000000000003,left
cube8,399.8,255.33000000000004,left
cube8,408.89,317.7,left
cube8,347.78,332.35,left
cube6A,367.2,455.8,left
cube6A,428.34,441.69,left
cube6A,418.49,376.79,left
cube6A,357.13,392.45,left
