cube,x,y,figure
cube7B,844.18,400.93,right
cube7B,789.74,377.74,right
cube7B,802.99,320.0,right
cube7B,856.27,343.04,right
cube4A,244.94,480.16,left
cube4A,283.62,457.08,left
cube4A,335.57,468.68,left
cube4A,297.54,490.21,left
cube2B,209.76,562.17,left
cube2B,204.42,502.25,left
cube2B,245.4,479.97,left
cube2B,249.86,538.78,left
cube2A,249.64,539.0,left
cube2A,244.96,479.97,left
cube2A,296.86,489.99,left
cube2A,301.99,549.69,left
cube1,266.55,632.77,left
cube1,307.2,609.03,left
cube1,302.4,549.4,left
cube1,249.9,538.8,left
cube1,210.0,561.8,left
cube1,214.28,621.4,left
cube4,204.43,502.21,left
cube4,245.1,480.2,left
cube4,240.54,417.37,left
cube4,198.62,440.6,left
cube10,260.87,309.19,left
cube10,208.09,297.83,left
cube10,202.54,235.46000000000004,left
cube10,244.45,212.98000000000002,left
cube10,295.71,224.60000000000002,left
cube10,299.5,285.20000000000005,left
cube4,886.02,462.65,right
cube4,894.86,423.76,right
cube4,930.97,411.89,right
cube4,984.25,434.62,right
cube8,803.18,320.67,right
cube8,856.63,342.98,right
cube8,893.88,332.04,right
cube8,905.45,272.48,right
cube8,852.21,248.91999999999996,right
cube8,816.02,260.07000000000005,right
cube10B,938.1,261.70000000000005,right
cube10B,886.0,239.5,right
cube10B,922.1,227.89999999999998,right
cube10B,975.1,251.10000000000002,right
cube9B,926.54,323.17,right
cube9B,893.57,332.24,right
cube9B,905.7,272.4,right
cube9B,938.5,261.67999999999995,right
cube9A,905.5,272.70000000000005,right
cube9A,852.3,249.0,right
cube9A,886.4,239.29999999999995,right
cube9A,938.0,261.6,right
cube7A,843.87,400.71,right
cube7A,856.52,342.86,right
cube7A,893.7,332.1,right
cube7A,879.74,390.34,right
cube4B,245.24,480.25,left
cube4B,240.6,417.14,left
cube4B,278.8,396.5,left
cube4B,283.7,457.2,left
cube5A,844.03,401.22,right
cube5A,894.86,423.82,right
cube5A,930.72,411.87,right
cube5A,880.2,390.4,right
cube10A,926.17,322.76,right
cube10A,962.63,312.4,right
cube10A,975.76,250.88,right
cube10A,938.61,261.59000000000003,right
cube9B,299.86,285.29999999999995,left
cube9B,295.68,224.96000000000004,left
cube9B,345.22,234.89999999999998,left
cube9B,349.25,296.82,left
cube9A,309.79,319.14,left
cube9A,260.83,308.91,left
cube9A,300.0,285.01,left
cube9A,349.0,296.5,left
cube7B,353.76,354.56,left
cube7B,313.92,375.92,left
cube7B,309.84,318.2,left
cube7B,348.96,296.36,left
cube7A,353.97,353.4,left
cube7A,348.7,297.2,left
cube7A,402.42,307.18,left
cube7A,407.8,364.9,left
cube5B,283.38,456.99,left
cube5B,319.8,437.12,left
cube5B,314.11,376.31,left
cube5B,278.7,396.6,left
cube5A,283.1,457.34,left
cube5A,336.22,468.94,left
cube5A,371.93,448.18,left
cube5A,319.84,437.23,left
cube1,862.92,526.76,right
cube1,917.31,549.33,right
cube1,952.5,538.5,right
cube1,965.7,477.09,right
cube1,914.01,454.49,right
cube1,877.28,465.4,right
cube8,349.1,296.7,left
cube8,344.91,235.10000000000002,left
cube8,396.9,244.60000000000002,left
cube8,402.4,307.1,left
cube5B,873.55,480.98,right
cube5B,830.35,462.84,right
cube5B,844.52,401.15,right
cube5B,894.81,423.44,right
cube5B,886.17,462.84,right
cube5B,877.18,465.08,right
cube6A,776.18,440.42,right
cube6A,830.72,462.9,right
cube6A,844.3,401.2,right
cube6A,790.07,377.9,right
cube6A,372.4,448.3,left
cube6A,412.6,426.1,left
cube6A,407.6,365.0,left
cube6A,353.7,354.3,left
cube6A,314.0,376.1,left
cube6A,319.91,437.17,left
cube2A,986.16,529.3299999999999,right
cube2A,998.83,468.42,right
cube2A,965.42,477.2,right
cube2A,952.7,538.4,right
cube2B,914.16,454.6,right
cube2B,966.0,477.2,right
cube2B,999.26,467.84,right
cube2B,947.71,444.95,right
cube3B,947.71,445.42,right
cube3B,999.12,468.03,right
cube3B,1035.84,456.08,right
cube3B,984.14,434.62,right
cube3A,1022.52,518.12,right
cube3A,1036.2,455.96,right
cube3A,999.24,467.6,right
cube3A,986.04,528.56,right
