cube,x,y,figure
cube9A,344.34,353.16,left
cube9A,329.82,293.82,left
cube9A,393.16,279.09000000000003,left
cube9A,407.89,341.38,left
cube5C,912.8,420.3,right
cube5C,922.39,371.78,right
cube5C,877.47,362.5,right
cube5C,868.1,410.5,right
cube7A,409.15,411.03,left
cube7A,422.41,404.72,left
cube7A,407.04,341.59,left
cube7A,394.21,349.16,left
cube1A,178.47,596.61,left
cube1A,241.09,582.46,left
cube1A,226.2,518.0699999999999,left
cube1A,163.82,531.2,left
cube10,330.01,293.99,left
cube10,392.88,279.34000000000003,left
cube10,406.27,271.77,left
cube10,393.14,207.63,left
cube10,330.01,221.26,left
cube10,315.36,230.10000000000002,left
cube6A,335.23,431.49,left
cube6A,395.58,418.1,left
cube6A,410.48,409.77,left
cube6A,394.32,348.91,left
cube6A,329.93,360.02,left
cube6A,320.08,367.35,left
cube4A,212.82,456.93,left
cube4A,274.05,444.51,left
cube4A,259.53,380.33,left
cube4A,198.3,394.43,left
cube2B,226.45,517.5699999999999,left
cube2B,241.09,511.26,left
cube2B,226.2,452.67,left
cube2B,212.81,456.46,left
cube5A,273.63,444.93,left
cube5A,335.08,431.25,left
cube5A,320.77,366.65,left
cube5A,259.3,380.3,left
cube2A,163.32,531.2,left
cube2A,150.19,470.85,left
cube2A,213.07,456.71,left
cube2A,227.21,517.8199999999999,left
cube9B,407.25,342.01,left
cube9B,421.99,333.8,left
cube9B,407.04,270.88,left
cube9B,393.16,279.09000000000003,left
cube3B,134.5,407.9,left
cube3B,149.9,399.06,left
cube3B,201.66,388.12,left
cube3B,199.98,394.22,left
cube8,794.97,403.58,right
cube8,857.3,417.6,right
cube8,867.9,411.4,right
cube8,880.62,346.13,right
cube8,816.65,332.67,right
cube8,806.97,339.19,right
cube5A,901.63,444.77,right
cube5A,838.8,431.47,right
cube5A,847.56,422.56,right
cube5A,910.25,436.0,right
cube4B,961.61,458.0,right
cube4B,901.69,444.41,right
cube4B,910.02,436.51,right
cube4B,972.13,449.81,right
cube4A,971.95,449.92,right
cube4A,910.08,436.87,right
cube4A,922.28,371.85,right
cube4A,984.78,385.11,right
cube2B,960.58,511.58,right
cube2B,950.06,516.63,right
cube2B,962.27,456.86,right
cube2B,972.16,449.29,right
cube2A,960.79,511.79,right
cube2A,971.95,449.29,right
cube2A,1036.76,463.6,right
cube2A,1025.4,524.2,right
cube7B,407.04,341.38,left
cube7B,343.92,352.95,left
cube7B,332.76,359.27,left
cube7B,395.05,349.37,left
cube1,937.64,582.21,right
cube1,1001.94,596.24,right
cube1,1012.61,588.05,right
cube1,1025.32,524.19,right
cube1,960.88,511.77,right
cube1,950.65,516.74,right
cube1B,241.3,583.0,left
cube1B,256.25,575.14,left
cube1B,241.09,511.26,left
cube1B,226.7,517.5699999999999,left
cube3,972.6,449.9,right
cube3,1036.34,463.77,right
cube3,1049.17,399.79,right
cube3,984.57,385.48,right
cube9A,816.61,332.62,right
cube9A,827.97,271.01,right
cube9A,892.36,285.4,right
cube9A,880.24,346.77,right
cube9B,816.39,332.61,right
cube9B,806.46,339.04,right
cube9B,818.88,274.89,right
cube9B,828.23,270.79999999999995,right
cube10A,827.88,271.26,right
cube10A,840.72,207.91999999999996,right
cube10A,905.32,221.39,right
cube10A,892.49,285.57000000000005,right
cube10B,828.1,270.9,right
cube10B,818.84,274.63,right
cube10B,830.83,214.65999999999997,right
cube10B,841.14,207.5,right
cube7A,848.0,423.36,right
cube7A,785.71,410.53,right
cube7A,795.18,403.58,right
cube7A,857.89,417.68,right
cube7B,785.66,410.65,right
cube7B,796.33,348.1,right
cube7B,807.1,339.3,right
cube7B,795.31,403.93,right
cube6A,839.08,431.61,right
cube6A,775.95,417.72,right
cube6A,784.79,410.57,right
cube6A,847.5,423.19,right
cube6B,775.53,417.72,right
cube6B,788.16,352.7,right
cube6B,796.99,347.23,right
cube6B,785.63,410.36,right
cube3A,150.19,470.85,left
cube3A,135.04,408.23,left
cube3A,199.2,394.3,left
cube3A,214.08,456.46,left
cube4B,198.72,394.85,left
cube4B,201.66,387.69,left
cube4B,261.43,374.65,left
cube4B,259.32,380.33,left
cube5B,259.5,380.6,left
cube5B,261.64,374.23,left
cube5B,330.7,360.1,left
cube5B,321.1,366.5,left
cube8,421.56,405.14,left
cube8,436.72,397.56,left
cube8,421.77,333.17,left
cube8,406.62,342.01,left
cube5B,848.09,423.17,right
cube5B,868.6,411.0,right
cube5B,913.0,420.4,right
cube5B,909.99,435.8,right
