cube,x,y,figure
cube3,227.23,563.85,left
cube3,290.13,568.65,left
cube3,313.09,549.71,left
cube3,311.57,487.09,left
cube3,250.21,483.05,left
cube3,225.46,501.48,left
cube6A,900.02,333.49,right
cube6A,911.81,270.99,right
cube6A,848.5,264.70000000000005,right
cube6A,838.36,328.02,right
cube5B,890.55,395.35,right
cube5B,827.4,389.0,right
cube5B,838.2,327.4,right
cube5B,899.81,332.86,right
cube5A,890.13,395.14,right
cube5A,899.39,333.7,right
cube5A,918.33,350.74,right
cube5A,909.91,413.45,right
cube4,817.53,449.65,right
cube4,827.8,388.8,right
cube4,890.97,394.93,right
cube4,909.7,413.03,right
cube4,901.49,457.64,right
cube3B,806.38,511.93,right
cube3B,817.32,449.86,right
cube3B,880.24,455.12,right
cube3B,867.61,517.61,right
cube3A,884.87,536.97,right
cube3A,827.0,531.9,right
cube3A,805.7,511.9,right
cube3A,867.4,517.2,right
cube2B,867.61,516.98,right
cube2B,879.2,455.5,right
cube2B,940.42,459.75,right
cube2B,928.22,522.88,right
cube2A,947.58,542.87,right
cube2A,884.45,536.97,right
cube2A,866.98,516.98,right
cube2A,927.59,522.6600000000001,right
cube9,298.69,326.46,left
cube9,356.52,332.02,left
cube9,381.27,312.32,left
cube9,378.99,248.69000000000005,left
cube9,320.41,244.64999999999998,left
cube9,321.42,309.04,left
cube7B,248.49,359.16,left
cube7B,247.61,322.16,left
cube7B,270.05,323.92,left
cube7B,270.23,344.43,left
cube5B,249.01,421.77,left
cube5B,222.53,438.6,left
cube5B,221.48,377.58,left
cube5B,248.13,358.99,left
cube7A,248.49,358.81,left
cube7A,271.11,343.91,left
cube7A,333.18,349.17,left
cube7A,309.69,365.83,left
cube5A,248.49,422.99,left
cube5A,247.61,359.34,left
cube5A,309.33,365.48,left
cube5A,310.39,427.55,left
cube4B,250.06,483.14,left
cube4B,224.99,501.55,left
cube4B,223.58,438.08,left
cube4B,248.49,421.77,left
cube4A,250.15,483.27,left
cube4A,248.89,422.67,left
cube4A,310.33,427.51,left
cube4A,311.38,487.27,left
cube2B,348.13,573.96,left
cube2B,289.68,568.85,left
cube2B,313.3,549.85,left
cube2B,371.3,553.3,left
cube2A,371.7,553.1,left
cube2A,312.04,550.25,left
cube2A,311.4,486.49,left
cube2A,369.27,491.54,left
cube1B,371.57,553.3199999999999,left
cube1B,369.0,492.0,left
cube1B,430.9,497.5,left
cube1B,432.93,559.89,left
cube1A,347.8,573.5,left
cube1A,407.9,578.3,left
cube1A,432.93,560.39,left
cube1A,370.81,553.58,left
cube10B,972.94,406.36,right
cube10B,911.49,400.68,right
cube10B,913.8,384.47,right
cube10B,954.63,387.84,right
cube10A,953.79,388.05,right
cube10A,973.78,406.36,right
cube10A,984.93,342.18,right
cube10A,966.2,324.5,right
cube9B,954.42,388.68,right
cube9B,913.8,384.47,right
cube9B,916.12,368.06,right
cube9B,935.48,369.53,right
cube9A,935.9,370.4,right
cube9A,954.21,388.05,right
cube9A,965.78,323.66,right
cube9A,948.1,306.41,right
cube6B,899.81,333.49,right
cube6B,917.7,350.11,right
cube6B,929.06,287.19000000000005,right
cube6B,911.81,271.20000000000005,right
cube6A,221.62,378.86,left
cube6A,248.27,359.92,left
cube6A,247.4,322.22,left
cube6A,234.95,321.34,left
cube6A,234.6,305.91,left
cube6A,219.87,316.08,left
cube10,297.73,326.56,left
cube10,234.42,321.3,left
cube10,233.19,256.6,left
cube10,259.32,238.88,left
cube10,320.0,244.66999999999996,left
cube10,321.4,308.33,left
cube8,270.4,343.9,left
cube8,332.1,349.29,left
cube8,355.95,331.58,left
cube8,270.19,323.34,left
cube8,915.04,368.76,right
cube8,935.74,370.27,right
cube8,947.86,306.89,right
cube8,928.67,288.46,right
cube1,947.1,542.2,right
cube1,1008.72,548.05,right
cube1,1020.34,483.4,right
cube1,1001.17,464.72,right
cube1,939.53,460.17,right
cube1,927.92,523.3,right
