cube,x,y,figure
cube10,382.43,419.54,left
cube10,444.3,421.6,left
cube10,453.6,361.2,left
cube10,439.75,336.72,left
cube10,378.14,333.69,left
cube10,369.55,396.06,left
cube8,383.0,418.9,left
cube8,336.69,416.98,left
cube8,339.15,394.36,left
cube8,368.96,395.06,left
cube7B,355.63,373.67,left
cube7B,364.92,312.47,left
cube7B,378.08,334.74,left
cube7B,369.83,395.94,left
cube7A,368.78,395.23,left
cube7A,339.67,394.36,left
cube7A,341.6,374.02,left
cube7A,356.86,373.67,left
cube3B,315.99,449.23,left
cube3B,329.88,470.86,left
cube3B,336.89,412.55,left
cube3B,324.47,389.17,left
cube2,915.38,530.03,right
cube2,978.93,527.29,right
cube2,978.3,465.01,right
cube2,969.88,442.28,right
cube2,917.5,444.4,right
cube3,257.73,529.47,left
cube3,321.2,532.8,left
cube3,329.8,471.1,left
cube3,315.77,448.81,left
cube3,254.39,445.3,left
cube3,246.5,506.32,left
cube3A,253.33,445.04,left
cube3A,260.9,385.7,left
cube3A,324.24,389.69,left
cube3A,316.24,449.03,left
cube1B,978.72,464.59,right
cube1B,969.88,441.86,right
cube1B,1035.33,438.91,right
cube1B,1044.8,461.85,right
cube1A,1044.54,524.37,right
cube1A,979.1,527.3199999999999,right
cube1A,978.89,464.61,right
cube1A,1044.54,461.66,right
cube6B,850.84,291.39,right
cube6B,915.64,287.76,right
cube6B,907.3,265.79999999999995,right
cube6B,841.86,268.23,right
cube6A,841.75,334.95,right
cube6A,842.1,268.41999999999996,right
cube6A,851.26,290.89,right
cube6A,850.22,334.95,right
cube7B,850.39,334.78,right
cube7B,851.26,291.41,right
cube7B,859.55,314.39,right
cube7B,859.03,334.61,right
cube7A,859.03,314.39,right
cube7A,851.43,291.06,right
cube7A,915.88,287.78,right
cube7A,925.39,311.45,right
cube8,858.86,334.61,right
cube8,859.4,314.2,right
cube8,924.7,312.0,right
cube8,933.16,331.32,right
cube9B,878.54,356.22,right
cube9B,869.56,333.76,right
cube9B,933.15,331.51,right
cube9B,942.13,353.46,right
cube9A,878.82,418.7,right
cube9A,942.52,415.46,right
cube9A,941.8,353.3,right
cube9A,878.6,356.2,right
cube10,878.89,418.52,right
cube10,812.46,421.76,right
cube10,803.5,397.87,right
cube10,802.5,336.41,right
cube10,869.69,334.17,right
cube10,878.6,356.1,right
cube4A,842.04,449.84,right
cube4A,842.92,419.86,right
cube4A,917.27,416.52,right
cube4A,917.44,468.96,right
cube4A,852.56,470.36,right
cube3B,851.86,532.79,right
cube3B,842.4,511.0,right
cube3B,842.7,450.2,right
cube3B,852.56,469.66,right
cube3A,914.96,530.45,right
cube3A,852.04,532.98,right
cube3A,852.46,470.06,right
cube3A,917.0,468.8,right
cube2A,196.63,527.06,left
cube2A,258.08,529.38,left
cube2A,246.09,505.6,left
cube2A,184.01,502.65,left
cube2B,184.57,502.85,left
cube2B,192.81,442.0,left
cube2B,254.54,445.35,left
cube2B,246.47,505.48,left
cube1B,119.23,500.8,left
cube1B,127.31,438.68,left
cube1B,192.71,442.22,left
cube1B,184.88,502.82,left
cube6A,342.0,374.09,left
cube6A,355.82,373.75,left
cube6A,364.81,312.57,left
cube6A,353.06,290.97,left
cube1A,132.54,524.37,left
cube1A,197.0,526.9,left
cube1A,184.4,503.0,left
cube1A,119.28,500.59,left
cube5B,330.89,329.7,left
cube5B,344.74,350.92,left
cube5B,352.81,290.95,left
cube5B,340.71,269.20000000000005,left
cube5A,268.46,326.2,left
cube5A,275.82,265.70000000000005,left
cube5A,340.71,268.5,left
cube5A,331.0,329.6,left
cube4B,324.32,390.04,left
cube4B,336.89,412.55,left
cube4B,344.49,350.44,left
cube4B,331.7,329.9,left
cube4A,260.53,385.38,left
cube4A,268.6,325.93,left
cube4A,331.73,329.09,left
cube4A,324.71,389.76,left
