cube,x,y,figure
cube3,232.79,531.53,left
cube3,280.26,530.77,left
cube3,296.42,468.66,left
cube3,248.44,468.66,left
cube1,98.7,508.55,left
cube1,143.65,531.78,left
cube1,190.11,531.53,left
cube1,204.51,469.67,left
cube1,162.33,446.18,left
cube1,114.61,446.18,left
cube9,362.83,393.66,left
cube9,407.78,416.64,left
cube9,455.76,416.89,left
cube9,469.4,355.28,left
cube9,427.23,331.29,left
cube9,380.26,332.04,left
cube2,926.64,531.3299999999999,right
cube2,873.92,531.03,right
cube2,861.19,469.52,right
cube2,895.13,445.88,right
cube2,910.58,446.79,right
cube7B,919.99,361.97,right
cube7B,940.44,350.86,right
cube7B,928.2,290.2,right
cube7B,906.4,305.2,right
cube8B,338.34,311.62,left
cube8B,379.25,333.58,left
cube8B,425.46,331.56,left
cube8B,385.56,310.35,left
cube8A,321.93,372.72,left
cube8A,364.1,394.44,left
cube8A,380.0,333.58,left
cube8A,338.09,311.62,left
cube10,837.86,416.79,right
cube10,889.67,416.49,right
cube10,927.25,393.76,right
cube10,913.61,330.74,right
cube10,858.46,331.34,right
cube10,824.22,354.37,right
cube2A,189.56,531.5899999999999,left
cube2A,232.7,531.38,left
cube2A,248.49,467.83,left
cube2A,204.51,469.3,left
cube5,929.7,409.77,right
cube5,899.72,411.0,right
cube5,926.19,393.64,right
cube6B,253.61,265.32000000000005,left
cube6B,297.89,265.03,left
cube6B,341.0,287.67999999999995,left
cube6B,296.72,291.04,left
cube2B,203.84,469.92,left
cube2B,163.16,446.25,left
cube2B,207.35,445.9,left
cube2B,248.38,467.99,left
cube4A,205.07,446.0,left
cube4A,219.97,386.2,left
cube4A,265.74,409.7,left
cube4A,250.31,468.8,left
cube4B,250.13,469.32,left
cube4B,296.43,469.32,left
cube4B,311.86,409.18,left
cube4B,265.04,409.53,left
cube5,219.8,386.2,left
cube5,235.93,326.76,left
cube5,321.15,372.0,left
cube5,311.68,409.18,left
cube5,265.04,409.18,left
cube6A,235.9,326.86,left
cube6A,251.89,264.36,left
cube6A,296.3,290.2,left
cube6A,280.72,350.22,left
cube7A,280.21,350.22,left
cube7A,322.29,372.0,left
cube7A,337.9,312.2,left
cube7A,296.34,290.1,left
cube7B,296.75,290.64,left
cube7B,339.25,311.71,left
cube7B,384.43,310.61,left
cube7B,340.71,287.71000000000004,left
cube10A,453.61,416.59,left
cube10A,499.28,417.22,left
cube10A,515.06,354.09,left
cube10A,467.71,355.14,left
cube10B,467.39,356.01,left
cube10B,426.61,331.61,left
cube10B,472.65,330.88,left
cube10B,515.32,354.11,left
cube1A,820.92,531.4300000000001,right
cube1A,873.95,531.4300000000001,right
cube1A,861.33,468.55,right
cube1A,808.05,468.55,right
cube1B,807.83,469.04,right
cube1B,842.72,446.07,right
cube1B,894.98,446.25,right
cube1B,861.49,469.39,right
cube3A,926.4,530.4,right
cube3A,979.2,530.8,right
cube3A,966.53,468.87,right
cube3A,914.62,468.69,right
cube3B,978.8,531.3,right
cube3B,1015.8,507.62,right
cube3B,1002.3,445.9,right
cube3B,967.23,469.39,right
cube4A,913.57,470.45,right
cube4A,900.42,410.82,right
cube4A,954.43,408.9,right
cube4A,966.7,468.52,right
cube4B,966.88,468.87,right
cube4B,1001.6,445.72,right
cube4B,990.55,384.52,right
cube4B,954.08,408.37,right
cube5A,953.2,408.37,right
cube5A,941.28,349.62,right
cube5A,976.7,327.18,right
cube5A,990.38,385.22,right
cube5B,953.2,408.37,right
cube5B,940.93,350.5,right
cube5B,920.58,362.95,right
cube5B,929.53,409.77,right
cube6A,939.94,351.36,right
cube6A,928.32,290.25,right
cube6A,963.92,265.0,right
cube6A,976.55,326.87,right
cube6B,928.32,290.76,right
cube6B,875.29,288.48,right
cube6B,911.91,264.5,right
cube6B,962.91,265.0,right
cube7A,892.97,313.48,right
cube7A,928.57,289.24,right
cube7A,876.55,287.73,right
cube7A,840.95,310.71,right
cube7C,913.17,331.67,right
cube7C,898.78,331.41,right
cube7C,895.24,312.98,right
cube7C,906.35,304.39,right
cube8,898.02,331.67,right
cube8,895.49,311.97,right
cube8,839.69,310.45,right
cube8,806.6,331.4,right
cube9A,837.92,416.76,right
cube9A,784.89,417.27,right
cube9A,772.26,353.63,right
cube9A,824.79,353.89,right
cube9B,824.28,354.14,right
cube9B,858.88,330.91,right
cube9B,806.35,331.67,right
cube9B,772.01,354.64,right
