cube,x,y,figure
cube8B,166.63,375.45,left
cube8B,174.71,317.12,left
cube8B,239.61,320.4,left
cube8B,230.77,379.49,left
cube10B,828.45,262.76,right
cube10B,784.89,257.91999999999996,right
cube10B,809.3,198.78999999999996,right
cube10B,852.44,203.63,right
cube10A,828.03,263.39,right
cube10A,851.81,204.26,right
cube10A,896.21,233.09000000000003,right
cube10A,872.64,292.64,right
cube9B,805.31,321.68,right
cube9B,763.01,318.1,right
cube9B,785.3,257.70000000000005,right
cube9B,828.24,262.97,right
cube9A,805.1,320.63,right
cube9A,828.03,264.23,right
cube9A,873.06,292.43,right
cube9A,858.33,326.52,right
cube8B,781.74,379.34,right
cube8B,737.97,375.55,right
cube8B,763.0,317.9,right
cube8B,805.73,321.26,right
cube8A,825.3,408.8,right
cube8A,781.95,405.22,right
cube8A,737.97,375.97,right
cube8A,781.74,379.13,right
cube7B,781.11,379.97,right
cube7B,805.31,321.89,right
cube7B,845.92,325.05,right
cube7B,822.56,384.39,right
cube7A,863.6,412.59,right
cube7A,824.7,407.7,right
cube7A,781.11,379.55,right
cube7A,821.93,383.55,right
cube6A,863.83,412.17,right
cube6A,822.41,384.14,right
cube6A,845.9,325.05,right
cube6A,889.08,328.84,right
cube6A,931.25,355.6,right
cube6A,906.0,412.93,right
cube5B,949.5,441.35,right
cube5B,905.66,412.6,right
cube5B,930.91,354.9,right
cube5B,975.45,382.78,right
cube5A,949.5,440.65,right
cube5A,906.01,412.95,right
cube5A,863.75,411.02,right
cube5A,908.29,439.25,right
cube4B,993.69,467.83,right
cube4B,948.27,465.2,right
cube4B,907.76,438.37,right
cube4B,949.68,441.35,right
cube4A,993.69,467.83,right
cube4A,949.5,441.18,right
cube4A,975.1,382.26,right
cube4A,1018.59,409.96,right
cube3,993.18,467.53,right
cube3,1018.01,410.29,right
cube3,1062.4,437.4,right
cube3,1038.42,496.57,right
cube2B,971.5,526.87,right
cube2B,927.31,523.0899999999999,right
cube2B,951.51,464.16,right
cube2B,994.02,467.53,right
cube2A,970.49,526.6600000000001,right
cube2A,993.43,468.16,right
cube2A,1038.88,496.99,right
cube2A,1015.36,554.06,right
cube1,948.6,609.4,right
cube1,991.73,613.38,right
cube1,1016.14,554.25,right
cube1,971.1,526.6800000000001,right
cube1,928.2,523.1,right
cube1,905.24,580.98,right
cube10B,246.17,263.33000000000004,left
cube10B,183.55,259.03999999999996,left
cube10B,191.88,199.19000000000005,left
cube10B,257.03,203.99,left
cube10A,245.67,263.59000000000003,left
cube10A,257.0,203.70000000000005,left
cube10A,267.13,233.53999999999996,left
cube10A,257.79,291.87,left
cube9B,239.35,321.41,left
cube9B,175.7,317.4,left
cube9B,184.05,258.78999999999996,left
cube9B,246.93,262.83000000000004,left
cube9A,239.35,320.91,left
cube9A,246.42,264.85,left
cube9A,257.53,291.11,left
cube9A,253.5,322.4,left
cube8A,239.61,408.53,left
cube8A,174.96,404.74,left
cube8A,166.38,375.45,left
cube8A,230.26,378.73,left
cube7B,231.27,378.73,left
cube7B,238.85,320.91,left
cube7B,302.73,323.94,left
cube7B,294.15,383.53,left
cube7A,301.22,412.82,left
cube7A,239.35,408.53,left
cube7A,230.26,379.24,left
cube7A,293.9,382.77,left
cube6A,301.49,411.12,left
cube6A,294.13,384.6,left
cube6A,302.76,323.79,left
cube6A,365.9,327.8,left
cube6A,375.56,355.35,left
cube6A,364.41,414.48,left
cube5B,371.65,441.18,left
cube5B,308.96,437.23,left
cube5B,300.78,410.78,left
cube5B,364.06,414.43,left
cube5A,371.53,441.18,left
cube5A,363.99,414.35,left
cube5A,374.32,355.01,left
cube5A,383.16,381.01,left
cube4B,381.18,467.83,left
cube4B,316.82,464.85,left
cube4B,309.11,437.32,left
cube4B,372.24,441.35,left
cube4A,380.05,467.89,left
cube4A,372.05,441.59,left
cube4A,383.29,381.32,left
cube4A,391.47,411.33,left
cube3,380.26,468.94,left
cube3,391.62,411.07,left
cube3,400.25,437.59,left
cube3,391.62,496.72,left
cube2B,373.49,525.27,left
cube2B,309.6,521.48,left
cube2B,317.68,464.92,left
cube2B,381.07,467.95,left
cube2A,373.74,526.53,left
cube2A,380.56,468.96,left
cube2A,391.67,496.74,left
cube2A,383.59,553.3,left
cube1,309.1,610.37,left
cube1,301.02,580.3199999999999,left
cube1,309.5,521.4,left
cube1,374.75,525.77,left
cube1,383.84,553.8,left
cube1,374.5,613.9,left
