cube,x,y,figure
cube8A,363.94,430.53,left
cube8A,424.25,431.39,left
cube8A,424.08,364.69,left
cube8A,363.77,364.17,left
cube5B,920.04,370.37,right
cube5B,975.72,365.69,right
cube5B,943.32,365.33,right
cube5B,879.6,370.01,right
cube5A,924.68,436.23,right
cube5A,980.46,430.84,right
cube5A,975.9,365.73,right
cube5A,920.53,370.08,right
cube4B,864.69,377.54,right
cube4B,844.67,372.06,right
cube4B,877.5,370.05,right
cube4B,920.56,370.19,right
cube4A,869.11,441.66,right
cube4A,924.85,436.19,right
cube4A,920.37,370.25,right
cube4A,864.64,376.22,right
cube2B,816.0,508.23,right
cube2B,783.24,507.19,right
cube2B,779.92,445.19,right
cube2B,813.93,447.05,right
cube2A,816.83,509.06,right
cube2A,813.72,447.05,right
cube2A,870.3,441.7,right
cube2A,874.68,503.46,right
cube1B,820.77,575.41,right
cube1B,788.01,573.96,right
cube1B,784.27,507.4,right
cube1B,816.62,508.02,right
cube1A,820.79,575.38,right
cube1A,878.84,569.64,right
cube1A,874.9,503.71,right
cube1A,816.85,508.73,right
cube9B,423.16,365.04,left
cube9B,362.4,364.21,left
cube9B,359.71,301.38,left
cube9B,420.88,302.42,left
cube9A,423.37,364.63,left
cube9A,421.91,302.42,left
cube9A,446.8,296.2,left
cube9A,447.0,359.24,left
cube8B,423.78,431.61,left
cube8B,447.42,425.8,left
cube8B,446.59,359.44,left
cube8B,423.78,364.63,left
cube6A,979.92,430.64,right
cube6A,1035.73,425.44,right
cube6A,1031.2,360.2,right
cube6A,976.01,365.37,right
cube6A,244.77,360.69,left
cube6A,263.34,355.79,left
cube6A,315.62,357.09,left
cube6A,302.22,364.0,left
cube5B,281.39,368.68,left
cube5B,301.55,363.77,left
cube5B,243.95,360.89,left
cube5B,224.36,366.09,left
cube5A,283.12,434.76,left
cube5A,302.84,429.59,left
cube5A,301.4,363.77,left
cube5A,281.53,368.25,left
cube4B,260.94,374.14,left
cube4B,199.45,371.98,left
cube4B,224.36,366.09,left
cube4B,281.96,368.52,left
cube4A,261.23,440.03,left
cube4A,283.35,434.33,left
cube4A,281.62,368.32,left
cube4A,261.06,373.85,left
cube2B,238.14,506.82,left
cube2B,176.59,505.94,left
cube2B,176.24,442.99,left
cube2B,237.44,445.26,left
cube2A,237.96,506.64,left
cube2A,237.44,445.44,left
cube2A,261.81,439.13,left
cube2A,262.69,501.38,left
cube1B,240.59,574.5,left
cube1B,177.99,573.12,left
cube1B,177.46,505.94,left
cube1B,239.0,506.7,left
cube1A,240.6,573.8,left
cube1A,238.8,506.6,left
cube1A,263.0,501.4,left
cube1A,263.0,568.21,left
cube7,910.0,362.8,right
cube7,945.6,365.33,right
cube7,1013.6,358.8,right
cube7,967.06,356.7,right
cube10,872.41,299.8,right
cube10,906.0,300.81,right
cube10,963.07,294.75,right
cube10,959.03,229.35000000000002,right
cube10,918.88,227.58000000000004,right
cube10,868.88,233.64,right
cube3,779.82,446.51,right
cube3,814.12,447.14,right
cube3,869.26,441.67,right
cube3,864.84,377.07,right
cube3,844.43,372.23,right
cube3,776.46,380.22,right
cube10,359.63,302.37,left
cube10,422.23,302.89,left
cube10,445.73,296.58,left
cube10,444.33,230.82000000000005,left
cube10,381.2,230.12,left
cube10,359.45,236.61,left
cube3,176.46,443.91,left
cube3,238.27,445.43,left
cube3,261.3,439.37,left
cube3,261.0,373.92,left
cube3,198.88,372.1,left
cube3,175.55,378.16,left
cube9B,910.35,363.78,right
cube9B,876.75,362.04,right
cube9B,872.77,299.33,right
cube9B,906.86,300.82,right
cube9A,909.85,363.28,right
cube9A,906.36,300.82,right
cube9A,963.1,294.6,right
cube9A,966.83,356.31,right
cube6B,947.07,365.4,right
cube6B,975.93,365.57,right
cube6B,1031.7,360.0,right
cube6B,1015.33,358.66,right
cube8,877.0,370.17,right
cube8,877.21,361.96,right
cube8,943.5,365.5,right
cube7,302.69,429.44,left
cube7,364.56,430.29,left
cube7,363.93,358.11,left
cube7,314.69,357.48,left
cube7,301.22,364.63,left
